========= Estatisticas ========= 
Semente utilizada : 5482969
Quantidade de arestas removidas: 4151
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0.06
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  291
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 37.31
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 2.58
Quantidade de solucoes não dominadas que o PR encontrou = 13
Quantiade de avalicoes da funcao objetivo = 520885
Tempo FINAL(s) =  39.95
Resultado : 
64 5925
65 5874
66 5828
68 5738
69 5695
70 5655
71 5619
72 5587
73 5551
74 5519
76 5461
78 5409
79 5384
80 5383
81 5336
83 5290
84 5268
86 5227
91 5127
95 5051
96 5033
98 4998
100 4965
102 4946
110 4805
112 4774
114 4744
117 4702
120 4663
123 4626
124 4616
130 4549
131 4536
134 4503
137 4471
139 4450
140 4440
144 4402
145 4401
154 4311
156 4307
157 4285
163 4283
168 4197
170 4183
178 4130
180 4124
182 4105
185 4089
194 4036
198 4014
202 3993
207 3969
216 3928
220 3920
221 3908
225 3901
253 3789
256 3779
257 3776
270 3746
279 3710
288 3685
290 3684
304 3644
309 3633
330 3583
338 3566
342 3560
352 3544
354 3536
363 3521
434 3412
497 3329
506 3318
527 3296
542 3290
560 3264
579 3257
585 3238
598 3226
625 3220
659 3171
692 3148
706 3138
740 3109
782 3077
789 3072
809 3060
815 3055
852 3032
855 3028
877 3017
892 3012
925 2986
926 2985
962 2975
969 2959
1006 2949
1081 2898
1125 2876
1165 2872
1175 2864
1179 2854
1351 2795
1389 2775
1400 2765
1428 2734
1488 2713
1500 2706
1535 2688
1611 2678
1622 2660
1676 2633
1728 2613
1749 2600
1764 2596
1792 2582
1802 2577
1861 2572
1871 2551
1883 2548
1895 2541
1909 2539
1912 2538
1961 2515
2009 2506
2072 2505
2114 2499
2136 2480
2159 2447
2177 2446
2246 2427
2252 2417
2269 2410
2274 2402
2311 2394
2356 2382
2372 2379
2382 2366
2411 2357
2523 2343
2542 2310
2586 2306
2598 2303
2638 2280
2655 2272
2711 2261
2750 2230
2820 2224
2854 2220
2861 2205
2920 2172
3031 2148
3043 2147
3077 2144
3087 2137
3096 2133
3106 2129
3114 2122
3206 2081
3265 2068
3279 2065
3294 2058
3332 2055
3338 2052
3385 2035
3422 2028
3425 2019
3466 2018
3481 2008
3495 2003
3549 1984
3626 1937
3662 1936
3672 1922
3706 1917
3753 1912
3755 1895
3792 1883
3814 1881
3863 1860
3928 1843
4000 1830
4016 1822
4030 1812
4080 1808
4096 1792
4130 1788
4161 1765
4202 1752
4221 1746
4269 1734
4310 1718
4326 1716
4361 1702
4429 1682
4473 1667
4557 1641
4621 1633
4651 1629
4652 1622
4710 1620
4719 1618
4724 1604
4727 1589
4760 1586
4766 1581
4816 1562
4849 1552
4905 1542
4915 1536
4925 1529
4975 1525
5011 1503
5071 1485
5175 1466
5215 1456
5233 1437
5321 1418
5324 1413
5365 1401
5375 1395
5419 1382
5483 1379
5532 1376
5555 1342
5630 1320
5671 1308
5736 1289
5760 1282
5808 1276
5821 1274
5839 1264
5895 1247
5918 1236
5987 1235
6001 1212
6053 1209
6060 1199
6071 1192
6151 1187
6152 1169
6198 1156
6276 1134
6347 1114
6475 1078
6517 1077
6557 1071
6564 1053
6607 1041
6679 1021
6741 1004
6828 986
6829 980
6868 975
6877 967
6907 963
6962 944
7036 924
7067 916
7077 913
7096 908
7161 894
7162 893
7177 887
7212 878
7251 868
7328 860
7407 829
7456 817
7584 786
7659 783
7672 777
7678 764
7691 761
7738 750
7839 746
7864 736
7868 720
7922 708
7963 701
7982 695
8015 688
8058 679
8082 674
8121 666
8233 644
8260 639
8336 625
8369 619
8386 616
8465 602
8494 597
8552 588
8587 585
8656 572
8681 569
8768 561
8783 560
