========= Estatisticas ========= 
Semente utilizada : 8902097
Quantidade de arestas removidas: 907
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  178
Quantidade de solucoes na primeira fase = 287
Tempo PrimeiraFase(s) = 19.92
Quantidade de solucoes na segunda fase = 290
Tempo SegundaFase(s) = 1.08
Quantidade de solucoes não dominadas que o PR encontrou = 4
Quantiade de avalicoes da funcao objetivo = 318802
Tempo FINAL(s) =  21
Resultado : 
110 3442
111 3413
113 3356
114 3329
116 3294
117 3260
118 3239
121 3178
122 3158
125 3102
128 3047
129 3032
131 3007
132 2992
134 2967
136 2944
138 2926
142 2898
144 2876
150 2827
156 2781
158 2767
166 2712
168 2698
178 2632
180 2619
205 2494
213 2461
216 2441
219 2438
226 2394
236 2348
240 2330
245 2329
255 2263
261 2239
264 2229
266 2225
278 2182
281 2172
292 2138
298 2126
306 2095
307 2093
308 2089
318 2061
325 2048
327 2036
338 2009
340 2000
345 1987
346 1985
358 1978
359 1965
361 1947
366 1936
371 1928
372 1923
380 1906
382 1902
386 1893
391 1883
406 1855
411 1845
423 1841
424 1822
438 1799
451 1778
465 1758
466 1756
475 1743
483 1732
493 1717
513 1703
518 1682
523 1675
532 1664
533 1663
540 1656
556 1647
559 1637
567 1622
574 1617
581 1606
584 1604
589 1597
590 1596
598 1587
610 1577
616 1569
620 1566
630 1563
636 1561
637 1553
639 1552
646 1544
656 1539
657 1535
666 1531
670 1525
676 1522
690 1510
700 1503
712 1498
726 1487
739 1477
746 1474
757 1473
765 1461
787 1457
788 1447
792 1445
803 1438
815 1431
828 1425
835 1422
850 1411
854 1409
864 1403
882 1393
900 1386
916 1379
936 1369
937 1368
942 1361
959 1352
980 1341
996 1333
1018 1329
1026 1323
1034 1315
1041 1314
1057 1303
1085 1302
1090 1288
1104 1280
1134 1277
1148 1267
1153 1264
1168 1257
1172 1247
1194 1242
1195 1236
1228 1221
1237 1217
1251 1215
1266 1210
1285 1207
1295 1198
1303 1188
1339 1183
1345 1182
1350 1171
1359 1164
1387 1156
1409 1148
1416 1144
1435 1141
1439 1137
1444 1129
1455 1124
1470 1123
1487 1111
1505 1104
1535 1094
1539 1092
1549 1087
1573 1085
1575 1077
1619 1072
1620 1070
1628 1066
1632 1056
1663 1047
1673 1045
1683 1037
1695 1035
1703 1033
1714 1029
1728 1028
1750 1015
1759 1009
1785 1008
1793 1007
1794 1004
1810 991
1838 985
1866 984
1873 983
1878 976
1888 975
1891 963
1921 962
1926 960
1946 950
1971 936
2005 930
2009 928
2014 925
2028 917
2046 912
2083 901
2107 891
2149 890
2150 886
2155 885
2178 868
2206 859
2234 857
2240 849
2271 841
2291 832
2325 830
2346 823
2368 819
2370 816
2379 814
2380 809
2396 799
2423 798
2454 796
2458 780
2466 779
2474 776
2477 774
2503 766
2528 764
2535 760
2558 759
2569 756
2573 752
2578 743
2598 742
2616 737
2637 728
2640 724
2663 717
2721 713
2726 698
2766 686
2793 678
2839 677
2864 657
2881 652
2905 645
2933 642
2967 627
3009 615
3041 609
3044 606
3055 602
3068 600
3085 599
3126 582
3177 568
3199 562
3278 545
3280 540
3323 529
3337 526
3370 517
3418 506
3421 505
3433 501
3500 484
3550 472
3583 467
3630 453
3664 445
3677 442
3709 436
3721 432
3762 425
3771 421
3813 412
3861 402
3866 401
3894 397
3907 393
3943 386
3984 379
4034 373
4039 372
4050 369
4078 365
4091 364
4094 363
4114 361
4169 358
4192 357
