========= Estatisticas ========= 
Semente utilizada : 7633371
Quantidade de arestas removidas: 907
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  179
Quantidade de solucoes na primeira fase = 299
Tempo PrimeiraFase(s) = 22.9
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 1.18
Quantidade de solucoes não dominadas que o PR encontrou = 8
Quantiade de avalicoes da funcao objetivo = 380206
Tempo FINAL(s) =  24.08
Resultado : 
110 3442
111 3413
113 3356
114 3329
116 3304
117 3260
118 3239
121 3178
122 3158
125 3102
128 3047
129 3032
132 2992
134 2967
136 2944
138 2926
142 2905
144 2876
150 2827
156 2781
158 2767
164 2741
168 2698
178 2632
180 2619
187 2584
193 2566
205 2494
211 2476
216 2441
219 2435
224 2421
226 2394
231 2381
236 2348
238 2342
240 2330
250 2303
255 2263
261 2239
262 2237
263 2233
264 2229
266 2223
278 2182
281 2172
292 2138
302 2110
306 2095
308 2089
318 2061
320 2056
326 2048
327 2036
336 2019
340 2000
343 1997
345 1987
351 1972
361 1947
366 1936
372 1923
377 1920
378 1911
382 1905
386 1893
391 1883
411 1845
417 1837
421 1831
424 1822
438 1799
451 1778
456 1771
466 1756
493 1717
503 1715
513 1708
522 1707
523 1675
532 1664
533 1663
544 1658
553 1655
555 1653
557 1642
561 1636
567 1622
575 1613
581 1606
589 1597
598 1587
604 1583
611 1578
612 1574
616 1569
619 1568
621 1565
625 1564
634 1555
645 1548
646 1544
651 1540
657 1535
667 1530
670 1525
683 1519
689 1512
690 1510
698 1505
700 1503
718 1502
720 1491
727 1490
729 1484
739 1477
750 1471
755 1468
764 1465
765 1461
784 1458
788 1447
803 1438
808 1436
815 1431
820 1430
843 1415
852 1412
855 1409
864 1403
873 1398
903 1386
912 1383
915 1377
926 1375
934 1373
941 1372
952 1359
977 1351
979 1349
994 1334
1026 1332
1028 1327
1031 1323
1038 1321
1043 1320
1053 1317
1057 1303
1082 1298
1084 1293
1098 1291
1099 1290
1114 1278
1128 1272
1147 1263
1172 1247
1193 1240
1195 1236
1213 1233
1224 1232
1228 1221
1237 1217
1246 1216
1252 1213
1255 1211
1266 1206
1269 1204
1276 1202
1283 1198
1291 1196
1303 1188
1349 1175
1358 1169
1359 1164
1363 1163
1391 1162
1395 1156
1404 1150
1418 1144
1426 1142
1432 1139
1441 1134
1453 1127
1455 1124
1480 1116
1484 1115
1487 1111
1505 1104
1517 1100
1534 1094
1547 1090
1549 1087
1575 1077
1597 1070
1624 1069
1630 1061
1648 1058
1650 1054
1663 1046
1683 1037
1714 1030
1720 1029
1737 1025
1739 1021
1759 1009
1786 1005
1798 1003
1810 991
1820 989
1857 982
1874 975
1891 963
1902 960
1941 949
1971 936
1993 934
2009 933
2020 927
2028 917
2068 914
2097 910
2100 905
2107 891
2141 884
2178 868
2206 859
2233 857
2268 854
2277 840
2291 832
2346 831
2377 823
2387 812
2396 799
2468 787
2477 774
2503 766
2526 765
2559 762
2578 743
2593 742
2628 737
2640 724
2645 723
2663 717
2719 712
2726 698
2766 686
2791 680
2793 678
2855 664
2864 657
2881 652
2905 645
2951 639
2967 627
3009 615
3055 602
3110 600
3114 587
3126 582
3177 568
3199 562
3261 555
3280 540
3292 538
3313 535
3323 529
3370 517
3391 515
3418 513
3433 501
3500 484
3538 478
3550 472
3593 462
3630 453
3664 445
3677 442
3721 432
3771 421
3776 420
3803 418
3810 416
3813 412
3848 407
3861 402
3866 401
3907 393
3943 386
3984 379
4018 375
4032 374
4047 370
4050 369
4078 365
4094 363
4114 361
4169 358
4192 357
