========= Estatisticas ========= 
Semente utilizada : 4703931
Quantidade de arestas removidas: 907
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  178
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 22.5
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 1.16
Quantidade de solucoes não dominadas que o PR encontrou = 9
Quantiade de avalicoes da funcao objetivo = 383513
Tempo FINAL(s) =  23.66
Resultado : 
110 3442
111 3413
113 3356
114 3329
115 3324
117 3260
118 3239
120 3207
121 3178
122 3158
125 3102
127 3088
128 3047
129 3032
131 3012
132 2992
134 2967
136 2944
138 2926
141 2912
144 2876
150 2827
156 2781
158 2767
168 2698
172 2691
177 2648
178 2632
180 2619
205 2494
212 2468
216 2441
226 2394
230 2386
236 2348
240 2330
255 2263
257 2257
258 2256
260 2247
261 2239
264 2232
278 2182
281 2172
289 2148
292 2138
298 2126
299 2118
306 2095
308 2089
318 2061
321 2054
327 2036
336 2026
339 2017
340 2000
344 1992
345 1987
355 1962
356 1960
361 1947
366 1936
372 1923
376 1915
378 1911
384 1898
386 1893
391 1883
399 1882
405 1869
411 1845
414 1842
424 1822
438 1799
445 1791
451 1778
466 1756
478 1739
491 1731
493 1717
520 1689
523 1675
532 1664
546 1653
557 1634
560 1632
565 1625
567 1622
573 1621
581 1606
585 1604
586 1602
589 1597
598 1587
608 1581
610 1577
616 1569
629 1559
646 1544
655 1539
657 1535
659 1534
670 1525
690 1510
700 1503
716 1494
731 1485
739 1477
750 1474
754 1468
762 1463
774 1456
785 1453
796 1444
803 1438
815 1431
834 1425
838 1419
854 1417
860 1413
864 1403
879 1399
914 1392
915 1383
922 1374
933 1366
956 1354
959 1352
963 1350
979 1348
996 1333
1025 1332
1027 1327
1038 1322
1042 1316
1049 1313
1055 1307
1057 1303
1071 1300
1083 1297
1088 1295
1091 1291
1099 1285
1119 1277
1142 1275
1154 1264
1155 1259
1156 1258
1165 1252
1172 1247
1195 1236
1211 1234
1228 1221
1237 1217
1272 1212
1276 1205
1292 1203
1294 1192
1303 1188
1335 1180
1347 1175
1359 1164
1377 1160
1397 1159
1411 1154
1418 1151
1426 1150
1433 1145
1444 1139
1450 1136
1455 1124
1469 1119
1487 1111
1505 1104
1525 1099
1543 1094
1548 1090
1559 1084
1568 1083
1591 1072
1602 1070
1617 1068
1619 1067
1628 1065
1641 1063
1652 1052
1683 1037
1717 1029
1728 1025
1739 1021
1755 1017
1759 1009
1768 1007
1799 1003
1809 1001
1810 991
1839 988
1843 980
1877 979
1882 978
1891 963
1906 960
1924 952
1955 949
1971 936
2006 926
2028 917
2054 915
2076 912
2092 909
2106 907
2107 891
2128 888
2159 887
2161 874
2178 868
2206 859
2247 853
2248 850
2281 840
2291 832
2309 829
2347 825
2349 824
2371 816
2373 813
2396 799
2423 792
2453 791
2477 774
2490 771
2503 766
2551 764
2553 762
2570 746
2578 743
2586 741
2609 740
2626 737
2638 731
2640 724
2663 717
2699 714
2726 698
2743 693
2766 686
2774 684
2793 678
2818 674
2837 670
2853 664
2864 657
2881 652
2905 645
2939 644
2962 634
2967 627
3009 615
3055 602
3119 589
3126 582
3168 581
3177 568
3199 562
3280 540
3322 537
3323 529
3370 517
3419 514
3420 510
3433 501
3500 484
3516 483
3550 472
3589 470
3606 468
3628 456
3630 453
3664 445
3677 442
3721 432
3771 421
3801 420
3809 414
3813 412
3834 410
3861 402
3866 401
3907 393
3943 386
3977 381
3984 379
4012 375
4050 369
4075 366
4078 365
4094 363
4114 361
4169 358
4192 357
