========= Estatisticas ========= 
Semente utilizada : 7520041
Quantidade de arestas removidas: 170783
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 26.92
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 60.96
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 34.12
Quantidade de solucoes não dominadas que o PR encontrou = 2
Quantiade de avalicoes da funcao objetivo = 978758
Tempo FINAL(s) =  122
Resultado : 
1 25668
10 25231
12 25167
13 25128
18 24969
19 24939
25 24769
29 24662
30 24638
35 24514
40 24399
51 24164
58 24024
64 23904
75 23695
84 23533
93 23393
109 23122
111 23091
119 22971
122 22934
129 22831
133 22777
151 22543
165 22389
185 22152
191 22089
209 21909
215 21852
235 21719
241 21617
275 21347
290 21279
296 21201
299 21191
317 21087
329 21015
390 20690
426 20532
441 20462
454 20386
488 20257
519 20147
523 20123
542 20061
622 19866
686 19746
770 19518
811 19426
840 19347
883 19309
1080 18996
1179 18803
1212 18766
1231 18742
1239 18731
1347 18674
1439 18522
1729 18296
1777 18165
1790 18155
1849 18105
1860 18096
1914 18060
2190 17853
2311 17787
2497 17653
2673 17561
2833 17492
3068 17345
3292 17259
3373 17180
3415 17160
3432 17152
3447 17145
3525 17109
3981 16906
4299 16769
4450 16746
4479 16694
4547 16666
4890 16559
4989 16489
5012 16480
5120 16438
5468 16316
5760 16224
6061 16101
6142 16076
6591 15943
6856 15800
7053 15731
7377 15682
7464 15589
7599 15543
7853 15481
8457 15280
8557 15248
8986 15177
9216 15127
9424 15063
9693 14876
9921 14769
10151 14694
10280 14652
10400 14613
10511 14577
10783 14489
11155 14369
11214 14350
11330 14335
11494 14260
11572 14235
11642 14218
11922 14123
12016 14093
12085 14071
12285 14063
12475 14055
12689 13993
13453 13832
13606 13682
13900 13596
13911 13582
14031 13458
14892 13262
15051 13253
15218 13179
15318 13156
15427 13102
15708 13018
16109 12888
16209 12854
16499 12771
16611 12721
16659 12709
16730 12703
17186 12538
17366 12491
17414 12481
17432 12464
17631 12417
17650 12416
18892 12015
18928 11989
19030 11971
19064 11966
19118 11952
19140 11945
19145 11941
19184 11933
19197 11919
19261 11891
19332 11878
19356 11864
19385 11859
19418 11849
19461 11838
19469 11834
19484 11828
19878 11712
20111 11643
20267 11586
20269 11583
21205 11310
21210 11303
21329 11284
21388 11250
21498 11213
21558 11192
21653 11189
21716 11159
21853 11094
21972 11064
22250 11035
22252 11000
22325 10979
23128 10719
23183 10705
23335 10663
23481 10616
23761 10602
23889 10496
23894 10408
24197 10393
24243 10326
24366 10264
24448 10239
24651 10183
25022 10148
25257 10106
25416 10023
25584 10015
25691 9935
26168 9813
26420 9647
26895 9636
27037 9546
27062 9516
27688 9489
27711 9393
28138 9297
28274 9078
28370 9049
28742 8961
28847 8905
29225 8791
29515 8790
29590 8681
29673 8656
29766 8628
30288 8561
30613 8519
30646 8435
30721 8424
30791 8412
31378 8191
31807 8142
31958 8078
31986 8047
32083 7933
32431 7829
33071 7647
33522 7543
33574 7532
33806 7419
34216 7380
34478 7219
35124 7132
35181 7010
35501 6915
35592 6888
36292 6792
36417 6652
36591 6592
37017 6466
37589 6297
38016 6171
38250 6102
38440 6046
39413 5842
39449 5831
39800 5646
40025 5580
40373 5478
40947 5310
41272 5215
41635 5180
42208 4942
42603 4827
43098 4683
43346 4611
43484 4571
43788 4483
44058 4405
44318 4330
44672 4228
44804 4190
45096 4106
45183 4081
46933 3581
47001 3566
47007 3560
47070 3551
47074 3541
47194 3507
47406 3447
47544 3408
47934 3298
48036 3273
48098 3265
48304 3194
48790 3058
49384 2893
49616 2829
49760 2794
49816 2774
50498 2588
50757 2518
51043 2441
51084 2430
51365 2376
51444 2334
51527 2312
52162 2146
52255 2122
52911 2057
52962 2023
52987 2015
53117 1974
53570 1794
53654 1774
53769 1747
54457 1592
55015 1524
55641 1419
55686 1359
55923 1342
56078 1318
56539 1261
