========= Estatisticas ========= 
Semente utilizada : 6717326
Quantidade de arestas removidas: 170783
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 26.83
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 61.23
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 35.13
Quantidade de solucoes não dominadas que o PR encontrou = 3
Quantiade de avalicoes da funcao objetivo = 1002011
Tempo FINAL(s) =  123.19
Resultado : 
1 25663
6 25391
10 25231
13 25128
18 24969
19 24939
25 24769
28 24688
29 24662
35 24514
40 24399
51 24164
64 23904
75 23695
84 23533
109 23122
111 23091
119 22971
127 22867
129 22831
133 22777
167 22415
184 22167
185 22152
191 22089
203 22034
215 21852
241 21617
269 21405
275 21347
282 21310
296 21201
316 21114
318 21083
337 21033
342 20930
388 20677
402 20634
432 20475
479 20286
533 20089
583 20010
600 19887
667 19779
725 19578
771 19482
841 19363
856 19354
871 19285
1003 19145
1008 19042
1304 18656
1317 18634
1429 18537
1510 18419
1647 18282
1742 18195
1776 18182
1777 18165
1849 18105
1860 18096
2134 18044
2211 17974
2263 17829
2402 17709
2446 17682
2570 17642
3102 17384
3305 17215
3415 17160
3432 17152
3447 17145
3486 17131
3525 17109
3569 17091
4153 16847
4266 16839
4463 16738
4547 16666
4722 16601
4989 16489
5012 16480
5120 16438
5360 16356
5414 16344
5631 16306
5929 16155
6308 15995
6856 15800
7053 15731
7394 15681
7913 15523
8042 15512
8172 15379
8520 15279
8656 15231
8895 15161
9202 15019
9607 15001
9617 14982
9761 14882
9921 14769
10043 14765
10144 14760
10400 14613
10628 14544
10783 14489
11121 14453
11155 14369
11494 14260
11572 14235
11647 14214
11813 14158
11922 14123
12016 14093
12085 14071
12355 14056
13106 13813
13177 13789
13363 13727
13528 13726
13886 13521
14082 13481
14142 13469
14498 13394
14602 13352
14857 13297
15054 13260
15102 13217
15218 13164
15910 12943
15913 12928
15938 12921
16567 12733
16637 12719
16646 12702
16907 12631
17060 12592
17098 12547
17263 12532
17373 12496
17450 12477
18550 12122
18851 12042
18968 12005
19004 11986
19012 11977
19101 11959
19220 11911
19300 11891
19302 11882
19336 11864
19371 11863
19398 11854
20101 11637
20137 11622
20434 11535
20918 11391
20994 11369
21159 11316
21175 11303
21228 11284
21298 11270
21332 11265
21333 11264
21352 11259
21437 11221
21600 11174
21786 11141
21845 11102
21863 11101
21873 11099
21894 11084
22985 10753
23000 10749
23172 10728
23653 10579
23690 10567
24144 10412
24181 10397
24260 10382
24263 10351
24266 10347
24297 10331
24634 10226
24990 10116
25433 10003
25702 9982
25741 9960
25827 9913
26453 9760
26529 9702
26687 9695
26797 9669
26938 9515
27425 9425
27783 9395
27850 9301
27976 9258
28060 9179
28274 9078
28370 9049
28602 8997
28847 8905
29225 8791
29590 8681
29673 8656
29766 8628
30333 8514
30503 8472
30951 8378
31058 8297
31504 8246
31715 8139
31792 8116
31986 7962
32083 7933
32431 7829
32508 7806
32977 7666
33148 7615
33788 7541
33806 7419
33915 7401
34478 7219
34834 7187
34975 7138
35181 7010
35501 6915
35592 6888
36175 6884
36299 6834
36385 6739
36591 6592
37017 6466
37589 6297
38016 6171
38250 6102
38440 6046
38952 6042
39201 5857
39800 5646
40025 5580
40373 5478
40947 5310
41272 5215
41785 5115
42208 4942
42603 4827
43098 4683
43346 4611
43484 4571
43788 4483
44058 4405
44318 4330
44672 4228
44804 4190
45096 4106
45183 4081
46600 3683
46933 3581
47007 3560
47043 3552
47074 3541
47194 3507
47406 3447
47544 3408
47911 3332
47934 3298
48304 3194
48790 3058
49317 2996
49384 2893
49616 2829
49720 2804
49758 2792
49816 2774
50360 2637
50498 2588
50757 2518
51043 2441
51084 2430
51444 2334
51527 2312
51793 2242
52000 2188
52162 2146
52255 2122
53570 1794
53654 1774
53769 1747
54074 1677
54457 1592
54681 1544
54883 1519
55867 1333
56198 1297
56216 1288
56466 1264
56521 1261
