========= Estatisticas ========= 
Semente utilizada : 238334
Tempo(s) Final = 461.78
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 700
Quantidade de vezes em que a BL foi executada: 700
Quantidade de vezes em que o PR foi executado: 1978
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 475
Quantidade de solucoes que a BL adicionou ao arquivo global: 4463
Quantidade de solucoes que o PR adicionou ao arquivo global: 69686
Quantidade de avaliacoes da funcao objetivo: 5724519
Pareto aproximativo: 
21.0000000000 16150.0000000000
20.0000000000 16157.0000000000
22.0000000000 16029.0000000000
27.0000000000 15846.0000000000
25.0000000000 15852.0000000000
154.0000000000 12159.0000000000
151.0000000000 12202.0000000000
143.0000000000 12323.0000000000
120.0000000000 12745.0000000000
119.0000000000 12763.0000000000
111.0000000000 13005.0000000000
105.0000000000 13076.0000000000
104.0000000000 13083.0000000000
101.0000000000 13141.0000000000
91.0000000000 13400.0000000000
86.0000000000 13530.0000000000
76.0000000000 13925.0000000000
73.0000000000 13971.0000000000
72.0000000000 13984.0000000000
69.0000000000 14054.0000000000
68.0000000000 14085.0000000000
64.0000000000 14252.0000000000
63.0000000000 14278.0000000000
62.0000000000 14309.0000000000
59.0000000000 14391.0000000000
60.0000000000 14358.0000000000
50.0000000000 14837.0000000000
49.0000000000 14873.0000000000
51.0000000000 14825.0000000000
35.0000000000 15370.0000000000
38.0000000000 15324.0000000000
34.0000000000 15395.0000000000
33.0000000000 15431.0000000000
32.0000000000 15473.0000000000
42.0000000000 15161.0000000000
39.0000000000 15165.0000000000
48.0000000000 14912.0000000000
45.0000000000 14915.0000000000
52.0000000000 14643.0000000000
58.0000000000 14425.0000000000
67.0000000000 14117.0000000000
70.0000000000 14018.0000000000
84.0000000000 13585.0000000000
93.0000000000 13349.0000000000
92.0000000000 13365.0000000000
95.0000000000 13287.0000000000
96.0000000000 13279.0000000000
107.0000000000 13006.0000000000
117.0000000000 12797.0000000000
127.0000000000 12688.0000000000
122.0000000000 12697.0000000000
141.0000000000 12354.0000000000
150.0000000000 12215.0000000000
152.0000000000 12186.0000000000
156.0000000000 12130.0000000000
158.0000000000 12103.0000000000
284.0000000000 10963.0000000000
250.0000000000 11204.0000000000
242.0000000000 11269.0000000000
230.0000000000 11398.0000000000
210.0000000000 11561.0000000000
205.0000000000 11594.0000000000
191.0000000000 11721.0000000000
193.0000000000 11701.0000000000
197.0000000000 11663.0000000000
200.0000000000 11635.0000000000
224.0000000000 11418.0000000000
249.0000000000 11211.0000000000
252.0000000000 11188.0000000000
261.0000000000 11121.0000000000
279.0000000000 10995.0000000000
285.0000000000 10955.0000000000
377.0000000000 10506.0000000000
348.0000000000 10609.0000000000
335.0000000000 10735.0000000000
320.0000000000 10745.0000000000
364.0000000000 10536.0000000000
396.0000000000 10488.0000000000
385.0000000000 10494.0000000000
368.0000000000 10519.0000000000
468.0000000000 10191.0000000000
459.0000000000 10198.0000000000
469.0000000000 10161.0000000000
475.0000000000 10144.0000000000
583.0000000000 9981.0000000000
569.0000000000 9982.0000000000
555.0000000000 9984.0000000000
537.0000000000 9987.0000000000
629.0000000000 9810.0000000000
609.0000000000 9834.0000000000
693.0000000000 9687.0000000000
768.0000000000 9581.0000000000
775.0000000000 9572.0000000000
867.0000000000 9468.0000000000
861.0000000000 9469.0000000000
936.0000000000 9426.0000000000
981.0000000000 9411.0000000000
932.0000000000 9430.0000000000
885.0000000000 9442.0000000000
1310.0000000000 9103.0000000000
1384.0000000000 9086.0000000000
1233.0000000000 9126.0000000000
1490.0000000000 8970.0000000000
1428.0000000000 8984.0000000000
1625.0000000000 8868.0000000000
1600.0000000000 8872.0000000000
1794.0000000000 8759.0000000000
1805.0000000000 8753.0000000000
1818.0000000000 8746.0000000000
2422.0000000000 8474.0000000000
2406.0000000000 8479.0000000000
2344.0000000000 8485.0000000000
2467.0000000000 8435.0000000000
2426.0000000000 8447.0000000000
2525.0000000000 8402.0000000000
2614.0000000000 8362.0000000000
3043.0000000000 8203.0000000000
2863.0000000000 8265.0000000000
2876.0000000000 8247.0000000000
2974.0000000000 8205.0000000000
3421.0000000000 8042.0000000000
3381.0000000000 8051.0000000000
3320.0000000000 8065.0000000000
17987.0000000000 3654.0000000000
17952.0000000000 3664.0000000000
14165.0000000000 4611.0000000000
14240.0000000000 4588.0000000000
14178.0000000000 4606.0000000000
14169.0000000000 4609.0000000000
14176.0000000000 4607.0000000000
14187.0000000000 4604.0000000000
14171.0000000000 4608.0000000000
10736.0000000000 5906.0000000000
5690.0000000000 7283.0000000000
5654.0000000000 7294.0000000000
3835.0000000000 7868.0000000000
3991.0000000000 7830.0000000000
3952.0000000000 7839.0000000000
3881.0000000000 7851.0000000000
4057.0000000000 7787.0000000000
4157.0000000000 7758.0000000000
4169.0000000000 7747.0000000000
4305.0000000000 7699.0000000000
4628.0000000000 7586.0000000000
4820.0000000000 7524.0000000000
4809.0000000000 7527.0000000000
4761.0000000000 7540.0000000000
4927.0000000000 7483.0000000000
5504.0000000000 7351.0000000000
5258.0000000000 7384.0000000000
5173.0000000000 7405.0000000000
5500.0000000000 7353.0000000000
5127.0000000000 7415.0000000000
5959.0000000000 7194.0000000000
5989.0000000000 7160.0000000000
6000.0000000000 7124.0000000000
6078.0000000000 7119.0000000000
6082.0000000000 7097.0000000000
6309.0000000000 7084.0000000000
6352.0000000000 7047.0000000000
6360.0000000000 7006.0000000000
6731.0000000000 6986.0000000000
6785.0000000000 6914.0000000000
6794.0000000000 6865.0000000000
7369.0000000000 6846.0000000000
7390.0000000000 6775.0000000000
7391.0000000000 6734.0000000000
7414.0000000000 6679.0000000000
7430.0000000000 6660.0000000000
7707.0000000000 6618.0000000000
7721.0000000000 6567.0000000000
8227.0000000000 6566.0000000000
8289.0000000000 6515.0000000000
8317.0000000000 6449.0000000000
8324.0000000000 6406.0000000000
8335.0000000000 6372.0000000000
9095.0000000000 6244.0000000000
9116.0000000000 6202.0000000000
9161.0000000000 6129.0000000000
9186.0000000000 6105.0000000000
9170.0000000000 6109.0000000000
9497.0000000000 6043.0000000000
9543.0000000000 6025.0000000000
9498.0000000000 6029.0000000000
9554.0000000000 5989.0000000000
10810.0000000000 5778.0000000000
10888.0000000000 5687.0000000000
10915.0000000000 5670.0000000000
10940.0000000000 5594.0000000000
10952.0000000000 5575.0000000000
10942.0000000000 5577.0000000000
10980.0000000000 5547.0000000000
11977.0000000000 5398.0000000000
11991.0000000000 5377.0000000000
12020.0000000000 5345.0000000000
12024.0000000000 5329.0000000000
12026.0000000000 5270.0000000000
12052.0000000000 5258.0000000000
12056.0000000000 5216.0000000000
12791.0000000000 5172.0000000000
12810.0000000000 5107.0000000000
12860.0000000000 5041.0000000000
12861.0000000000 5022.0000000000
12882.0000000000 4964.0000000000
13815.0000000000 4706.0000000000
13773.0000000000 4708.0000000000
13711.0000000000 4713.0000000000
14815.0000000000 4515.0000000000
14885.0000000000 4484.0000000000
14920.0000000000 4406.0000000000
14945.0000000000 4373.0000000000
14951.0000000000 4341.0000000000
16041.0000000000 4262.0000000000
16075.0000000000 4188.0000000000
16149.0000000000 4135.0000000000
16160.0000000000 4073.0000000000
16207.0000000000 4026.0000000000
16235.0000000000 3983.0000000000
16290.0000000000 3943.0000000000
16304.0000000000 3938.0000000000
17088.0000000000 3881.0000000000
17103.0000000000 3847.0000000000
17135.0000000000 3795.0000000000
17171.0000000000 3756.0000000000
17179.0000000000 3746.0000000000
17211.0000000000 3670.0000000000
18030.0000000000 3631.0000000000
18091.0000000000 3557.0000000000
18092.0000000000 3514.0000000000
18191.0000000000 3444.0000000000
18198.0000000000 3421.0000000000
18206.0000000000 3378.0000000000
18875.0000000000 3374.0000000000
18897.0000000000 3322.0000000000
18918.0000000000 3275.0000000000
18898.0000000000 3280.0000000000
18935.0000000000 3233.0000000000
18945.0000000000 3163.0000000000
19864.0000000000 3117.0000000000
19871.0000000000 3052.0000000000
19960.0000000000 2974.0000000000
19985.0000000000 2918.0000000000
20008.0000000000 2881.0000000000
20031.0000000000 2856.0000000000
20124.0000000000 2823.0000000000
20969.0000000000 2733.0000000000
21037.0000000000 2663.0000000000
21051.0000000000 2624.0000000000
21069.0000000000 2553.0000000000
21171.0000000000 2549.0000000000
21235.0000000000 2506.0000000000
21557.0000000000 2457.0000000000
21575.0000000000 2437.0000000000
21594.0000000000 2405.0000000000
21742.0000000000 2370.0000000000
21780.0000000000 2353.0000000000
22188.0000000000 2310.0000000000
22222.0000000000 2249.0000000000
22247.0000000000 2229.0000000000
22275.0000000000 2216.0000000000
22502.0000000000 2196.0000000000
22526.0000000000 2147.0000000000
22836.0000000000 2105.0000000000
22845.0000000000 2060.0000000000
23108.0000000000 1989.0000000000
23618.0000000000 1853.0000000000
23721.0000000000 1851.0000000000
23734.0000000000 1840.0000000000
23778.0000000000 1811.0000000000
24037.0000000000 1753.0000000000
24043.0000000000 1742.0000000000
24101.0000000000 1727.0000000000
24711.0000000000 1642.0000000000
24767.0000000000 1606.0000000000
24833.0000000000 1552.0000000000
24888.0000000000 1529.0000000000
24697.0000000000 1670.0000000000
24933.0000000000 1518.0000000000
24970.0000000000 1509.0000000000
25467.0000000000 1392.0000000000
25533.0000000000 1377.0000000000
25628.0000000000 1366.0000000000
25696.0000000000 1346.0000000000
25648.0000000000 1362.0000000000
25731.0000000000 1333.0000000000
25837.0000000000 1310.0000000000
26401.0000000000 1198.0000000000
26457.0000000000 1188.0000000000
26491.0000000000 1182.0000000000
26520.0000000000 1177.0000000000
