========= Estatisticas ========= 
Semente utilizada : 4134818
Quantidade de arestas removidas: 76653
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 3.96
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 45.32
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 11.72
Quantidade de solucoes não dominadas que o PR encontrou = 5
Quantiade de avalicoes da funcao objetivo = 649862
Tempo FINAL(s) =  61
Resultado : 
11 13795
12 13709
13 13624
15 13460
17 13300
18 13221
20 13085
21 13020
22 12958
23 12898
24 12840
26 12728
29 12566
30 12513
31 12461
32 12410
36 12210
41 11970
42 11923
44 11833
45 11789
47 11703
48 11661
50 11579
56 11339
57 11300
59 11224
60 11187
61 11152
67 10966
71 10817
77 10625
83 10439
84 10409
90 10235
97 10039
103 9877
104 9869
108 9747
109 9722
112 9650
114 9603
117 9534
120 9468
125 9363
131 9243
134 9195
142 9033
144 8996
150 8888
156 8790
158 8752
160 8719
170 8562
175 8504
185 8344
192 8252
195 8215
199 8172
209 8049
219 7940
222 7908
225 7877
237 7756
248 7653
265 7501
270 7458
272 7441
287 7325
295 7255
309 7173
326 7054
346 6915
360 6849
362 6821
381 6717
384 6711
386 6698
418 6579
419 6528
474 6295
485 6258
506 6176
519 6132
551 6079
556 6006
574 5946
676 5700
701 5689
718 5615
730 5602
766 5537
789 5530
821 5480
868 5421
870 5368
974 5302
980 5158
1025 5111
1040 5088
1050 5073
1057 5065
1125 5018
1288 4864
1320 4860
1355 4823
1429 4783
1492 4761
1753 4611
1915 4541
1923 4530
1973 4466
2100 4453
2116 4388
2126 4327
2145 4318
2158 4312
2195 4296
2204 4293
2236 4278
3004 4114
3154 4097
3320 4010
3376 3983
3398 3911
3584 3869
3867 3842
4115 3759
4262 3746
4716 3664
4998 3598
5045 3593
5235 3568
5236 3564
5432 3526
5453 3513
5674 3478
5868 3448
5981 3431
6035 3423
6580 3368
6692 3329
6871 3310
7281 3251
7552 3213
7613 3205
7814 3179
7924 3165
8119 3144
8299 3118
8458 3106
8499 3093
8629 3077
8849 3050
9033 3046
9203 3007
9470 2975
9625 2970
9980 2935
10076 2921
10340 2893
10413 2890
10444 2876
10688 2858
10861 2835
11049 2815
11129 2803
11493 2793
11639 2753
11723 2745
11932 2713
11950 2711
11976 2707
11991 2705
12017 2700
12079 2699
12221 2684
12505 2653
12528 2652
12541 2648
12633 2635
12789 2615
13085 2592
13118 2591
13181 2579
13457 2546
13615 2534
14052 2492
14119 2484
14172 2470
14372 2461
14575 2427
14808 2413
15004 2393
15193 2370
15229 2364
15452 2329
15655 2326
15727 2308
15776 2296
15853 2283
15867 2282
16015 2268
16073 2247
16159 2238
16403 2230
16657 2222
16669 2216
17087 2193
17123 2176
17276 2143
17594 2089
17727 2077
17910 2075
18023 2045
18375 2009
18696 1990
19097 1970
19205 1937
19242 1923
19377 1920
19502 1908
19575 1898
19675 1895
19716 1884
19772 1878
19789 1871
19829 1869
19891 1858
20197 1834
20597 1789
20878 1759
21031 1744
21236 1724
21668 1682
21919 1676
21927 1672
21953 1671
22003 1659
22198 1652
22490 1612
22990 1557
23442 1521
23536 1510
23622 1496
23737 1485
23879 1481
23962 1464
24091 1452
24145 1447
24210 1441
24438 1420
25021 1380
25117 1366
25288 1362
25355 1342
25385 1340
26023 1276
26213 1259
26348 1247
26743 1212
26965 1205
27646 1133
27843 1116
28019 1110
28123 1099
28158 1097
28241 1082
28359 1072
28430 1066
28694 1046
28860 1039
28955 1033
28964 1030
29201 1002
29595 970
29744 958
30025 951
30094 930
30157 925
30436 903
31113 851
31166 847
31206 844
31260 840
31450 828
31641 814
31828 799
32044 784
32311 770
32739 738
33197 710
33203 709
33253 706
33410 697
33654 688
34274 656
34570 646
34603 645
34684 643
