========= Estatisticas ========= 
Semente utilizada : 8569295
Quantidade de arestas removidas: 243182
Quantidade de arestas obrigatorias = 200
Tempo PreProcessamento (s) = 8.53
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  132
Quantidade de solucoes na primeira fase = 245
Tempo PrimeiraFase(s) = 36.51
Quantidade de solucoes na segunda fase = 251
Tempo SegundaFase(s) = 3.96
Quantidade de solucoes não dominadas que o PR encontrou = 6
Quantiade de avalicoes da funcao objetivo = 196632
Tempo FINAL(s) =  49
Resultado : 
1 5836
2 5801
3 5769
4 5739
8 5631
9 5605
12 5530
14 5482
19 5367
25 5235
28 5172
30 5160
31 5112
37 4998
41 4926
43 4892
47 4864
48 4815
50 4780
51 4770
52 4755
57 4675
60 4634
63 4591
73 4463
76 4422
80 4374
85 4314
89 4274
97 4182
98 4171
100 4150
117 3980
121 3942
127 3936
130 3934
139 3926
142 3753
144 3736
148 3727
150 3709
154 3659
163 3590
167 3589
169 3536
175 3491
183 3441
195 3400
199 3323
201 3310
214 3261
217 3214
219 3209
224 3182
225 3170
226 3162
228 3152
232 3124
234 3113
238 3093
244 3064
246 3063
249 3038
254 3014
257 3001
260 2983
263 2969
264 2968
266 2964
270 2954
271 2933
277 2907
283 2905
286 2883
288 2876
291 2867
293 2853
295 2841
298 2824
307 2816
309 2802
310 2794
312 2772
316 2756
318 2743
321 2732
324 2719
327 2708
328 2705
331 2695
333 2693
334 2688
337 2679
343 2652
346 2642
350 2629
354 2620
358 2612
359 2605
365 2603
366 2592
369 2588
370 2578
373 2560
375 2558
376 2552
377 2550
381 2543
383 2542
388 2530
389 2529
391 2509
395 2507
398 2487
404 2485
408 2464
410 2462
411 2457
414 2456
415 2451
416 2438
417 2428
418 2425
421 2417
424 2416
426 2411
427 2408
431 2400
434 2385
437 2379
439 2372
447 2360
450 2357
451 2346
453 2343
459 2322
468 2301
472 2292
475 2289
480 2283
486 2268
489 2264
501 2262
502 2245
505 2226
508 2222
509 2220
514 2211
517 2203
520 2197
530 2176
533 2175
534 2169
543 2158
548 2151
552 2143
559 2142
561 2124
566 2123
572 2115
573 2112
581 2106
584 2095
592 2080
593 2076
600 2072
605 2063
608 2060
609 2052
616 2046
619 2037
626 2033
629 2028
633 2024
636 2022
637 2013
644 2010
647 2007
648 2006
650 2004
651 2003
653 2001
655 1989
660 1987
664 1985
665 1984
666 1979
669 1978
671 1969
678 1961
690 1953
696 1944
697 1943
704 1940
705 1934
708 1931
721 1924
741 1922
754 1920
764 1891
771 1875
778 1861
780 1860
787 1852
792 1851
799 1842
815 1824
822 1823
840 1799
857 1782
867 1774
880 1768
891 1756
899 1750
926 1736
931 1729
947 1718
957 1717
968 1710
970 1707
972 1703
984 1699
996 1695
998 1691
1004 1688
1019 1682
1020 1679
1024 1678
1028 1675
1038 1670
1054 1662
1062 1660
1074 1658
1092 1651
1094 1646
1115 1639
1147 1633
1157 1625
1169 1621
1176 1619
1202 1615
1212 1610
1244 1602
1268 1598
1278 1596
1280 1595
1296 1592
1306 1591
1309 1589
1321 1587
1328 1586
