========= Estatisticas ========= 
Semente utilizada : 442428
Quantidade de arestas removidas: 243182
Quantidade de arestas obrigatorias = 200
Tempo PreProcessamento (s) = 8.41
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  131
Quantidade de solucoes na primeira fase = 248
Tempo PrimeiraFase(s) = 37
Quantidade de solucoes na segunda fase = 252
Tempo SegundaFase(s) = 4.75
Quantidade de solucoes não dominadas que o PR encontrou = 6
Quantiade de avalicoes da funcao objetivo = 197705
Tempo FINAL(s) =  50.16
Resultado : 
1 5836
2 5801
3 5769
4 5739
8 5631
9 5605
12 5530
14 5482
19 5367
25 5235
28 5172
31 5112
35 5072
37 4998
41 4926
43 4892
50 4780
57 4675
59 4647
61 4631
63 4591
71 4535
75 4442
76 4422
84 4409
85 4314
97 4184
98 4171
100 4150
117 3980
121 3942
122 3934
127 3929
132 3921
139 3783
142 3753
144 3736
150 3692
159 3617
167 3612
169 3536
175 3491
182 3444
192 3396
198 3353
199 3323
201 3310
217 3216
219 3202
226 3161
227 3154
228 3149
232 3124
234 3113
239 3090
243 3070
251 3062
252 3023
255 3011
256 3010
260 2983
263 2969
265 2967
267 2959
271 2933
277 2907
287 2889
290 2872
296 2859
299 2819
308 2783
312 2767
318 2762
319 2740
321 2739
324 2719
327 2708
333 2689
337 2676
340 2673
343 2652
346 2642
350 2629
353 2624
354 2622
357 2618
362 2614
365 2598
367 2579
369 2575
372 2569
373 2560
375 2557
379 2551
384 2529
385 2527
387 2524
389 2522
390 2521
392 2510
394 2505
400 2502
402 2488
404 2467
405 2465
407 2459
411 2448
414 2437
417 2434
418 2425
420 2421
421 2417
424 2413
427 2405
429 2400
430 2399
434 2386
437 2382
438 2375
439 2372
441 2368
444 2365
445 2358
450 2346
455 2336
459 2322
463 2318
468 2301
472 2292
477 2291
482 2290
483 2271
488 2269
494 2255
497 2250
498 2246
500 2237
506 2231
507 2223
509 2218
512 2212
514 2210
520 2206
525 2189
529 2188
530 2176
534 2169
538 2165
541 2160
542 2159
546 2149
547 2148
551 2142
558 2129
561 2124
564 2122
568 2120
570 2113
571 2109
572 2108
576 2103
578 2099
583 2098
587 2087
595 2073
602 2063
608 2061
612 2052
618 2045
619 2037
629 2032
631 2021
645 2017
650 2015
651 1999
655 1989
667 1986
668 1976
670 1973
671 1969
672 1968
678 1961
687 1959
688 1958
689 1952
694 1951
696 1944
709 1935
710 1933
718 1922
725 1916
730 1915
735 1913
746 1897
748 1891
759 1885
763 1876
774 1865
793 1856
795 1852
799 1846
802 1840
828 1817
830 1809
838 1801
842 1797
855 1784
857 1782
864 1778
867 1774
874 1772
879 1765
895 1753
899 1750
912 1748
929 1730
942 1729
944 1727
947 1718
950 1717
954 1715
957 1713
960 1712
972 1703
987 1696
1007 1686
1015 1682
1019 1681
1022 1678
1025 1677
1038 1671
1050 1668
1054 1662
1067 1660
1078 1655
1089 1652
1094 1646
1117 1639
1133 1633
1147 1629
1153 1627
1161 1624
1169 1621
1176 1619
1184 1617
1208 1611
1233 1607
1244 1602
1284 1594
1309 1589
1321 1587
1328 1586
