========= Estatisticas ========= 
Semente utilizada : 3473657
Quantidade de arestas removidas: 44090
Quantidade de arestas obrigatorias = 46
Tempo PreProcessamento (s) = 0.56
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  158
Quantidade de solucoes na primeira fase = 256
Tempo PrimeiraFase(s) = 18.73
Quantidade de solucoes na segunda fase = 261
Tempo SegundaFase(s) = 2.71
Quantidade de solucoes não dominadas que o PR encontrou = 7
Quantiade de avalicoes da funcao objetivo = 256010
Tempo FINAL(s) =  22
Resultado : 
14 5256
15 5213
16 5174
17 5136
18 5099
20 5027
21 4993
23 4925
25 4859
26 4827
30 4703
34 4587
37 4503
38 4476
40 4424
43 4349
46 4345
48 4229
50 4183
56 4051
58 4008
64 3916
65 3872
66 3848
72 3734
75 3694
77 3644
83 3629
84 3613
85 3508
90 3452
91 3412
96 3332
98 3301
100 3271
105 3201
107 3173
109 3156
115 3069
117 3044
119 3039
122 3031
124 2969
126 2936
128 2913
132 2896
133 2861
134 2847
135 2845
137 2815
139 2794
142 2764
145 2735
147 2718
149 2717
150 2690
151 2678
153 2663
156 2633
158 2628
162 2582
164 2569
167 2544
171 2510
175 2481
184 2459
185 2441
186 2404
188 2391
190 2378
194 2352
200 2314
202 2304
203 2298
205 2290
207 2273
214 2256
215 2224
218 2207
220 2196
228 2152
230 2145
231 2140
237 2138
238 2104
239 2102
245 2067
246 2066
251 2040
254 2028
255 2023
261 2020
262 1995
266 1984
270 1974
273 1965
274 1951
277 1947
279 1933
281 1919
283 1915
285 1904
291 1882
297 1869
299 1864
301 1847
303 1841
306 1835
307 1826
310 1818
311 1817
313 1806
314 1803
317 1797
318 1790
319 1787
322 1778
324 1771
328 1759
330 1758
331 1754
333 1746
334 1743
335 1741
337 1734
338 1729
341 1726
343 1716
344 1711
347 1707
350 1693
352 1688
355 1681
356 1680
357 1674
360 1666
363 1658
366 1651
370 1642
373 1633
375 1628
376 1626
380 1624
383 1618
384 1610
385 1609
386 1604
389 1603
390 1593
392 1590
395 1583
397 1582
398 1575
401 1571
403 1564
406 1562
410 1556
412 1550
416 1540
417 1536
420 1530
424 1522
427 1517
428 1514
433 1505
439 1497
440 1496
441 1491
445 1484
451 1481
455 1476
458 1472
459 1462
462 1461
465 1456
466 1449
471 1441
475 1435
478 1433
484 1423
490 1418
496 1417
497 1415
500 1398
507 1387
515 1375
518 1372
529 1357
530 1355
538 1345
542 1340
543 1339
544 1338
552 1333
558 1329
560 1324
561 1323
564 1320
567 1317
572 1316
578 1315
584 1298
590 1294
594 1290
604 1280
612 1275
615 1267
620 1262
624 1259
626 1257
641 1248
643 1246
649 1241
656 1233
662 1229
665 1228
673 1224
682 1219
688 1211
692 1206
699 1201
717 1199
722 1189
727 1184
732 1179
756 1164
768 1158
772 1156
776 1155
781 1149
795 1141
806 1136
807 1135
811 1133
823 1127
836 1121
839 1119
848 1115
855 1112
858 1111
862 1109
866 1108
871 1106
872 1105
888 1102
901 1096
902 1095
907 1094
916 1091
921 1090
931 1088
947 1086
955 1085
964 1082
971 1080
979 1079
995 1077
1001 1075
1011 1074
1022 1072
1030 1071
