========= Estatisticas ========= 
Semente utilizada : 1466537
Quantidade de arestas removidas: 497541
Quantidade de arestas obrigatorias = 328
Tempo PreProcessamento (s) = 32.55
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  125
Quantidade de solucoes na primeira fase = 255
Tempo PrimeiraFase(s) = 61.96
Quantidade de solucoes na segunda fase = 265
Tempo SegundaFase(s) = 7.06
Quantidade de solucoes não dominadas que o PR encontrou = 10
Quantiade de avalicoes da funcao objetivo = 191602
Tempo FINAL(s) =  101.57
Resultado : 
0 5619
2 5575
5 5512
7 5470
8 5450
9 5431
11 5395
14 5344
18 5280
20 5250
21 5247
24 5194
25 5180
32 5089
34 5067
36 5041
45 4980
47 4920
48 4916
51 4880
56 4830
72 4823
73 4717
77 4641
79 4624
90 4540
91 4534
92 4532
98 4523
103 4494
110 4382
113 4352
115 4337
136 4193
146 4182
148 4171
156 4050
157 4045
158 4037
171 3961
182 3900
196 3891
204 3761
206 3750
208 3739
223 3678
229 3638
233 3632
237 3626
239 3623
249 3601
254 3512
260 3503
271 3424
281 3379
282 3376
284 3366
287 3365
292 3354
295 3333
304 3294
305 3293
306 3284
316 3240
318 3232
325 3205
332 3185
336 3176
341 3148
343 3145
350 3102
362 3060
364 3053
370 3033
376 3028
381 3008
383 3006
385 3000
388 2981
399 2969
403 2951
404 2931
408 2919
418 2894
423 2883
428 2875
429 2873
430 2871
431 2862
432 2847
440 2828
441 2821
446 2813
451 2802
457 2778
461 2760
467 2754
469 2747
470 2736
473 2732
477 2730
480 2729
481 2721
482 2706
484 2701
486 2696
492 2681
496 2671
502 2657
510 2648
513 2637
517 2634
521 2628
524 2625
526 2624
529 2610
531 2606
535 2599
539 2595
543 2589
546 2578
549 2577
550 2574
552 2557
559 2554
562 2543
566 2537
570 2529
571 2520
572 2518
574 2516
576 2514
584 2504
586 2495
587 2494
591 2491
593 2488
595 2479
596 2474
600 2468
606 2461
608 2445
613 2444
617 2433
619 2427
621 2425
624 2413
628 2407
629 2404
633 2397
635 2394
638 2389
641 2384
647 2380
648 2375
650 2372
651 2368
654 2362
660 2353
664 2351
668 2344
671 2339
673 2338
675 2333
677 2330
678 2329
680 2325
683 2322
688 2320
692 2308
694 2306
697 2302
701 2294
704 2291
707 2285
708 2283
711 2282
712 2281
716 2272
718 2268
721 2267
727 2260
730 2248
734 2244
739 2240
742 2232
745 2228
763 2205
766 2200
770 2195
779 2186
785 2184
807 2173
810 2166
814 2161
816 2149
844 2134
848 2130
852 2125
857 2108
865 2100
873 2092
885 2080
893 2078
900 2066
930 2049
936 2041
942 2023
943 2022
953 2012
958 2008
963 2007
967 2004
972 1998
974 1996
978 1993
981 1991
992 1986
1005 1979
1016 1970
1021 1967
1044 1954
1050 1950
1056 1941
1061 1938
1069 1937
1076 1929
1078 1928
1086 1925
1105 1915
1117 1909
1144 1898
1148 1893
1152 1891
1166 1887
1182 1876
1193 1873
1198 1870
1220 1866
1239 1855
1240 1853
1241 1847
1244 1845
1248 1844
1251 1842
1254 1841
1271 1834
1277 1832
1290 1828
1297 1826
1326 1816
1342 1812
1370 1801
1378 1799
1392 1797
1418 1789
1438 1787
1441 1785
1462 1778
1474 1776
1497 1771
1503 1770
1515 1768
1521 1767
1528 1766
