========= Estatisticas ========= 
Semente utilizada : 2242034
Quantidade de arestas removidas: 497541
Quantidade de arestas obrigatorias = 328
Tempo PreProcessamento (s) = 31.96
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  110
Quantidade de solucoes na primeira fase = 253
Tempo PrimeiraFase(s) = 59.94
Quantidade de solucoes na segunda fase = 259
Tempo SegundaFase(s) = 6.83
Quantidade de solucoes não dominadas que o PR encontrou = 6
Quantiade de avalicoes da funcao objetivo = 188618
Tempo FINAL(s) =  98.73
Resultado : 
0 5619
2 5575
7 5470
8 5450
9 5431
11 5395
12 5378
14 5344
15 5332
18 5280
20 5250
21 5237
25 5180
32 5089
33 5077
34 5065
36 5041
42 5016
47 4920
48 4916
50 4912
56 4830
62 4817
67 4731
77 4641
79 4624
102 4610
112 4447
113 4352
115 4337
138 4191
139 4169
144 4161
156 4050
158 4037
168 4016
170 4015
184 3881
191 3872
192 3848
202 3774
204 3761
208 3739
212 3726
215 3712
218 3689
223 3664
228 3644
230 3637
236 3603
238 3590
240 3588
243 3577
246 3564
252 3531
255 3530
256 3499
268 3476
271 3424
273 3422
281 3379
284 3366
290 3359
291 3352
297 3349
299 3336
301 3318
307 3300
308 3277
309 3267
314 3251
326 3213
328 3210
329 3209
330 3193
334 3192
336 3171
341 3146
347 3125
350 3102
355 3095
356 3081
364 3053
370 3033
376 3019
385 3016
387 3015
388 3012
394 2976
395 2966
401 2958
406 2948
407 2939
411 2938
412 2908
414 2901
422 2900
424 2891
427 2869
429 2868
430 2867
431 2866
432 2861
434 2857
436 2847
443 2820
445 2819
449 2798
458 2790
461 2760
470 2736
475 2729
476 2726
479 2714
484 2709
485 2707
490 2702
495 2674
496 2671
502 2657
509 2643
516 2629
523 2620
526 2617
530 2607
538 2592
544 2587
548 2576
551 2569
557 2561
561 2548
564 2535
565 2531
569 2523
573 2522
574 2516
584 2507
588 2501
589 2498
591 2485
593 2484
599 2465
606 2449
607 2447
613 2438
618 2428
624 2413
629 2404
633 2397
636 2394
643 2392
644 2382
648 2381
650 2374
654 2362
658 2361
660 2358
661 2353
668 2352
669 2350
671 2342
673 2335
675 2332
677 2330
680 2323
684 2319
686 2314
693 2307
694 2304
698 2298
699 2297
701 2295
704 2290
707 2288
716 2277
717 2271
719 2267
726 2261
730 2248
735 2244
739 2243
743 2236
746 2231
748 2230
751 2222
757 2212
766 2200
770 2195
771 2194
773 2192
774 2191
778 2190
783 2182
794 2177
795 2171
797 2170
803 2163
819 2150
820 2148
828 2144
838 2137
849 2133
851 2116
865 2100
869 2098
870 2095
887 2086
907 2070
908 2065
928 2037
940 2025
952 2013
953 2012
958 2008
965 2007
968 2001
974 1996
978 1993
986 1992
1009 1977
1017 1967
1032 1960
1047 1952
1055 1942
1056 1941
1076 1929
1098 1922
1099 1921
1125 1907
1133 1902
1140 1897
1157 1892
1158 1888
1160 1887
1162 1886
1171 1882
1174 1880
1191 1879
1214 1863
1239 1855
1241 1847
1244 1845
1251 1842
1264 1840
1271 1834
1296 1827
1300 1825
1310 1821
1325 1816
1339 1815
1370 1801
1394 1796
1457 1780
1462 1778
1474 1776
1497 1771
1516 1768
1521 1767
1528 1766
