========= Estatisticas ========= 
Semente utilizada : 9761688
Quantidade de arestas removidas: 497541
Quantidade de arestas obrigatorias = 328
Tempo PreProcessamento (s) = 31.97
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  117
Quantidade de solucoes na primeira fase = 265
Tempo PrimeiraFase(s) = 62.15
Quantidade de solucoes na segunda fase = 272
Tempo SegundaFase(s) = 7.17
Quantidade de solucoes não dominadas que o PR encontrou = 10
Quantiade de avalicoes da funcao objetivo = 198093
Tempo FINAL(s) =  101.29
Resultado : 
0 5619
2 5575
4 5534
7 5470
8 5450
9 5431
11 5395
14 5344
17 5296
18 5280
20 5250
21 5236
25 5180
32 5089
36 5041
47 4920
48 4910
50 4890
56 4830
72 4827
75 4701
77 4641
79 4624
91 4531
96 4513
113 4352
115 4337
133 4294
134 4292
138 4290
140 4171
145 4164
156 4050
158 4037
179 3920
181 3904
182 3893
197 3808
204 3761
208 3739
229 3668
233 3640
236 3627
237 3594
239 3591
244 3587
248 3564
252 3530
254 3525
267 3482
271 3424
279 3390
281 3379
283 3376
284 3366
286 3360
287 3359
289 3352
294 3338
295 3328
300 3316
303 3295
315 3261
316 3252
319 3229
321 3218
329 3216
330 3215
332 3210
334 3208
339 3187
343 3176
348 3126
350 3102
358 3074
364 3053
370 3033
377 3020
384 3015
385 3014
386 2995
392 2973
394 2962
396 2959
404 2950
411 2930
414 2929
415 2916
420 2898
421 2894
422 2890
427 2872
431 2865
434 2858
438 2847
440 2838
443 2825
451 2793
453 2789
458 2776
461 2760
467 2757
468 2748
470 2736
474 2734
477 2729
479 2721
481 2716
487 2709
492 2687
495 2682
496 2671
500 2665
502 2657
503 2655
506 2650
512 2639
521 2633
524 2615
526 2614
528 2613
530 2602
537 2594
541 2584
546 2580
550 2576
551 2574
552 2566
553 2565
554 2564
555 2560
557 2553
558 2548
559 2547
563 2545
567 2527
569 2524
574 2523
575 2521
577 2520
578 2506
585 2499
586 2495
590 2491
591 2490
593 2483
595 2478
599 2475
603 2471
604 2460
606 2453
609 2443
615 2442
618 2436
620 2432
622 2424
624 2413
629 2404
632 2403
633 2397
638 2393
640 2389
645 2388
646 2377
648 2375
652 2371
654 2362
657 2360
658 2358
662 2352
667 2348
668 2346
669 2340
677 2339
681 2333
687 2316
688 2311
692 2305
707 2294
710 2281
711 2280
716 2273
718 2270
719 2267
728 2260
730 2248
737 2243
745 2228
748 2224
762 2215
765 2213
766 2200
770 2195
775 2191
786 2189
790 2179
791 2177
794 2171
801 2165
802 2163
810 2156
819 2150
832 2137
845 2130
847 2118
851 2115
857 2108
864 2101
877 2100
888 2091
897 2084
904 2066
905 2062
906 2060
908 2058
924 2041
940 2025
942 2024
947 2023
948 2017
953 2012
958 2008
967 2006
971 2001
978 1993
992 1992
996 1982
1016 1969
1027 1964
1028 1961
1050 1955
1056 1941
1071 1932
1075 1931
1076 1929
1111 1913
1117 1910
1120 1909
1132 1903
1148 1897
1151 1893
1164 1885
1168 1883
1200 1871
1230 1853
1241 1850
1244 1845
1251 1842
1262 1839
1267 1837
1271 1834
1299 1828
1313 1820
1317 1819
1320 1818
1355 1812
1356 1807
1370 1801
1388 1800
1396 1795
1403 1793
1408 1792
1414 1790
1418 1789
1433 1786
1457 1781
1462 1778
1497 1771
1512 1769
1515 1768
1521 1767
1528 1766
