========= Estatisticas ========= 
Semente utilizada : 8560405
Quantidade de arestas removidas: 497541
Quantidade de arestas obrigatorias = 328
Tempo PreProcessamento (s) = 33.13
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  119
Quantidade de solucoes na primeira fase = 245
Tempo PrimeiraFase(s) = 63.41
Quantidade de solucoes na segunda fase = 250
Tempo SegundaFase(s) = 6.67
Quantidade de solucoes não dominadas que o PR encontrou = 6
Quantiade de avalicoes da funcao objetivo = 184460
Tempo FINAL(s) =  103.21
Resultado : 
0 5619
2 5575
7 5470
8 5450
9 5431
11 5395
12 5378
14 5344
15 5330
18 5280
20 5250
23 5209
25 5180
32 5089
33 5078
36 5041
46 4932
47 4920
49 4914
52 4909
56 4830
57 4821
71 4755
74 4676
76 4650
77 4641
79 4624
101 4450
113 4352
115 4337
133 4211
156 4050
158 4037
178 3921
188 3860
193 3856
194 3853
201 3783
204 3761
208 3739
216 3735
218 3716
241 3581
242 3570
249 3536
263 3529
265 3523
268 3478
271 3424
274 3412
280 3411
281 3379
284 3366
287 3360
290 3358
301 3300
310 3298
314 3277
319 3228
320 3222
330 3208
334 3201
337 3181
338 3172
347 3134
350 3102
359 3092
364 3053
369 3038
370 3033
373 3026
377 3012
381 3005
383 3004
385 2989
389 2979
392 2975
393 2970
399 2957
403 2947
407 2938
408 2932
409 2923
410 2921
412 2908
413 2904
421 2898
425 2895
426 2865
432 2863
433 2862
435 2846
439 2827
444 2825
446 2821
449 2809
451 2805
453 2800
457 2792
460 2777
461 2760
467 2744
470 2736
477 2733
479 2731
481 2710
482 2706
493 2695
495 2686
496 2671
502 2657
505 2656
515 2644
518 2636
521 2625
527 2622
529 2620
533 2616
535 2591
545 2582
546 2578
551 2563
560 2553
563 2543
567 2540
569 2528
570 2521
574 2514
581 2505
584 2498
593 2486
597 2483
604 2470
609 2466
611 2443
620 2439
621 2437
623 2436
624 2413
629 2404
633 2397
636 2395
646 2382
647 2374
651 2372
653 2368
654 2362
663 2351
670 2341
677 2335
683 2322
690 2314
696 2299
702 2298
707 2292
714 2283
715 2282
716 2281
717 2273
721 2270
723 2262
730 2248
738 2246
739 2237
743 2231
745 2228
750 2226
754 2222
758 2218
763 2205
766 2200
770 2195
777 2191
779 2186
781 2184
788 2177
799 2166
812 2157
819 2152
823 2148
833 2144
839 2136
840 2128
842 2127
843 2122
850 2121
853 2119
854 2111
860 2108
867 2101
882 2086
890 2075
904 2065
924 2059
927 2057
930 2035
939 2026
943 2022
944 2021
952 2018
953 2012
958 2008
970 1999
978 1993
996 1985
1007 1981
1011 1971
1025 1967
1029 1964
1050 1951
1054 1946
1056 1941
1067 1937
1076 1929
1094 1920
1117 1911
1142 1904
1144 1895
1146 1894
1152 1893
1156 1889
1158 1888
1168 1884
1179 1879
1181 1877
1219 1867
1223 1865
1240 1848
1244 1845
1251 1842
1256 1840
1271 1834
1279 1832
1307 1822
1313 1820
1326 1819
1334 1817
1339 1812
1341 1811
1370 1801
1374 1800
1406 1792
1410 1791
1420 1789
1462 1778
1472 1776
1497 1771
1515 1768
1521 1767
1528 1766
