========= Estatisticas ========= 
Semente utilizada : 1715244
Quantidade de arestas removidas: 402747
Quantidade de arestas obrigatorias = 276
Tempo PreProcessamento (s) = 20.82
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  118
Quantidade de solucoes na primeira fase = 242
Tempo PrimeiraFase(s) = 52
Quantidade de solucoes na segunda fase = 244
Tempo SegundaFase(s) = 5.92
Quantidade de solucoes não dominadas que o PR encontrou = 4
Quantiade de avalicoes da funcao objetivo = 190313
Tempo FINAL(s) =  78.74
Resultado : 
0 5650
1 5622
2 5595
3 5569
4 5546
5 5524
6 5523
7 5482
11 5402
13 5364
16 5310
18 5276
21 5241
22 5212
27 5137
33 5053
35 5025
44 4908
45 4904
46 4901
52 4812
57 4752
68 4631
71 4601
85 4556
87 4441
89 4422
91 4412
102 4409
110 4233
125 4222
130 4168
131 4126
135 4033
140 3993
156 3975
162 3839
165 3825
171 3818
173 3767
182 3699
188 3660
195 3620
203 3614
207 3591
208 3570
209 3534
215 3501
222 3470
228 3437
234 3407
237 3391
242 3388
243 3381
245 3367
246 3354
248 3351
249 3335
251 3325
253 3313
257 3303
259 3291
261 3286
265 3251
266 3247
268 3237
273 3234
274 3210
277 3205
281 3194
282 3182
284 3178
286 3163
293 3141
297 3135
298 3114
303 3096
307 3091
312 3066
318 3059
324 3010
327 2999
332 2990
339 2978
345 2936
347 2930
350 2928
351 2916
368 2904
369 2902
374 2898
378 2891
379 2833
384 2819
396 2806
398 2779
400 2777
419 2735
420 2711
429 2695
431 2676
434 2668
443 2659
446 2653
451 2652
454 2646
457 2632
458 2608
464 2601
468 2587
473 2577
474 2568
477 2561
480 2554
491 2551
494 2529
499 2519
501 2512
504 2508
508 2503
512 2491
515 2485
517 2484
520 2477
524 2471
525 2465
528 2463
532 2452
537 2440
539 2438
542 2430
544 2427
551 2420
556 2407
561 2398
565 2394
567 2390
570 2382
571 2377
572 2376
575 2375
580 2367
582 2363
588 2351
589 2337
590 2335
595 2324
598 2322
601 2314
606 2313
607 2304
611 2303
613 2294
618 2286
620 2285
622 2283
625 2281
638 2259
643 2252
651 2240
656 2229
671 2207
680 2196
682 2194
690 2178
708 2154
725 2150
732 2122
736 2117
740 2112
744 2107
754 2102
767 2088
780 2074
806 2070
807 2052
815 2041
820 2033
834 2021
841 2010
847 2004
850 2002
853 2000
866 1993
875 1976
886 1965
892 1959
894 1957
913 1946
914 1943
916 1936
928 1931
929 1925
935 1920
951 1911
952 1906
955 1902
956 1895
958 1893
963 1889
967 1886
977 1881
981 1879
983 1874
995 1868
1006 1865
1013 1854
1018 1853
1032 1852
1035 1851
1040 1836
1047 1835
1055 1827
1070 1820
1094 1817
1097 1814
1107 1801
1113 1798
1116 1797
1121 1795
1127 1791
1155 1777
1164 1774
1175 1767
1182 1764
1192 1760
1212 1754
1234 1746
1250 1744
1270 1736
1273 1735
1275 1733
1288 1728
1295 1726
1327 1718
1331 1717
1361 1711
1367 1708
1383 1704
1426 1696
1428 1695
1433 1694
1445 1692
1452 1691
