========= Estatisticas ========= 
Semente utilizada : 5129104
Quantidade de arestas removidas: 999
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  156
Quantidade de solucoes na primeira fase = 226
Tempo PrimeiraFase(s) = 10.05
Quantidade de solucoes na segunda fase = 230
Tempo SegundaFase(s) = 0.73
Quantidade de solucoes não dominadas que o PR encontrou = 6
Quantiade de avalicoes da funcao objetivo = 280334
Tempo FINAL(s) =  10.78
Resultado : 
86 2391
87 2316
88 2268
90 2217
91 2193
94 2128
96 2093
97 2077
98 2062
99 2048
104 1984
108 1946
109 1924
113 1880
115 1875
118 1827
123 1804
124 1766
127 1739
128 1731
130 1716
131 1710
135 1692
136 1682
138 1671
140 1664
143 1651
148 1624
152 1612
155 1595
158 1585
159 1573
165 1546
173 1510
181 1508
183 1467
184 1465
188 1459
189 1442
200 1397
202 1389
205 1379
208 1367
213 1349
215 1342
219 1334
227 1314
229 1307
237 1291
239 1286
241 1279
249 1263
259 1261
263 1239
267 1230
271 1223
277 1221
281 1206
284 1201
288 1197
293 1187
296 1182
305 1168
311 1167
312 1161
313 1157
316 1151
325 1149
336 1129
341 1126
343 1111
354 1100
359 1088
367 1077
378 1074
383 1062
386 1051
392 1045
398 1044
404 1028
407 1023
410 1021
413 1017
416 1012
424 1001
429 995
432 991
449 979
453 970
454 969
455 967
462 966
475 950
476 946
480 941
493 932
501 920
519 916
522 901
530 894
535 892
536 890
541 888
543 885
549 881
563 873
577 862
583 858
597 855
603 845
624 843
626 832
627 830
640 825
647 818
662 811
666 808
679 799
701 788
702 786
730 784
735 770
756 760
782 749
784 747
787 746
808 741
821 730
834 729
848 726
850 724
856 722
858 715
864 712
873 711
882 709
884 708
901 697
925 689
932 685
937 683
943 680
973 679
974 668
992 664
998 663
1003 660
1012 654
1023 650
1046 642
1057 639
1076 636
1089 628
1100 627
1107 624
1115 619
1137 614
1158 605
1190 597
1195 593
1211 588
1219 587
1229 586
1242 579
1243 578
1258 576
1266 571
1282 569
1284 567
1310 559
1327 553
1348 551
1364 544
1367 542
1393 535
1408 531
1431 526
1451 520
1471 515
1522 512
1538 499
1599 498
1600 485
1633 478
1675 473
1681 467
1697 464
1713 460
1724 458
1758 451
1818 445
1821 439
1858 432
1948 415
1995 414
1998 412
2010 404
2062 395
2093 394
2115 386
2174 376
2221 369
2296 358
2328 354
2358 349
2380 347
2400 343
2442 338
2465 335
2479 334
2507 330
2550 325
2597 320
2648 315
2679 312
2732 307
2780 303
2832 299
2873 296
2901 294
2933 292
2966 290
3017 287
3069 285
3100 283
3124 282
3150 281
3180 280
3204 279
3266 278
