========= Estatisticas ========= 
Semente utilizada : 1805044
Quantidade de arestas removidas: 999
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  163
Quantidade de solucoes na primeira fase = 231
Tempo PrimeiraFase(s) = 11.14
Quantidade de solucoes na segunda fase = 236
Tempo SegundaFase(s) = 0.74
Quantidade de solucoes não dominadas que o PR encontrou = 5
Quantiade de avalicoes da funcao objetivo = 281187
Tempo FINAL(s) =  11.88
Resultado : 
86 2391
87 2316
88 2268
90 2217
91 2193
94 2128
95 2112
96 2093
97 2077
98 2062
99 2048
100 2043
104 1984
109 1924
113 1880
118 1827
120 1816
124 1766
127 1739
128 1731
130 1716
131 1710
135 1692
136 1682
138 1671
143 1664
146 1635
148 1624
153 1606
156 1593
159 1573
170 1529
173 1510
183 1467
185 1460
189 1442
199 1403
200 1397
202 1389
206 1377
208 1367
213 1349
215 1342
216 1340
221 1327
222 1325
223 1322
228 1321
229 1307
240 1295
241 1279
245 1272
249 1263
257 1254
263 1239
267 1230
271 1223
279 1213
281 1206
284 1201
288 1199
291 1191
293 1187
296 1182
302 1173
305 1168
307 1165
315 1155
316 1151
330 1141
334 1129
338 1126
340 1117
343 1111
357 1096
359 1088
362 1085
367 1077
370 1074
373 1070
382 1068
384 1058
386 1051
389 1049
407 1023
416 1020
421 1005
424 1001
432 991
440 990
445 982
450 979
455 967
476 946
480 941
488 939
498 926
501 920
522 901
530 894
535 892
543 885
555 880
564 871
577 862
583 858
596 853
602 849
603 845
613 843
617 839
623 833
627 830
647 818
662 811
677 809
679 799
682 798
696 795
702 786
720 782
735 770
742 768
754 762
756 760
764 759
770 758
772 753
781 749
784 747
794 744
800 740
813 738
821 730
834 728
837 725
864 712
874 711
901 697
904 696
925 691
937 683
943 680
950 679
974 668
1007 659
1012 654
1023 650
1039 648
1046 642
1060 638
1083 630
1111 625
1115 619
1147 613
1153 611
1158 605
1193 604
1195 593
1228 591
1234 583
1243 578
1258 575
1266 571
1283 568
1294 564
1327 553
1340 552
1355 549
1367 542
1390 537
1393 535
1408 531
1413 530
1451 520
1467 517
1471 515
1487 514
1493 512
1504 510
1529 507
1538 499
1583 497
1600 485
1634 484
1641 477
1669 471
1681 467
1713 460
1758 451
1821 439
1832 437
1858 432
1902 429
1916 425
1923 420
1948 415
2009 410
2010 404
2053 397
2062 395
2108 394
2115 386
2159 384
2174 376
2221 369
2265 363
2296 358
2353 357
2358 349
2398 344
2400 343
2441 339
2465 335
2507 330
2549 326
2550 325
2597 320
2648 315
2679 312
2732 307
2780 303
2832 299
2873 296
2890 295
2901 294
2923 293
2933 292
2966 290
3017 287
3100 283
3124 282
3150 281
3195 280
3204 279
3266 278
