========= Estatisticas ========= 
Semente utilizada : 5701143
Quantidade de arestas removidas: 19335
Quantidade de arestas obrigatorias = 29
Tempo PreProcessamento (s) = 0.18
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  195
Quantidade de solucoes na primeira fase = 269
Tempo PrimeiraFase(s) = 21
Quantidade de solucoes na segunda fase = 271
Tempo SegundaFase(s) = 2.01
Quantidade de solucoes não dominadas que o PR encontrou = 4
Quantiade de avalicoes da funcao objetivo = 273000
Tempo FINAL(s) =  23.19
Resultado : 
34 5231
35 5168
36 5108
37 5053
39 4949
41 4847
42 4798
44 4702
45 4656
47 4566
50 4440
51 4399
52 4388
54 4279
56 4201
57 4163
59 4089
60 4053
61 4018
63 3950
65 3884
66 3853
67 3825
70 3744
71 3718
72 3703
73 3667
75 3617
79 3521
81 3475
83 3430
86 3364
88 3321
89 3310
91 3258
92 3243
95 3178
97 3141
99 3109
100 3091
106 2995
110 2933
112 2903
116 2845
118 2817
124 2736
127 2700
134 2678
135 2593
137 2568
141 2520
142 2512
144 2485
145 2477
146 2462
147 2451
149 2430
152 2400
154 2396
155 2372
157 2354
158 2344
160 2326
162 2308
166 2274
169 2249
172 2241
174 2216
179 2169
182 2151
183 2138
185 2124
186 2115
188 2100
191 2078
192 2071
193 2064
196 2044
198 2031
201 2013
209 1969
214 1935
217 1921
218 1912
224 1878
225 1876
232 1836
238 1806
241 1798
247 1784
253 1781
254 1734
260 1709
264 1704
265 1702
269 1697
270 1685
275 1650
276 1647
278 1637
282 1622
286 1608
288 1600
294 1587
295 1579
296 1573
297 1572
299 1569
300 1558
303 1548
305 1547
309 1533
310 1527
318 1509
319 1503
321 1494
324 1486
326 1480
331 1466
335 1458
338 1443
340 1438
344 1428
347 1419
351 1414
355 1400
358 1397
360 1389
361 1384
366 1372
367 1370
370 1364
373 1356
377 1354
381 1338
382 1337
387 1327
388 1324
392 1318
396 1310
398 1308
399 1306
405 1290
410 1288
411 1281
413 1275
417 1272
418 1270
419 1266
420 1262
426 1251
430 1244
431 1243
434 1237
436 1234
439 1229
443 1222
449 1221
455 1219
457 1204
458 1198
467 1184
469 1181
473 1175
478 1174
480 1166
486 1159
490 1150
496 1144
497 1139
503 1133
505 1129
507 1125
515 1119
517 1113
519 1109
523 1106
525 1103
526 1100
530 1096
542 1081
544 1078
546 1075
551 1070
553 1067
555 1064
560 1058
566 1053
568 1052
571 1048
575 1043
583 1040
590 1033
591 1028
593 1025
601 1019
605 1013
614 1005
622 998
626 997
630 991
633 990
638 985
640 983
644 979
659 970
660 967
681 958
688 947
697 941
708 934
712 931
718 929
722 925
728 922
736 917
742 914
745 912
756 909
760 905
764 903
767 901
777 896
779 895
787 891
792 890
795 887
812 881
818 880
830 873
838 870
848 868
855 867
865 861
884 860
889 856
892 852
908 850
912 846
919 845
934 841
947 836
958 833
970 831
986 826
999 823
1011 821
1013 820
1026 817
1041 814
1051 812
1062 810
1074 808
1087 806
1106 804
1107 803
1129 800
1137 799
1149 797
1173 794
1182 793
1191 792
1201 791
1221 790
1224 789
1236 788
1249 787
1263 786
1293 784
1313 783
1337 782
