========= Estatisticas ========= 
Semente utilizada : 5574968
Quantidade de arestas removidas: 3907
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0.05
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  285
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 40.93
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 3.02
Quantidade de solucoes não dominadas que o PR encontrou = 10
Quantiade de avalicoes da funcao objetivo = 913238
Tempo FINAL(s) =  44
Resultado : 
84 7011
85 6972
86 6936
87 6901
88 6875
89 6852
91 6812
95 6734
97 6696
99 6660
104 6575
107 6527
108 6524
110 6481
111 6466
113 6437
117 6396
120 6346
122 6322
127 6290
128 6252
131 6218
133 6196
136 6165
142 6110
143 6095
146 6067
155 5992
159 5961
162 5938
172 5871
174 5854
179 5826
197 5728
199 5719
202 5706
206 5691
213 5661
230 5598
236 5589
243 5557
252 5522
257 5508
266 5482
311 5366
315 5357
317 5343
332 5314
342 5290
349 5270
360 5248
364 5241
389 5231
394 5191
409 5167
423 5148
428 5142
461 5094
505 5046
573 4962
629 4961
639 4955
641 4893
645 4889
658 4876
680 4855
761 4783
772 4774
832 4726
846 4715
872 4695
907 4669
933 4650
967 4640
969 4628
979 4619
1108 4538
1176 4487
1218 4485
1232 4479
1235 4454
1277 4418
1331 4384
1374 4357
1403 4339
1424 4326
1460 4304
1504 4299
1512 4293
1516 4291
1537 4278
1556 4267
1584 4253
1585 4229
1637 4198
1691 4166
1725 4146
1749 4139
1778 4115
1831 4097
1840 4079
1878 4057
1894 4055
1907 4046
1944 4019
1967 4006
2005 3996
2006 3984
2063 3960
2072 3947
2123 3931
2124 3918
2185 3891
2214 3868
2237 3865
2252 3847
2268 3845
2281 3831
2311 3828
2321 3809
2341 3802
2387 3794
2443 3781
2461 3762
2467 3745
2523 3705
2583 3677
2617 3652
2634 3639
2715 3631
2802 3562
2861 3546
2870 3540
2893 3538
2921 3506
2949 3488
2957 3485
2959 3480
2990 3459
3024 3457
3039 3454
3081 3417
3095 3408
3147 3393
3170 3366
3201 3361
3203 3347
3252 3341
3279 3313
3307 3307
3334 3283
3348 3278
3360 3270
3402 3249
3413 3244
3426 3239
3435 3234
3459 3228
3486 3216
3499 3215
3540 3182
3613 3147
3714 3107
3730 3097
3746 3096
3775 3076
3777 3070
3778 3063
3785 3059
3786 3056
3796 3053
3827 3044
3831 3037
3833 3029
3892 3015
3903 3000
3993 2960
4061 2930
4063 2920
4070 2910
4095 2903
4147 2870
4178 2856
4241 2828
4264 2819
4270 2798
4317 2794
4322 2764
4401 2751
4418 2739
4434 2725
4496 2704
4512 2697
4558 2660
4561 2648
4617 2633
4669 2625
4683 2621
4692 2608
4805 2575
4811 2539
4848 2533
4917 2489
4935 2471
4956 2462
4957 2446
5030 2410
5059 2405
5101 2375
5164 2344
5207 2328
5254 2324
5274 2290
5360 2249
5421 2218
5464 2197
5542 2191
5546 2157
5624 2119
5700 2082
5733 2066
5763 2061
5767 2059
5775 2053
5786 2046
5795 2036
5855 2007
5884 1993
5938 1967
5990 1942
6063 1907
6107 1886
6142 1884
6170 1870
6211 1846
6212 1836
6254 1833
6261 1821
6326 1782
6400 1747
6489 1705
6542 1680
6608 1649
6704 1604
6719 1597
6777 1570
6848 1537
6904 1511
6945 1492
6984 1474
7060 1439
7123 1410
7169 1393
7173 1387
7234 1359
7306 1326
7341 1310
7370 1297
7385 1290
7464 1256
7469 1252
7540 1251
7546 1229
7589 1198
7638 1176
7703 1147
7775 1115
7816 1097
7876 1071
7920 1052
7976 1028
8009 1014
8058 1008
8134 977
8189 939
8217 929
8259 916
8314 901
8323 888
8330 882
8368 867
8401 854
8476 825
8519 809
8544 800
8558 795
8575 789
8598 781
8663 759
8682 753
8714 743
8727 739
8803 724
8820 712
8935 683
8940 682
8958 679
9026 664
9034 663
9072 659
