========= Estatisticas ========= 
Semente utilizada : 520544
Quantidade de arestas removidas: 489923
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 97.63
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 86
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 42.4
Quantidade de solucoes não dominadas que o PR encontrou = 8
Quantiade de avalicoes da funcao objetivo = 843178
Tempo FINAL(s) =  226.03
Resultado : 
0 19599
5 19346
8 19231
10 19163
12 19099
13 19068
17 18950
19 18894
20 18867
22 18814
27 18684
37 18440
41 18348
48 18194
50 18152
53 18092
57 18016
67 17826
72 17736
77 17655
78 17634
93 17394
104 17229
114 17105
135 16813
139 16763
143 16737
154 16583
171 16403
178 16319
216 15939
218 15920
239 15735
245 15689
250 15631
269 15492
293 15292
297 15253
307 15178
310 15156
326 15053
366 14769
396 14625
408 14514
412 14491
430 14413
432 14381
465 14220
512 13984
533 13898
554 13797
560 13775
567 13750
598 13621
629 13498
648 13426
678 13321
710 13233
716 13212
767 13036
805 12940
868 12762
906 12657
927 12599
938 12591
963 12523
1012 12494
1017 12400
1090 12267
1144 12202
1150 12134
1330 11880
1374 11790
1448 11656
1507 11577
1538 11542
1729 11396
1911 11169
1969 11123
2096 11063
2155 11055
2156 10970
2158 10950
2385 10773
2430 10756
2509 10673
2534 10650
2686 10566
2821 10549
2865 10542
2926 10468
2932 10456
2977 10447
3188 10330
3330 10263
3705 10147
3827 10090
4062 10005
4902 9768
5230 9695
5634 9676
5697 9667
5759 9572
6319 9482
6608 9391
7281 9271
7452 9237
7764 9176
9065 9033
9087 9005
9340 8934
9720 8861
9940 8828
10749 8712
11081 8665
11429 8617
11847 8560
11884 8555
11936 8548
12701 8446
12751 8441
12754 8439
13259 8373
13538 8337
13755 8309
13825 8300
13903 8290
14223 8256
15755 8091
15884 8060
16303 7990
16957 7927
17007 7926
17019 7903
17077 7896
17627 7830
18135 7792
18571 7753
18646 7742
19425 7618
19744 7592
20079 7552
20543 7535
21127 7506
21680 7419
21726 7363
22620 7294
22659 7249
22672 7245
23611 7183
24065 7103
24926 7030
25016 7019
25170 7015
25335 6998
27334 6763
27460 6754
27579 6751
27616 6744
27699 6731
27807 6720
27813 6675
28133 6638
29316 6552
29865 6499
30003 6476
30118 6463
30302 6444
30350 6442
31192 6353
31328 6339
31426 6333
31597 6318
31898 6279
32154 6265
33279 6087
33567 6061
33614 6050
33848 6024
33895 6021
34555 6011
34656 6001
34791 5974
34977 5958
36021 5862
36784 5826
36920 5798
37440 5795
37646 5709
37986 5695
37996 5643
38673 5593
38938 5491
39590 5484
40246 5432
40405 5384
40756 5365
41464 5299
42029 5230
42518 5188
42615 5168
42754 5162
43261 5097
43328 5076
43493 5023
44496 4921
45102 4914
45186 4851
45317 4843
46148 4784
46364 4780
46589 4776
46725 4735
47985 4708
48015 4676
48555 4598
48638 4564
49625 4466
50020 4446
50152 4438
50307 4426
50710 4298
50892 4280
51378 4232
52159 4155
52650 4138
52952 4077
53835 4014
53838 3993
53921 3982
54197 3955
54991 3934
55009 3923
55304 3847
56096 3770
57177 3743
57245 3736
57788 3725
58018 3584
58765 3512
59545 3437
60637 3367
60713 3325
61465 3253
63553 3245
63765 3057
64344 3012
64468 2967
64563 2958
64859 2930
65141 2908
65283 2890
65538 2866
65733 2854
67458 2686
68133 2623
69028 2571
69122 2531
69316 2513
69864 2470
70126 2438
70776 2378
70928 2364
71102 2348
74424 2046
74513 2038
74981 1996
75316 1966
75876 1916
76191 1888
76939 1822
77224 1797
77493 1796
77673 1761
78843 1656
79307 1616
79797 1574
80079 1550
80456 1543
80551 1535
81388 1445
81932 1396
83114 1301
83177 1296
83405 1278
83558 1266
84678 1180
84878 1165
85364 1129
86574 1043
86662 1037
87442 985
87488 982
87674 970
88002 966
88822 900
89949 840
90436 817
90601 810
90676 807
