========= Estatisticas ========= 
Semente utilizada : 9615608
Tempo(s) Final = 588.46
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 700
Quantidade de vezes em que a BL foi executada: 700
Quantidade de vezes em que o PR foi executado: 2016
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 155
Quantidade de solucoes que a BL adicionou ao arquivo global: 4498
Quantidade de solucoes que o PR adicionou ao arquivo global: 4087
Quantidade de avaliacoes da funcao objetivo: 2733856
Pareto aproximativo: 
0.0000000000 10092.0000000000
5.0000000000 10009.0000000000
4.0000000000 10016.0000000000
2.0000000000 10024.0000000000
1.0000000000 10026.0000000000
12.0000000000 9750.0000000000
11.0000000000 9751.0000000000
6.0000000000 9753.0000000000
198.0000000000 5288.0000000000
196.0000000000 5350.0000000000
177.0000000000 5632.0000000000
159.0000000000 5886.0000000000
157.0000000000 5903.0000000000
155.0000000000 5931.0000000000
147.0000000000 6120.0000000000
146.0000000000 6125.0000000000
137.0000000000 6133.0000000000
135.0000000000 6165.0000000000
133.0000000000 6202.0000000000
132.0000000000 6499.0000000000
129.0000000000 6534.0000000000
130.0000000000 6533.0000000000
102.0000000000 6825.0000000000
103.0000000000 6809.0000000000
97.0000000000 7047.0000000000
95.0000000000 7048.0000000000
94.0000000000 7070.0000000000
93.0000000000 7092.0000000000
84.0000000000 7304.0000000000
76.0000000000 7475.0000000000
68.0000000000 7625.0000000000
66.0000000000 7636.0000000000
52.0000000000 7989.0000000000
56.0000000000 7927.0000000000
55.0000000000 7938.0000000000
54.0000000000 7957.0000000000
59.0000000000 7918.0000000000
48.0000000000 8165.0000000000
47.0000000000 8188.0000000000
41.0000000000 8340.0000000000
40.0000000000 8364.0000000000
39.0000000000 8398.0000000000
36.0000000000 8490.0000000000
37.0000000000 8450.0000000000
34.0000000000 8651.0000000000
32.0000000000 8674.0000000000
31.0000000000 8709.0000000000
30.0000000000 8727.0000000000
29.0000000000 8748.0000000000
24.0000000000 8950.0000000000
23.0000000000 8963.0000000000
22.0000000000 9001.0000000000
19.0000000000 9131.0000000000
18.0000000000 9166.0000000000
16.0000000000 9263.0000000000
13.0000000000 9398.0000000000
17.0000000000 9208.0000000000
20.0000000000 9078.0000000000
21.0000000000 9036.0000000000
27.0000000000 8811.0000000000
28.0000000000 8763.0000000000
38.0000000000 8417.0000000000
42.0000000000 8306.0000000000
43.0000000000 8260.0000000000
44.0000000000 8225.0000000000
45.0000000000 8193.0000000000
50.0000000000 8043.0000000000
51.0000000000 8014.0000000000
62.0000000000 7713.0000000000
64.0000000000 7661.0000000000
72.0000000000 7509.0000000000
70.0000000000 7511.0000000000
82.0000000000 7334.0000000000
81.0000000000 7337.0000000000
77.0000000000 7343.0000000000
91.0000000000 7135.0000000000
86.0000000000 7136.0000000000
101.0000000000 6849.0000000000
99.0000000000 6850.0000000000
105.0000000000 6762.0000000000
106.0000000000 6703.0000000000
111.0000000000 6603.0000000000
134.0000000000 6181.0000000000
136.0000000000 6148.0000000000
148.0000000000 5956.0000000000
160.0000000000 5777.0000000000
168.0000000000 5717.0000000000
172.0000000000 5647.0000000000
169.0000000000 5651.0000000000
182.0000000000 5526.0000000000
185.0000000000 5443.0000000000
188.0000000000 5424.0000000000
193.0000000000 5391.0000000000
189.0000000000 5393.0000000000
214.0000000000 5179.0000000000
215.0000000000 5137.0000000000
223.0000000000 5052.0000000000
344.0000000000 4015.0000000000
345.0000000000 4008.0000000000
257.0000000000 4714.0000000000
258.0000000000 4712.0000000000
255.0000000000 4725.0000000000
236.0000000000 5031.0000000000
221.0000000000 5062.0000000000
218.0000000000 5064.0000000000
240.0000000000 4969.0000000000
243.0000000000 4939.0000000000
245.0000000000 4857.0000000000
244.0000000000 4907.0000000000
247.0000000000 4774.0000000000
249.0000000000 4755.0000000000
267.0000000000 4593.0000000000
285.0000000000 4490.0000000000
280.0000000000 4495.0000000000
275.0000000000 4526.0000000000
278.0000000000 4499.0000000000
295.0000000000 4461.0000000000
296.0000000000 4423.0000000000
308.0000000000 4314.0000000000
313.0000000000 4254.0000000000
309.0000000000 4257.0000000000
334.0000000000 4130.0000000000
