========= Estatisticas ========= 
Semente utilizada : 5430774
Tempo(s) Final = 148.14
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 700
Quantidade de vezes em que a BL foi executada: 700
Quantidade de vezes em que o PR foi executado: 2196
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 396
Quantidade de solucoes que a BL adicionou ao arquivo global: 4165
Quantidade de solucoes que o PR adicionou ao arquivo global: 32656
Quantidade de avaliacoes da funcao objetivo: 3638974
Pareto aproximativo: 
36.0000000000 11690.0000000000
35.0000000000 11713.0000000000
37.0000000000 11582.0000000000
40.0000000000 11447.0000000000
39.0000000000 11462.0000000000
42.0000000000 11299.0000000000
163.0000000000 8454.0000000000
154.0000000000 8550.0000000000
148.0000000000 8619.0000000000
145.0000000000 8656.0000000000
131.0000000000 8870.0000000000
122.0000000000 8987.0000000000
82.0000000000 9757.0000000000
84.0000000000 9703.0000000000
83.0000000000 9733.0000000000
79.0000000000 9842.0000000000
76.0000000000 9936.0000000000
74.0000000000 9998.0000000000
70.0000000000 10135.0000000000
67.0000000000 10282.0000000000
64.0000000000 10332.0000000000
60.0000000000 10511.0000000000
59.0000000000 10545.0000000000
58.0000000000 10565.0000000000
57.0000000000 10605.0000000000
50.0000000000 10941.0000000000
51.0000000000 10937.0000000000
49.0000000000 10983.0000000000
48.0000000000 10998.0000000000
47.0000000000 11046.0000000000
52.0000000000 10811.0000000000
55.0000000000 10680.0000000000
56.0000000000 10639.0000000000
69.0000000000 10176.0000000000
68.0000000000 10194.0000000000
72.0000000000 10093.0000000000
73.0000000000 10029.0000000000
78.0000000000 9872.0000000000
80.0000000000 9812.0000000000
91.0000000000 9523.0000000000
92.0000000000 9500.0000000000
94.0000000000 9458.0000000000
96.0000000000 9418.0000000000
98.0000000000 9379.0000000000
100.0000000000 9342.0000000000
103.0000000000 9288.0000000000
106.0000000000 9235.0000000000
112.0000000000 9133.0000000000
118.0000000000 9036.0000000000
126.0000000000 8939.0000000000
127.0000000000 8905.0000000000
129.0000000000 8871.0000000000
144.0000000000 8668.0000000000
147.0000000000 8631.0000000000
156.0000000000 8523.0000000000
168.0000000000 8391.0000000000
255.0000000000 7693.0000000000
252.0000000000 7711.0000000000
250.0000000000 7722.0000000000
212.0000000000 7987.0000000000
194.0000000000 8149.0000000000
192.0000000000 8168.0000000000
186.0000000000 8217.0000000000
187.0000000000 8208.0000000000
190.0000000000 8173.0000000000
210.0000000000 8000.0000000000
216.0000000000 7956.0000000000
247.0000000000 7741.0000000000
249.0000000000 7728.0000000000
