========= Estatisticas ========= 
Semente utilizada : 8970530
Quantidade de arestas removidas: 389326
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 125.84
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 85.7
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 59.46
Quantidade de solucoes não dominadas que o PR encontrou = 8
Quantiade de avalicoes da funcao objetivo = 983589
Tempo FINAL(s) =  271
Resultado : 
0 34686
5 34448
8 34347
10 34276
16 34098
23 33915
38 33590
46 33438
58 33227
64 33115
82 32838
84 32809
120 32333
132 32181
155 31927
160 31907
172 31803
189 31585
192 31556
264 30971
273 30863
296 30722
314 30575
316 30573
346 30379
395 30107
435 29912
473 29786
496 29673
517 29566
543 29469
583 29323
633 29142
660 29110
715 28942
898 28523
907 28444
1016 28292
1233 27951
1257 27932
1407 27651
1463 27554
1711 27315
1725 27280
1841 27230
1891 27156
1943 27066
2642 26597
2728 26490
2756 26474
2893 26391
3308 26238
3608 26223
3683 26045
3832 26011
4158 25762
4190 25748
5412 25389
6568 24925
6743 24740
7147 24593
7222 24566
7877 24333
7914 24320
7946 24314
7950 24311
8074 24264
8267 24197
8412 24147
8482 24123
8999 24036
10535 23961
10902 23534
10931 23452
11724 23043
11810 23015
11930 22976
12226 22880
12702 22726
13353 22516
13416 22500
13423 22498
13773 22381
13826 22364
14601 22116
14673 22093
14814 22048
15892 21705
16018 21665
16055 21664
16083 21648
16264 21587
16397 21547
16469 21522
16649 21465
16938 21421
17713 21129
17786 21106
17929 21067
17948 21055
18438 20901
18996 20726
19358 20614
19940 20517
20285 20370
20436 20276
20667 20204
20972 20109
21294 20083
22368 19805
22644 19756
23135 19502
23591 19367
23794 19303
24044 19223
24164 19189
24391 19148
24437 19115
25206 18846
25681 18712
25921 18648
26051 18602
26670 18504
26977 18346
27015 18322
27087 18295
27547 18219
27580 18132
27607 18120
28294 17957
28585 17854
28917 17749
29085 17671
29120 17657
29124 17653
29367 17576
29715 17465
30104 17383
30164 17324
30654 17200
30739 17198
31154 17084
31187 17072
31450 16956
31745 16875
31930 16825
31993 16807
32041 16781
32057 16767
32101 16747
33796 16249
33828 16243
33947 16203
33969 16187
34098 16164
34250 16118
34259 16097
34549 16011
34557 16009
34574 16005
34575 16004
34588 15944
34700 15893
34972 15886
35314 15781
35723 15658
36259 15502
36312 15483
36318 15479
36358 15469
37481 15142
37534 15117
37767 15042
37917 15008
37927 15005
38019 14990
38029 14987
38030 14968
38116 14942
38434 14884
38462 14836
38728 14789
38816 14759
39126 14645
40281 14295
40468 14286
40584 14228
40618 14198
40828 14148
40940 14077
41377 13995
41502 13945
41708 13879
41968 13822
42445 13675
42555 13657
42751 13544
42955 13514
43344 13432
43364 13424
43497 13385
43533 13298
44053 13216
45144 12898
45316 12817
45334 12806
45479 12728
45485 12723
45623 12676
45982 12658
46213 12638
46811 12367
47484 12196
47550 12133
48138 11850
48936 11612
49280 11573
49641 11402
50313 11202
50596 11192
51085 11051
51497 10850
51559 10835
51625 10812
52378 10760
52497 10691
52785 10469
53029 10396
53597 10228
54069 10203
54404 10040
54785 9877
55666 9856
55700 9607
56090 9492
56194 9466
56280 9436
57834 9069
58578 9065
58703 8952
58779 8706
58867 8679
58881 8671
59106 8605
59978 8544
60208 8282
61192 7994
61582 7880
61938 7776
63786 7237
64168 7129
64197 7118
64260 7099
64810 6939
65240 6814
66480 6454
66825 6354
67471 6167
68101 5985
68812 5780
69010 5723
69090 5700
69184 5673
72532 4777
72838 4629
72871 4623
72879 4621
72896 4613
72919 4606
73159 4538
73265 4508
73541 4430
74400 4188
74457 4172
75157 3976
75243 3952
76035 3732
76082 3719
76517 3599
76677 3555
76728 3541
78390 3089
78866 2962
79119 2895
79427 2814
79657 2754
79990 2668
80634 2580
80728 2490
81146 2482
81564 2374
81618 2261
81647 2254
82653 2020
83450 1848
84723 1617
85158 1555
85416 1525
85550 1509
85622 1503
