========= Estatisticas ========= 
Semente utilizada : 1013846
Quantidade de arestas removidas: 496782
Quantidade de arestas obrigatorias = 149
Tempo PreProcessamento (s) = 40.41
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  193
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 71
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 11.62
Quantidade de solucoes não dominadas que o PR encontrou = 7
Quantiade de avalicoes da funcao objetivo = 301547
Tempo FINAL(s) =  123.03
Resultado : 
0 10029
1 9968
2 9921
3 9875
4 9835
5 9796
6 9761
7 9720
8 9683
10 9611
11 9577
12 9544
13 9514
16 9427
17 9399
18 9373
19 9345
20 9325
24 9215
25 9190
30 9073
35 8950
37 8904
42 8794
45 8731
50 8642
53 8571
58 8476
69 8278
71 8243
86 7988
88 7958
96 7828
110 7618
119 7496
127 7380
150 7081
154 7031
162 6952
167 6875
180 6745
185 6659
189 6613
214 6338
218 6296
244 6036
248 5998
250 5979
278 5908
285 5664
288 5638
294 5587
309 5586
310 5578
319 5577
333 5275
343 5200
346 5178
360 5081
372 4999
385 4905
393 4853
416 4715
426 4714
439 4585
440 4571
462 4450
466 4429
481 4355
500 4293
502 4253
515 4184
529 4131
545 4049
551 4023
564 4005
578 3932
586 3883
611 3802
636 3683
638 3675
644 3653
665 3583
681 3568
687 3557
692 3485
716 3405
720 3392
732 3375
744 3326
753 3323
770 3316
773 3237
783 3208
784 3200
804 3180
806 3143
808 3134
814 3118
817 3101
828 3068
836 3046
854 2998
865 2972
876 2959
904 2873
910 2866
913 2860
920 2859
938 2803
940 2789
951 2778
952 2762
958 2750
966 2743
995 2705
997 2703
1009 2648
1023 2639
1026 2636
1031 2630
1036 2618
1041 2602
1042 2597
1046 2588
1049 2568
1054 2567
1055 2557
1063 2554
1067 2538
1078 2520
1083 2510
1086 2507
1099 2498
1103 2478
1104 2471
1109 2455
1116 2444
1121 2432
1126 2423
1129 2408
1153 2377
1155 2361
1163 2347
1184 2324
1186 2316
1191 2308
1197 2296
1203 2292
1206 2282
1214 2272
1219 2260
1225 2258
1226 2242
1231 2234
1246 2214
1254 2202
1263 2196
1270 2191
1274 2170
1281 2166
1282 2162
1286 2157
1297 2135
1302 2128
1320 2121
1325 2103
1348 2067
1353 2060
1373 2035
1381 2029
1389 2027
1407 2012
1408 1993
1420 1981
1456 1970
1472 1929
1496 1912
1499 1909
1500 1904
1501 1903
1512 1899
1514 1891
1538 1864
1548 1860
1552 1849
1554 1847
1581 1827
1606 1800
1614 1788
1628 1783
1652 1774
1681 1765
1686 1728
1690 1715
1699 1702
1707 1695
1725 1680
1731 1675
1737 1672
1761 1651
1784 1637
1788 1631
1797 1624
1840 1598
1853 1582
1857 1579
1864 1574
1880 1570
1891 1556
1911 1549
1918 1539
1948 1524
1954 1516
1957 1512
1990 1511
1992 1491
2030 1472
2041 1463
2050 1458
2081 1443
2092 1441
2147 1435
2151 1432
2152 1418
2158 1404
2164 1401
2222 1372
2236 1366
2289 1353
2290 1339
2300 1333
2311 1328
2320 1324
2362 1306
2394 1294
2455 1291
2459 1277
2467 1266
2472 1262
2496 1253
2539 1243
2588 1223
2607 1221
2623 1215
2648 1204
2662 1198
2715 1180
2745 1171
2816 1153
2829 1147
2862 1138
2919 1125
2960 1117
2974 1111
3067 1108
3068 1087
3118 1074
3152 1068
3157 1065
3247 1045
3261 1042
3326 1029
3332 1028
3343 1026
3376 1019
3409 1013
3438 1010
3511 996
3607 980
3620 978
3637 976
3732 969
3742 966
3746 960
3851 945
3881 941
3963 931
3981 930
4056 927
4065 918
4173 906
4212 903
4274 902
4283 895
4334 891
4426 882
4474 879
4486 877
4558 871
4623 866
4650 864
4679 862
4706 860
4751 857
4783 855
4819 853
4838 852
4861 851
4885 850
