========= Estatisticas ========= 
Semente utilizada : 9983683
RESULTADO AO FIM DE 1H
Tempo(s) Final = 3600.00
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 686
Quantidade de vezes em que a BL foi executada: 686
Quantidade de vezes em que o PR foi executado: 1437
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 288
Quantidade de solucoes que a BL adicionou ao arquivo global: 5284
Quantidade de solucoes que o PR adicionou ao arquivo global: 33759
Quantidade de avaliacoes da funcao objetivo: 5305388
Pareto aproximativo: 
1514.0000000000 22421.0000000000
1512.0000000000 22453.0000000000
1510.0000000000 22512.0000000000
1508.0000000000 22566.0000000000
1509.0000000000 22556.0000000000
1507.0000000000 22599.0000000000
1506.0000000000 22628.0000000000
1497.0000000000 23475.0000000000
1501.0000000000 23452.0000000000
1491.0000000000 23548.0000000000
1492.0000000000 23512.0000000000
1493.0000000000 23510.0000000000
1490.0000000000 23577.0000000000
1473.0000000000 24275.0000000000
1472.0000000000 24306.0000000000
1471.0000000000 24336.0000000000
1470.0000000000 24355.0000000000
1469.0000000000 24392.0000000000
1430.0000000000 25454.0000000000
1434.0000000000 25433.0000000000
1446.0000000000 25432.0000000000
1433.0000000000 25450.0000000000
1425.0000000000 26012.0000000000
1412.0000000000 26889.0000000000
1375.0000000000 27795.0000000000
1379.0000000000 27792.0000000000
1372.0000000000 27901.0000000000
1371.0000000000 27932.0000000000
1408.0000000000 26928.0000000000
1407.0000000000 26933.0000000000
1392.0000000000 26946.0000000000
1421.0000000000 26021.0000000000
1413.0000000000 26023.0000000000
1426.0000000000 25480.0000000000
1468.0000000000 24429.0000000000
1463.0000000000 24431.0000000000
1462.0000000000 24435.0000000000
1452.0000000000 24461.0000000000
1482.0000000000 23611.0000000000
1475.0000000000 23625.0000000000
1503.0000000000 22657.0000000000
1548.0000000000 22204.0000000000
1516.0000000000 22229.0000000000
1557.0000000000 21295.0000000000
1559.0000000000 21168.0000000000
1560.0000000000 21109.0000000000
1561.0000000000 21063.0000000000
1562.0000000000 20919.0000000000
1563.0000000000 20788.0000000000
1626.0000000000 20374.0000000000
1577.0000000000 20385.0000000000
1629.0000000000 19950.0000000000
1628.0000000000 19953.0000000000
1642.0000000000 18699.0000000000
1660.0000000000 18468.0000000000
1652.0000000000 18471.0000000000
1691.0000000000 18042.0000000000
1678.0000000000 18052.0000000000
1671.0000000000 18054.0000000000
1746.0000000000 17586.0000000000
1743.0000000000 17588.0000000000
1728.0000000000 17590.0000000000
1693.0000000000 17591.0000000000
1748.0000000000 16548.0000000000
1752.0000000000 16478.0000000000
1761.0000000000 16368.0000000000
1762.0000000000 16308.0000000000
1764.0000000000 16289.0000000000
1766.0000000000 16242.0000000000
1780.0000000000 16149.0000000000
1782.0000000000 16075.0000000000
1783.0000000000 16033.0000000000
1785.0000000000 15962.0000000000
1786.0000000000 15923.0000000000
1861.0000000000 14923.0000000000
1862.0000000000 14829.0000000000
1883.0000000000 14730.0000000000
1881.0000000000 14733.0000000000
1868.0000000000 14748.0000000000
1884.0000000000 14688.0000000000
1886.0000000000 14626.0000000000
1887.0000000000 14556.0000000000
1889.0000000000 14475.0000000000
1948.0000000000 14234.0000000000
1908.0000000000 14237.0000000000
1975.0000000000 13659.0000000000
1957.0000000000 13660.0000000000
2084.0000000000 12911.0000000000
2082.0000000000 12971.0000000000
2081.0000000000 12999.0000000000
2083.0000000000 12919.0000000000
2085.0000000000 12881.0000000000
2087.0000000000 12870.0000000000
2036.0000000000 13084.0000000000
2014.0000000000 13092.0000000000
2009.0000000000 13093.0000000000
2143.0000000000 12162.0000000000
2144.0000000000 12150.0000000000
2145.0000000000 12109.0000000000
2146.0000000000 12014.0000000000
2149.0000000000 11866.0000000000
2168.0000000000 11764.0000000000
2161.0000000000 11774.0000000000
2171.0000000000 11699.0000000000
2180.0000000000 11633.0000000000
2258.0000000000 11104.0000000000
2269.0000000000 11066.0000000000
2270.0000000000 11028.0000000000
2274.0000000000 11003.0000000000
2332.0000000000 10947.0000000000
2334.0000000000 10885.0000000000
2336.0000000000 10798.0000000000
2337.0000000000 10780.0000000000
2360.0000000000 10528.0000000000
2372.0000000000 10478.0000000000
2362.0000000000 10482.0000000000
2409.0000000000 10294.0000000000
2403.0000000000 10300.0000000000
2401.0000000000 10303.0000000000
2392.0000000000 10317.0000000000
2415.0000000000 10194.0000000000
2499.0000000000 9998.0000000000
2501.0000000000 9971.0000000000
2506.0000000000 9771.0000000000
2510.0000000000 9715.0000000000
2520.0000000000 9667.0000000000
2536.0000000000 9591.0000000000
2571.0000000000 9443.0000000000
2573.0000000000 9419.0000000000
2579.0000000000 9404.0000000000
2580.0000000000 9387.0000000000
2637.0000000000 9278.0000000000
2604.0000000000 9279.0000000000
2731.0000000000 8805.0000000000
2719.0000000000 9000.0000000000
2723.0000000000 8956.0000000000
2724.0000000000 8907.0000000000
2726.0000000000 8895.0000000000
2753.0000000000 8674.0000000000
2769.0000000000 8614.0000000000
2783.0000000000 8569.0000000000
2781.0000000000 8570.0000000000
2786.0000000000 8552.0000000000
2878.0000000000 8263.0000000000
2879.0000000000 8231.0000000000
2904.0000000000 8166.0000000000
2907.0000000000 8140.0000000000
2917.0000000000 8121.0000000000
2912.0000000000 8124.0000000000
2930.0000000000 8089.0000000000
2920.0000000000 8099.0000000000
3063.0000000000 8012.0000000000
3065.0000000000 7898.0000000000
3066.0000000000 7785.0000000000
3067.0000000000 7739.0000000000
3189.0000000000 7346.0000000000
3201.0000000000 7345.0000000000
3180.0000000000 7349.0000000000
3323.0000000000 7055.0000000000
3299.0000000000 7081.0000000000
3300.0000000000 7080.0000000000
3289.0000000000 7083.0000000000
3337.0000000000 6975.0000000000
3347.0000000000 6953.0000000000
3506.0000000000 6748.0000000000
3636.0000000000 6434.0000000000
3632.0000000000 6441.0000000000
3610.0000000000 6448.0000000000
3658.0000000000 6407.0000000000
3663.0000000000 6367.0000000000
3672.0000000000 6345.0000000000
3735.0000000000 6247.0000000000
3730.0000000000 6279.0000000000
3732.0000000000 6249.0000000000
3824.0000000000 6135.0000000000
4015.0000000000 5852.0000000000
4118.0000000000 5773.0000000000
4122.0000000000 5735.0000000000
4119.0000000000 5772.0000000000
4123.0000000000 5720.0000000000
4191.0000000000 5663.0000000000
4171.0000000000 5664.0000000000
4357.0000000000 5548.0000000000
4270.0000000000 5555.0000000000
4264.0000000000 5559.0000000000
5553.0000000000 4459.0000000000
5554.0000000000 4445.0000000000
5590.0000000000 4234.0000000000
5601.0000000000 4224.0000000000
5611.0000000000 4215.0000000000
5620.0000000000 4207.0000000000
5484.0000000000 4916.0000000000
5454.0000000000 4917.0000000000
5340.0000000000 4922.0000000000
5222.0000000000 4928.0000000000
5173.0000000000 4929.0000000000
5090.0000000000 4932.0000000000
5027.0000000000 4934.0000000000
4974.0000000000 4936.0000000000
6179.0000000000 3851.0000000000
6064.0000000000 3860.0000000000
6065.0000000000 3856.0000000000
6204.0000000000 3802.0000000000
6402.0000000000 3641.0000000000
6570.0000000000 3548.0000000000
6564.0000000000 3567.0000000000
6571.0000000000 3546.0000000000
6769.0000000000 3447.0000000000
7303.0000000000 3220.0000000000
7271.0000000000 3224.0000000000
7252.0000000000 3225.0000000000
7245.0000000000 3227.0000000000
7430.0000000000 3153.0000000000
7469.0000000000 3138.0000000000
7596.0000000000 3127.0000000000
7557.0000000000 3129.0000000000
7490.0000000000 3130.0000000000
8133.0000000000 2910.0000000000
8452.0000000000 2847.0000000000
8458.0000000000 2815.0000000000
8956.0000000000 2743.0000000000
8852.0000000000 2745.0000000000
8761.0000000000 2748.0000000000
8711.0000000000 2749.0000000000
8692.0000000000 2752.0000000000
9522.0000000000 2559.0000000000
9918.0000000000 2480.0000000000
10098.0000000000 2456.0000000000
10030.0000000000 2459.0000000000
10320.0000000000 2415.0000000000
10269.0000000000 2416.0000000000
10717.0000000000 2342.0000000000
10817.0000000000 2341.0000000000
11219.0000000000 2268.0000000000
11226.0000000000 2267.0000000000
11292.0000000000 2258.0000000000
11367.0000000000 2248.0000000000
11390.0000000000 2245.0000000000
11798.0000000000 2194.0000000000
11890.0000000000 2183.0000000000
13068.0000000000 2087.0000000000
12928.0000000000 2088.0000000000
12841.0000000000 2090.0000000000
12729.0000000000 2091.0000000000
13199.0000000000 2044.0000000000
13230.0000000000 2041.0000000000
13251.0000000000 2039.0000000000
13493.0000000000 2017.0000000000
13527.0000000000 2014.0000000000
13758.0000000000 1994.0000000000
14010.0000000000 1973.0000000000
14236.0000000000 1955.0000000000
14652.0000000000 1923.0000000000
14922.0000000000 1903.0000000000
15432.0000000000 1867.0000000000
15876.0000000000 1843.0000000000
15766.0000000000 1845.0000000000
16288.0000000000 1815.0000000000
16245.0000000000 1816.0000000000
16216.0000000000 1817.0000000000
16556.0000000000 1797.0000000000
16661.0000000000 1791.0000000000
16823.0000000000 1782.0000000000
16990.0000000000 1773.0000000000
17276.0000000000 1758.0000000000
17456.0000000000 1749.0000000000
17538.0000000000 1745.0000000000
18186.0000000000 1723.0000000000
18110.0000000000 1724.0000000000
18044.0000000000 1726.0000000000
17918.0000000000 1727.0000000000
18204.0000000000 1714.0000000000
18617.0000000000 1696.0000000000
18758.0000000000 1690.0000000000
19216.0000000000 1671.0000000000
19995.0000000000 1640.0000000000
20282.0000000000 1629.0000000000
21296.0000000000 1616.0000000000
21297.0000000000 1592.0000000000
21933.0000000000 1570.0000000000
22291.0000000000 1558.0000000000
23015.0000000000 1535.0000000000
23179.0000000000 1530.0000000000
24114.0000000000 1503.0000000000
24842.0000000000 1483.0000000000
25778.0000000000 1459.0000000000
26317.0000000000 1446.0000000000
27237.0000000000 1425.0000000000
28457.0000000000 1399.0000000000
29764.0000000000 1373.0000000000
32232.0000000000 1328.0000000000
33964.0000000000 1299.0000000000
36000.0000000000 1268.0000000000
38678.0000000000 1231.0000000000
42114.0000000000 1189.0000000000
45905.0000000000 1148.0000000000
51036.0000000000 1114.0000000000
51038.0000000000 1100.0000000000
54073.0000000000 1076.0000000000
54502.0000000000 1073.0000000000
