========= Estatisticas ========= 
Semente utilizada : 3844604
RESULTADO AO FIM DE 1H
Tempo(s) Final = 3600.00
Quantidade de soluçoes encontradas = 299
Quantidade de vezes em que o contrutivo foi executada: 686
Quantidade de vezes em que a BL foi executada: 686
Quantidade de vezes em que o PR foi executado: 1538
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 288
Quantidade de solucoes que a BL adicionou ao arquivo global: 5211
Quantidade de solucoes que o PR adicionou ao arquivo global: 20239
Quantidade de avaliacoes da funcao objetivo: 5330694
Pareto aproximativo: 
1476.0000000000 23606.0000000000
1480.0000000000 23583.0000000000
1489.0000000000 23570.0000000000
1464.0000000000 24282.0000000000
1463.0000000000 24309.0000000000
1462.0000000000 24341.0000000000
1461.0000000000 24377.0000000000
1460.0000000000 24406.0000000000
1459.0000000000 24420.0000000000
1458.0000000000 24457.0000000000
1451.0000000000 25235.0000000000
1397.0000000000 26922.0000000000
1395.0000000000 26943.0000000000
1392.0000000000 26946.0000000000
1424.0000000000 26020.0000000000
1413.0000000000 26023.0000000000
1438.0000000000 25432.0000000000
1437.0000000000 25436.0000000000
1430.0000000000 25464.0000000000
1428.0000000000 25469.0000000000
1426.0000000000 25480.0000000000
1452.0000000000 24461.0000000000
1475.0000000000 23625.0000000000
1507.0000000000 22656.0000000000
1503.0000000000 22657.0000000000
1513.0000000000 22486.0000000000
1514.0000000000 22368.0000000000
1515.0000000000 22316.0000000000
1516.0000000000 22229.0000000000
1562.0000000000 21437.0000000000
1558.0000000000 21440.0000000000
1541.0000000000 21446.0000000000
1576.0000000000 20765.0000000000
1569.0000000000 20785.0000000000
1563.0000000000 20788.0000000000
1594.0000000000 20347.0000000000
1577.0000000000 20385.0000000000
1645.0000000000 19572.0000000000
1628.0000000000 19615.0000000000
1605.0000000000 19618.0000000000
1649.0000000000 19359.0000000000
1664.0000000000 18468.0000000000
1655.0000000000 18469.0000000000
1652.0000000000 18471.0000000000
1691.0000000000 18036.0000000000
1671.0000000000 18054.0000000000
1784.0000000000 17546.0000000000
1771.0000000000 17548.0000000000
1767.0000000000 17573.0000000000
1693.0000000000 17591.0000000000
1786.0000000000 15923.0000000000
1800.0000000000 15855.0000000000
1790.0000000000 15861.0000000000
1887.0000000000 15552.0000000000
1886.0000000000 15562.0000000000
1882.0000000000 15564.0000000000
1876.0000000000 15568.0000000000
1854.0000000000 15572.0000000000
1809.0000000000 15576.0000000000
1888.0000000000 14567.0000000000
1889.0000000000 14475.0000000000
1918.0000000000 14231.0000000000
1908.0000000000 14237.0000000000
1950.0000000000 13892.0000000000
1948.0000000000 13898.0000000000
1942.0000000000 13908.0000000000
1940.0000000000 13909.0000000000
1935.0000000000 13913.0000000000
1952.0000000000 13788.0000000000
1953.0000000000 13731.0000000000
1954.0000000000 13694.0000000000
1995.0000000000 13462.0000000000
1996.0000000000 13343.0000000000
1998.0000000000 13305.0000000000
