========= Estatisticas ========= 
Semente utilizada : 8796358
RESULTADO AO FIM DE 1H
Tempo(s) Final = 3600.00
Quantidade de soluçoes encontradas = 295
Quantidade de vezes em que o contrutivo foi executada: 686
Quantidade de vezes em que a BL foi executada: 686
Quantidade de vezes em que o PR foi executado: 1555
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 286
Quantidade de solucoes que a BL adicionou ao arquivo global: 5165
Quantidade de solucoes que o PR adicionou ao arquivo global: 17539
Quantidade de avaliacoes da funcao objetivo: 5258451
Pareto aproximativo: 
1629.0000000000 19300.0000000000
1634.0000000000 19272.0000000000
1637.0000000000 19268.0000000000
1627.0000000000 19332.0000000000
1628.0000000000 19312.0000000000
1574.0000000000 20751.0000000000
1575.0000000000 20746.0000000000
1576.0000000000 20733.0000000000
1551.0000000000 21376.0000000000
1549.0000000000 21408.0000000000
1537.0000000000 22377.0000000000
1536.0000000000 22416.0000000000
1540.0000000000 22281.0000000000
1539.0000000000 22315.0000000000
1538.0000000000 22343.0000000000
1472.0000000000 23890.0000000000
1486.0000000000 23585.0000000000
1481.0000000000 23623.0000000000
1470.0000000000 24424.0000000000
1471.0000000000 24398.0000000000
1434.0000000000 25474.0000000000
1437.0000000000 25410.0000000000
1435.0000000000 25429.0000000000
1433.0000000000 25478.0000000000
1400.0000000000 26943.0000000000
1406.0000000000 26750.0000000000
1405.0000000000 26751.0000000000
1404.0000000000 26767.0000000000
1403.0000000000 26811.0000000000
1402.0000000000 26856.0000000000
1401.0000000000 26899.0000000000
1388.0000000000 28166.0000000000
1387.0000000000 28234.0000000000
1391.0000000000 28019.0000000000
1390.0000000000 28067.0000000000
1389.0000000000 28115.0000000000
1392.0000000000 26946.0000000000
1425.0000000000 25971.0000000000
1422.0000000000 26017.0000000000
1413.0000000000 26023.0000000000
1426.0000000000 25480.0000000000
1469.0000000000 24459.0000000000
1462.0000000000 24460.0000000000
1452.0000000000 24461.0000000000
1473.0000000000 23854.0000000000
1474.0000000000 23707.0000000000
1475.0000000000 23625.0000000000
1503.0000000000 22657.0000000000
1541.0000000000 21446.0000000000
1573.0000000000 20773.0000000000
1563.0000000000 20788.0000000000
1611.0000000000 20378.0000000000
1596.0000000000 20382.0000000000
1577.0000000000 20385.0000000000
1638.0000000000 18793.0000000000
1640.0000000000 18779.0000000000
1642.0000000000 18699.0000000000
1726.0000000000 18448.0000000000
1721.0000000000 18465.0000000000
1720.0000000000 18466.0000000000
1652.0000000000 18471.0000000000
1738.0000000000 18359.0000000000
1728.0000000000 18385.0000000000
1744.0000000000 16783.0000000000
1747.0000000000 16669.0000000000
1748.0000000000 16548.0000000000
1849.0000000000 16401.0000000000
1847.0000000000 16407.0000000000
1845.0000000000 16426.0000000000
1789.0000000000 16437.0000000000
1779.0000000000 16462.0000000000
1752.0000000000 16478.0000000000
1850.0000000000 15154.0000000000
1851.0000000000 15029.0000000000
1852.0000000000 14980.0000000000
1853.0000000000 14952.0000000000
1862.0000000000 14829.0000000000
1885.0000000000 14735.0000000000
1886.0000000000 14714.0000000000
1883.0000000000 14738.0000000000
1868.0000000000 14748.0000000000
1922.0000000000 14457.0000000000
1905.0000000000 14465.0000000000
1889.0000000000 14475.0000000000
1935.0000000000 13913.0000000000
1998.0000000000 13443.0000000000
2332.0000000000 10681.0000000000
2333.0000000000 10673.0000000000
2336.0000000000 10661.0000000000
2335.0000000000 10663.0000000000
2083.0000000000 12928.0000000000
2076.0000000000 12934.0000000000
2090.0000000000 12916.0000000000
2089.0000000000 12918.0000000000
2070.0000000000 12996.0000000000
2065.0000000000 13026.0000000000
2069.0000000000 12999.0000000000
2072.0000000000 12973.0000000000
2095.0000000000 12298.0000000000
2141.0000000000 12124.0000000000
2142.0000000000 12112.0000000000
2144.0000000000 12084.0000000000
2161.0000000000 11774.0000000000
2180.0000000000 11633.0000000000
2216.0000000000 11426.0000000000
2217.0000000000 11414.0000000000
2231.0000000000 11351.0000000000
2219.0000000000 11360.0000000000
2232.0000000000 11283.0000000000
2302.0000000000 11247.0000000000
2234.0000000000 11260.0000000000
2334.0000000000 10667.0000000000
2331.0000000000 10799.0000000000
2339.0000000000 10613.0000000000
2362.0000000000 10482.0000000000
2390.0000000000 10423.0000000000
2498.0000000000 10103.0000000000
2497.0000000000 10109.0000000000
2430.0000000000 10159.0000000000
2499.0000000000 10097.0000000000
2431.0000000000 10110.0000000000
2507.0000000000 9831.0000000000
2518.0000000000 9688.0000000000
2520.0000000000 9667.0000000000
2536.0000000000 9591.0000000000
2604.0000000000 9279.0000000000
2625.0000000000 9188.0000000000
2638.0000000000 9138.0000000000
2641.0000000000 9120.0000000000
2651.0000000000 9078.0000000000
2725.0000000000 9002.0000000000
2728.0000000000 8863.0000000000
2729.0000000000 8771.0000000000
2730.0000000000 8764.0000000000
2733.0000000000 8750.0000000000
2786.0000000000 8552.0000000000
2840.0000000000 8472.0000000000
2841.0000000000 8466.0000000000
2905.0000000000 8196.0000000000
2916.0000000000 8118.0000000000
2912.0000000000 8124.0000000000
2922.0000000000 8095.0000000000
2919.0000000000 8112.0000000000
2920.0000000000 8099.0000000000
3054.0000000000 7970.0000000000
3055.0000000000 7946.0000000000
3077.0000000000 7642.0000000000
3072.0000000000 7643.0000000000
3110.0000000000 7536.0000000000
3163.0000000000 7430.0000000000
3180.0000000000 7349.0000000000
3231.0000000000 7302.0000000000
3233.0000000000 7292.0000000000
3240.0000000000 7218.0000000000
3235.0000000000 7233.0000000000
3237.0000000000 7222.0000000000
3337.0000000000 6975.0000000000
3347.0000000000 6953.0000000000
3507.0000000000 6744.0000000000
3493.0000000000 6746.0000000000
3461.0000000000 6748.0000000000
3456.0000000000 6754.0000000000
3446.0000000000 6755.0000000000
3520.0000000000 6607.0000000000
3557.0000000000 6540.0000000000
3610.0000000000 6448.0000000000
4066.0000000000 5825.0000000000
4057.0000000000 5836.0000000000
4040.0000000000 5849.0000000000
4015.0000000000 5852.0000000000
4061.0000000000 5828.0000000000
4116.0000000000 5729.0000000000
4123.0000000000 5720.0000000000
4202.0000000000 5662.0000000000
4171.0000000000 5664.0000000000
4264.0000000000 5559.0000000000
5554.0000000000 4354.0000000000
5540.0000000000 4580.0000000000
5533.0000000000 4676.0000000000
5531.0000000000 4679.0000000000
5590.0000000000 4234.0000000000
5262.0000000000 5092.0000000000
5192.0000000000 5096.0000000000
5045.0000000000 5097.0000000000
4979.0000000000 5100.0000000000
4934.0000000000 5102.0000000000
4810.0000000000 5103.0000000000
4759.0000000000 5107.0000000000
5850.0000000000 4039.0000000000
5859.0000000000 4025.0000000000
5862.0000000000 4005.0000000000
6065.0000000000 3856.0000000000
6200.0000000000 3840.0000000000
6397.0000000000 3663.0000000000
6414.0000000000 3634.0000000000
7090.0000000000 3298.0000000000
7091.0000000000 3292.0000000000
7168.0000000000 3259.0000000000
7644.0000000000 3076.0000000000
7637.0000000000 3077.0000000000
7629.0000000000 3078.0000000000
7706.0000000000 3050.0000000000
7734.0000000000 3040.0000000000
7972.0000000000 3010.0000000000
7976.0000000000 2999.0000000000
8340.0000000000 2859.0000000000
8297.0000000000 2861.0000000000
8736.0000000000 2747.0000000000
8692.0000000000 2752.0000000000
8975.0000000000 2709.0000000000
8990.0000000000 2680.0000000000
8976.0000000000 2681.0000000000
9652.0000000000 2558.0000000000
9522.0000000000 2559.0000000000
9884.0000000000 2508.0000000000
9897.0000000000 2484.0000000000
9918.0000000000 2480.0000000000
10401.0000000000 2413.0000000000
10348.0000000000 2414.0000000000
10269.0000000000 2416.0000000000
10623.0000000000 2389.0000000000
10641.0000000000 2354.0000000000
10717.0000000000 2342.0000000000
11798.0000000000 2194.0000000000
11890.0000000000 2183.0000000000
12138.0000000000 2156.0000000000
12112.0000000000 2157.0000000000
12319.0000000000 2134.0000000000
12356.0000000000 2130.0000000000
12384.0000000000 2127.0000000000
12590.0000000000 2124.0000000000
12593.0000000000 2105.0000000000
12729.0000000000 2091.0000000000
13527.0000000000 2014.0000000000
13755.0000000000 2002.0000000000
13758.0000000000 1994.0000000000
14010.0000000000 1973.0000000000
14534.0000000000 1951.0000000000
14460.0000000000 1953.0000000000
14361.0000000000 1954.0000000000
14236.0000000000 1955.0000000000
14652.0000000000 1923.0000000000
25026.0000000000 1481.0000000000
19424.0000000000 1667.0000000000
19402.0000000000 1668.0000000000
19359.0000000000 1669.0000000000
14922.0000000000 1903.0000000000
15258.0000000000 1879.0000000000
15432.0000000000 1867.0000000000
15642.0000000000 1853.0000000000
15766.0000000000 1845.0000000000
16133.0000000000 1822.0000000000
16216.0000000000 1817.0000000000
16556.0000000000 1797.0000000000
16661.0000000000 1791.0000000000
16823.0000000000 1782.0000000000
16990.0000000000 1773.0000000000
17276.0000000000 1758.0000000000
17456.0000000000 1749.0000000000
17538.0000000000 1745.0000000000
17918.0000000000 1727.0000000000
18204.0000000000 1714.0000000000
18617.0000000000 1696.0000000000
18758.0000000000 1690.0000000000
19330.0000000000 1670.0000000000
19216.0000000000 1671.0000000000
19993.0000000000 1660.0000000000
19995.0000000000 1640.0000000000
20282.0000000000 1629.0000000000
21297.0000000000 1592.0000000000
21933.0000000000 1570.0000000000
22291.0000000000 1558.0000000000
23015.0000000000 1535.0000000000
23179.0000000000 1530.0000000000
24114.0000000000 1503.0000000000
24953.0000000000 1482.0000000000
24842.0000000000 1483.0000000000
25778.0000000000 1459.0000000000
26317.0000000000 1446.0000000000
27237.0000000000 1425.0000000000
28457.0000000000 1399.0000000000
29703.0000000000 1377.0000000000
29764.0000000000 1373.0000000000
32232.0000000000 1328.0000000000
33964.0000000000 1299.0000000000
35999.0000000000 1289.0000000000
36000.0000000000 1268.0000000000
38652.0000000000 1257.0000000000
38678.0000000000 1231.0000000000
42099.0000000000 1208.0000000000
42114.0000000000 1189.0000000000
45905.0000000000 1148.0000000000
51038.0000000000 1100.0000000000
54073.0000000000 1076.0000000000
54502.0000000000 1073.0000000000
