========= Estatisticas ========= 
Semente utilizada : 5196171
RESULTADO AO FIM DE 1H
Tempo(s) Final = 3600.00
Quantidade de soluçoes encontradas = 298
Quantidade de vezes em que o contrutivo foi executada: 686
Quantidade de vezes em que a BL foi executada: 686
Quantidade de vezes em que o PR foi executado: 1676
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 292
Quantidade de solucoes que a BL adicionou ao arquivo global: 5112
Quantidade de solucoes que o PR adicionou ao arquivo global: 14467
Quantidade de avaliacoes da funcao objetivo: 5296227
Pareto aproximativo: 
1579.0000000000 21303.0000000000
1583.0000000000 21302.0000000000
1563.0000000000 21310.0000000000
1555.0000000000 21333.0000000000
1556.0000000000 21318.0000000000
1554.0000000000 21355.0000000000
1552.0000000000 21439.0000000000
1553.0000000000 21387.0000000000
1608.0000000000 21292.0000000000
1538.0000000000 22151.0000000000
1537.0000000000 22179.0000000000
1539.0000000000 22125.0000000000
1540.0000000000 22113.0000000000
1513.0000000000 22632.0000000000
1515.0000000000 22588.0000000000
1498.0000000000 23599.0000000000
1488.0000000000 23600.0000000000
1479.0000000000 23606.0000000000
1472.0000000000 24320.0000000000
1470.0000000000 24375.0000000000
1471.0000000000 24340.0000000000
1381.0000000000 27921.0000000000
1371.0000000000 27932.0000000000
1399.0000000000 26945.0000000000
1392.0000000000 26946.0000000000
1413.0000000000 26023.0000000000
1451.0000000000 25398.0000000000
1445.0000000000 25435.0000000000
1442.0000000000 25476.0000000000
1426.0000000000 25480.0000000000
1469.0000000000 24411.0000000000
1466.0000000000 24419.0000000000
1462.0000000000 24454.0000000000
1452.0000000000 24461.0000000000
1473.0000000000 23774.0000000000
1474.0000000000 23736.0000000000
1475.0000000000 23625.0000000000
1512.0000000000 22635.0000000000
1503.0000000000 22657.0000000000
1536.0000000000 22211.0000000000
1516.0000000000 22229.0000000000
1541.0000000000 21446.0000000000
1609.0000000000 21174.0000000000
1610.0000000000 21123.0000000000
1611.0000000000 21063.0000000000
1616.0000000000 19331.0000000000
1632.0000000000 19086.0000000000
1625.0000000000 19106.0000000000
1635.0000000000 19030.0000000000
1636.0000000000 18883.0000000000
1637.0000000000 18848.0000000000
1638.0000000000 18793.0000000000
1665.0000000000 18694.0000000000
1659.0000000000 18697.0000000000
1642.0000000000 18699.0000000000
1671.0000000000 18054.0000000000
1688.0000000000 17899.0000000000
1690.0000000000 17819.0000000000
1692.0000000000 17678.0000000000
1695.0000000000 17550.0000000000
1705.0000000000 17504.0000000000
1706.0000000000 17439.0000000000
1707.0000000000 17310.0000000000
1776.0000000000 16933.0000000000
1726.0000000000 16945.0000000000
1783.0000000000 16087.0000000000
1785.0000000000 15997.0000000000
1786.0000000000 15923.0000000000
1790.0000000000 15861.0000000000
1897.0000000000 15549.0000000000
1892.0000000000 15559.0000000000
1871.0000000000 15563.0000000000
1865.0000000000 15566.0000000000
