========= Estatisticas ========= 
Semente utilizada : 9486135
Quantidade de arestas removidas: 178121
Quantidade de arestas obrigatorias = 82
Tempo PreProcessamento (s) = 5.75
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  179
Quantidade de solucoes na primeira fase = 281
Tempo PrimeiraFase(s) = 35.79
Quantidade de solucoes na segunda fase = 284
Tempo SegundaFase(s) = 6.46
Quantidade de solucoes não dominadas que o PR encontrou = 3
Quantiade de avalicoes da funcao objetivo = 255946
Tempo FINAL(s) =  48
Resultado : 
1 8345
2 8284
3 8235
4 8187
5 8141
7 8051
8 8007
9 7964
10 7922
11 7884
12 7849
13 7815
15 7749
16 7717
18 7682
20 7593
23 7503
24 7474
25 7452
26 7418
30 7310
33 7232
34 7209
39 7082
45 6938
48 6869
51 6803
56 6698
59 6642
63 6558
65 6519
68 6507
71 6405
81 6367
82 6207
86 6137
91 6052
99 5934
103 5915
105 5857
106 5812
108 5781
117 5646
126 5521
131 5484
134 5408
136 5381
143 5322
150 5267
154 5147
156 5122
165 5084
166 5048
170 4957
174 4906
178 4860
187 4821
191 4726
196 4662
198 4641
201 4640
203 4629
204 4603
205 4600
216 4461
218 4442
219 4440
220 4423
227 4370
238 4261
240 4244
251 4157
257 4108
261 4078
263 4068
268 4062
269 4022
276 3973
279 3962
282 3934
285 3915
298 3837
303 3818
314 3784
315 3752
322 3748
327 3663
333 3631
336 3612
340 3599
346 3586
348 3556
349 3545
350 3538
352 3524
358 3492
365 3457
373 3419
380 3393
385 3365
387 3359
391 3332
393 3326
400 3282
406 3254
413 3228
419 3196
424 3173
427 3160
430 3148
455 3117
457 3113
458 3036
466 3012
467 3003
472 2980
487 2925
490 2924
502 2878
515 2827
521 2814
524 2797
530 2777
544 2753
557 2747
562 2682
565 2676
574 2653
586 2618
587 2617
589 2606
591 2594
599 2583
600 2581
601 2567
603 2560
608 2546
616 2524
628 2492
632 2488
639 2483
647 2454
648 2452
654 2439
656 2429
661 2425
664 2409
669 2408
670 2405
676 2392
680 2362
688 2344
691 2339
694 2330
698 2323
701 2313
706 2302
707 2300
710 2294
711 2292
718 2289
724 2288
725 2270
734 2267
737 2249
744 2230
749 2229
754 2218
759 2198
761 2192
769 2185
770 2174
776 2169
782 2155
785 2153
791 2142
795 2128
803 2108
808 2099
814 2091
816 2085
825 2070
834 2056
837 2050
844 2046
846 2040
858 2037
866 2011
871 2006
877 1991
888 1989
890 1981
897 1974
901 1971
905 1948
917 1942
919 1940
921 1936
932 1921
938 1904
947 1898
949 1897
953 1894
956 1880
963 1876
972 1860
980 1850
985 1844
993 1837
999 1831
1001 1828
1017 1825
1028 1801
1048 1794
1061 1768
1065 1764
1077 1758
1082 1750
1095 1735
1137 1728
1140 1689
1144 1686
1149 1681
1157 1674
1172 1662
1177 1658
1187 1650
1204 1642
1211 1636
1219 1626
1226 1621
1253 1603
1271 1591
1297 1578
1301 1571
1312 1564
1338 1549
1352 1540
1361 1535
1371 1530
1413 1511
1418 1510
1452 1495
1477 1477
1500 1466
1509 1461
1523 1455
1533 1451
1548 1445
1564 1439
1573 1436
1603 1430
1629 1421
1654 1417
1655 1411
1677 1409
1679 1401
1690 1397
1700 1394
1708 1392
1749 1380
1757 1379
1769 1375
1785 1371
1813 1364
1822 1362
1833 1361
1880 1351
1908 1345
1922 1342
1933 1340
1963 1336
1975 1333
1989 1332
1992 1331
2003 1329
2016 1328
2043 1324
2052 1323
2072 1321
2096 1319
2105 1318
2117 1317
2131 1316
