========= Estatisticas ========= 
Semente utilizada : 1242445
Quantidade de arestas removidas: 3907
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0.05
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  280
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 42
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 3.02
Quantidade de solucoes não dominadas que o PR encontrou = 12
Quantiade de avalicoes da funcao objetivo = 956429
Tempo FINAL(s) =  45.07
Resultado : 
84 7011
85 6972
86 6936
87 6901
88 6875
90 6845
91 6812
93 6789
95 6734
97 6696
99 6660
103 6593
104 6575
107 6527
110 6481
111 6466
113 6437
114 6423
119 6358
122 6322
128 6252
133 6196
136 6165
137 6160
143 6095
146 6067
155 5992
159 5961
161 5956
162 5938
174 5854
188 5789
191 5757
197 5729
199 5719
202 5706
213 5661
219 5638
247 5539
252 5522
260 5506
263 5491
266 5481
293 5408
317 5343
334 5303
341 5288
349 5270
356 5256
360 5248
364 5241
383 5213
384 5211
419 5152
443 5116
469 5082
482 5071
517 5034
539 5005
597 4944
617 4933
618 4918
638 4900
658 4876
680 4855
761 4783
781 4771
832 4726
846 4715
872 4695
907 4669
933 4650
946 4641
980 4624
1001 4617
1148 4556
1181 4501
1210 4478
1226 4470
1313 4397
1331 4384
1374 4357
1403 4339
1424 4326
1460 4304
1503 4295
1512 4285
1527 4279
1549 4274
1560 4264
1637 4198
1691 4166
1725 4146
1756 4142
1773 4132
1778 4115
1800 4103
1840 4079
1878 4057
1919 4052
1944 4019
1967 4006
2006 3984
2040 3980
2047 3961
2062 3956
2072 3947
2097 3935
2109 3928
2188 3916
2203 3898
2246 3860
2252 3847
2271 3846
2281 3831
2321 3809
2388 3798
2436 3769
2475 3743
2504 3720
2581 3696
2597 3683
2634 3639
2698 3634
2725 3605
2809 3579
2816 3564
2891 3526
2911 3521
2930 3492
2943 3490
2945 3482
2977 3457
3029 3441
3055 3427
3080 3413
3094 3407
3154 3396
3165 3368
3210 3366
3228 3353
3249 3344
3319 3301
3334 3296
3363 3284
3388 3250
3414 3239
3424 3224
3461 3206
3483 3204
3618 3145
3648 3120
3687 3119
3718 3095
3750 3091
3753 3082
3773 3056
3785 3054
3788 3053
3797 3050
3821 3040
3865 3018
3886 3012
3927 2984
3964 2959
4060 2929
4064 2914
4091 2900
4120 2885
4180 2867
4190 2864
4196 2834
4237 2825
4252 2820
4256 2812
4281 2792
4324 2785
4363 2784
4375 2771
4400 2759
4422 2752
4466 2731
4523 2706
4593 2652
4598 2632
4686 2611
4706 2604
4724 2597
4754 2578
4807 2542
4844 2532
4927 2503
4933 2499
4934 2483
4938 2461
4939 2457
4957 2446
5005 2445
5030 2410
5097 2407
5101 2375
5164 2344
5209 2327
5290 2303
5314 2284
5341 2283
5367 2268
5379 2265
5393 2245
5398 2244
5417 2235
5421 2218
5464 2197
5522 2175
5621 2146
5624 2119
5672 2116
5697 2110
5700 2082
5773 2057
5777 2052
5795 2036
5855 2007
5884 1993
5990 1942
6007 1941
6063 1907
6107 1886
6177 1875
6179 1865
6212 1836
6278 1814
6325 1786
6326 1782
6400 1747
6452 1729
6489 1705
6542 1680
6608 1649
6645 1640
6704 1604
6719 1597
6777 1570
6848 1537
6875 1532
6904 1511
6931 1509
6945 1492
6971 1486
6984 1474
7049 1456
7060 1439
7123 1410
7173 1387
7234 1359
7306 1326
7341 1310
7385 1290
7454 1263
7469 1252
7534 1224
7589 1198
7638 1176
7703 1147
7775 1115
7800 1112
7805 1102
7816 1097
7876 1071
7920 1052
7976 1028
8009 1014
8092 979
8116 969
8189 939
8211 930
8275 904
8314 902
8330 882
8368 867
8390 864
8401 854
8476 825
8519 809
8544 800
8558 795
8575 789
8598 781
8663 759
8714 743
8727 739
8817 715
8820 712
8867 700
8912 690
8935 683
8999 672
9026 664
9072 659
9111 656
