========= Estatisticas ========= 
Semente utilizada : 4398337
Quantidade de arestas removidas: 3907
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0.05
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  286
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 41.79
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 3.16
Quantidade de solucoes não dominadas que o PR encontrou = 12
Quantiade de avalicoes da funcao objetivo = 895744
Tempo FINAL(s) =  45
Resultado : 
84 7011
85 6972
86 6936
87 6901
88 6875
89 6852
91 6812
93 6780
95 6734
97 6696
99 6660
104 6575
106 6552
107 6527
110 6481
111 6466
113 6437
114 6423
122 6322
126 6285
127 6279
128 6252
131 6218
132 6207
133 6196
136 6165
143 6095
146 6067
150 6032
155 5992
159 5961
162 5938
166 5927
174 5854
177 5841
180 5826
182 5808
190 5763
205 5703
213 5661
220 5634
239 5571
240 5563
247 5539
252 5522
272 5479
290 5413
291 5410
317 5343
330 5315
338 5300
358 5253
360 5248
364 5241
368 5236
405 5181
423 5148
443 5116
455 5111
469 5082
519 5022
566 4974
573 4962
628 4943
640 4939
645 4892
651 4888
658 4876
680 4855
702 4839
761 4783
767 4781
772 4774
846 4715
913 4666
933 4650
958 4646
1010 4618
1053 4569
1059 4562
1145 4513
1184 4500
1290 4452
1306 4442
1331 4384
1374 4357
1424 4326
1487 4302
1499 4293
1517 4281
1532 4276
1534 4270
1568 4269
1580 4238
1613 4214
1624 4211
1675 4199
1680 4183
1776 4128
1821 4117
1840 4079
1878 4057
1915 4054
1944 4019
1967 4006
2006 3984
2047 3961
2072 3947
2086 3942
2124 3918
2179 3909
2214 3868
2252 3847
2281 3831
2300 3830
2321 3809
2463 3798
2479 3787
2482 3757
2484 3746
2516 3727
2590 3680
2634 3639
2681 3638
2710 3607
2757 3599
2832 3560
2844 3539
2888 3528
2942 3496
2945 3482
2977 3457
3059 3434
3071 3424
3091 3415
3120 3388
3175 3376
3178 3361
3248 3348
3255 3336
3264 3332
3277 3330
3350 3279
3365 3273
3389 3244
3419 3242
3424 3224
3454 3220
3455 3219
3637 3160
3711 3094
3737 3089
3738 3085
3763 3073
3764 3065
3773 3061
3774 3058
3775 3056
3785 3055
3788 3054
3790 3053
3836 3038
3886 3012
3908 2996
3963 2964
3986 2955
4044 2932
4061 2922
4063 2918
4068 2915
4077 2908
4148 2878
4172 2871
4199 2843
4237 2829
4246 2827
4264 2817
4266 2815
4284 2810
4392 2752
4430 2738
4470 2725
4489 2703
4502 2700
4578 2681
4589 2648
4611 2646
4613 2638
4622 2635
4627 2631
4629 2625
4762 2571
4777 2567
4814 2562
4859 2541
4911 2495
4926 2492
4936 2472
4950 2465
4954 2459
4995 2454
5019 2436
5030 2410
5050 2407
5069 2396
5095 2387
5183 2365
5215 2358
5240 2320
5266 2313
5335 2283
5382 2278
5401 2260
5413 2229
5421 2218
5464 2197
5523 2194
5546 2157
5615 2155
5624 2119
5700 2082
5733 2066
5764 2055
5788 2054
5795 2036
5855 2007
5884 1993
5938 1967
5990 1942
6063 1907
6107 1886
6169 1865
6212 1836
6222 1835
6242 1834
6260 1827
6326 1782
6387 1773
6400 1747
6489 1705
6542 1680
6608 1649
6640 1644
6704 1604
6719 1597
6777 1570
6848 1537
6904 1511
6945 1492
6964 1489
6984 1474
7060 1439
7098 1430
7123 1410
7173 1387
7234 1359
7306 1326
7341 1310
7385 1290
7468 1256
7469 1252
7544 1242
7554 1223
7589 1198
7638 1176
7703 1147
7775 1115
7816 1097
7876 1071
7920 1052
7976 1028
8009 1014
8092 979
8116 969
8169 954
8189 939
8211 930
8265 927
8330 882
8368 867
8385 864
8401 854
8465 844
8476 825
8519 809
8544 800
8575 789
8598 781
8657 766
8714 743
8798 723
8849 704
8861 702
8864 701
8935 683
9021 665
9026 664
9072 659
9098 657
9141 654
