========= Estatisticas ========= 
Semente utilizada : 4203173
Quantidade de arestas removidas: 42628
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 1.59
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 38
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 7.34
Quantidade de solucoes não dominadas que o PR encontrou = 3
Quantiade de avalicoes da funcao objetivo = 560805
Tempo FINAL(s) =  46.93
Resultado : 
19 12477
20 12390
21 12305
22 12226
24 12076
25 12004
26 11934
27 11865
28 11798
29 11732
32 11543
34 11421
36 11301
37 11245
39 11135
40 11082
42 10981
43 10929
45 10829
47 10733
50 10592
52 10500
54 10412
56 10327
58 10245
60 10168
64 10022
65 9987
66 9953
70 9821
75 9661
77 9598
79 9536
82 9446
84 9388
90 9220
92 9165
98 9003
100 8950
103 8880
105 8820
111 8676
115 8584
116 8562
120 8478
124 8400
131 8267
133 8230
137 8157
142 8067
144 8032
147 7981
150 7931
152 7898
156 7832
160 7768
175 7544
182 7451
188 7379
192 7308
196 7301
200 7251
212 7050
214 7033
217 6996
224 6906
230 6837
235 6790
249 6628
253 6592
257 6544
274 6378
280 6324
284 6289
288 6262
290 6238
299 6163
309 6084
317 6021
321 5992
332 5921
355 5760
375 5650
383 5597
395 5531
410 5454
424 5395
426 5390
445 5283
464 5197
479 5136
504 5038
533 4924
552 4857
585 4763
601 4724
634 4614
693 4491
712 4415
732 4376
774 4359
776 4292
777 4278
791 4246
795 4236
809 4210
956 3999
1033 3989
1034 3976
1055 3974
1078 3967
1119 3873
1155 3810
1250 3731
1267 3709
1326 3611
1435 3539
1487 3512
1489 3507
1491 3497
1525 3482
1595 3434
1661 3400
1692 3396
1793 3327
1830 3311
2002 3241
2112 3188
2144 3183
2234 3166
2280 3142
2408 3128
2533 3073
2795 3000
3004 2981
3025 2965
3058 2956
3122 2946
3248 2906
3373 2895
3398 2869
3546 2829
3604 2821
3684 2813
3753 2797
3759 2790
3778 2789
3874 2768
4037 2750
4375 2694
4515 2680
4759 2641
4781 2632
4790 2631
4824 2630
4922 2615
4983 2600
5254 2561
5330 2544
5603 2512
5622 2495
5724 2482
5740 2478
5829 2463
5971 2443
6000 2439
6074 2429
6316 2400
6403 2385
6618 2362
6710 2352
6840 2338
6906 2334
7008 2320
7165 2297
7353 2289
7732 2226
7850 2215
7851 2213
7889 2210
7997 2202
8101 2183
8267 2158
8411 2156
8458 2151
8482 2129
8614 2115
8830 2087
8909 2085
9175 2080
9199 2051
9210 2043
9349 2037
9376 2033
9463 2014
9691 1995
9745 1992
9772 1989
10213 1941
10256 1927
10377 1918
10399 1913
10500 1906
10504 1905
10757 1879
10837 1873
10906 1860
11243 1844
11270 1815
11423 1805
11697 1798
11771 1761
12151 1753
12174 1741
12211 1711
12361 1695
12512 1679
12540 1676
12709 1674
12757 1656
12803 1650
12824 1646
12978 1643
13470 1586
13502 1577
13608 1566
13763 1548
14051 1523
14218 1504
14319 1493
14588 1463
14686 1453
14745 1447
15018 1435
15175 1414
15254 1398
15492 1374
15652 1373
15747 1361
15909 1331
15970 1325
16312 1292
16453 1288
16517 1281
16549 1270
16553 1269
16860 1239
17130 1214
17248 1202
17470 1181
17523 1176
17608 1168
17736 1156
17811 1149
17897 1141
17975 1137
18696 1087
18825 1070
18940 1046
18996 1041
19086 1033
19233 1020
19402 1014
19461 1000
19541 993
19756 980
20085 953
20160 946
20245 932
20633 914
20668 902
20819 884
20880 879
21174 855
21248 849
21673 815
21860 812
21985 792
21990 790
22221 773
22422 757
22516 750
22792 731
22963 718
23006 715
23322 694
23470 688
23641 674
23895 659
23949 656
24219 642
24361 636
24362 635
24532 627
24743 618
24775 617
25287 599
25353 597
25463 594
25715 592
