========= Estatisticas ========= 
Semente utilizada : 7163636
Quantidade de arestas removidas: 41335
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 2.26
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 44.93
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 12
Quantidade de solucoes não dominadas que o PR encontrou = 9
Quantiade de avalicoes da funcao objetivo = 904608
Tempo FINAL(s) =  59.19
Resultado : 
21 16092
22 16029
23 15969
24 15910
25 15852
28 15681
29 15625
30 15573
32 15473
35 15338
39 15165
43 14997
45 14915
48 14795
52 14643
54 14569
58 14425
60 14355
67 14117
70 14018
75 13858
80 13703
82 13643
84 13585
88 13473
92 13365
95 13287
97 13237
101 13141
104 13072
107 13006
116 12819
117 12797
122 12697
128 12581
133 12509
143 12360
152 12186
153 12183
156 12130
164 12025
179 11845
185 11781
191 11754
197 11663
200 11635
228 11386
247 11278
252 11188
260 11187
269 11095
287 10954
306 10824
311 10798
330 10700
332 10697
360 10615
389 10440
407 10387
418 10364
453 10256
465 10173
507 10080
561 9964
573 9949
642 9794
678 9752
723 9689
782 9572
823 9513
837 9504
847 9485
861 9469
879 9462
927 9400
995 9343
1038 9298
1149 9213
1174 9175
1311 9083
1384 9036
1405 9000
1470 8991
1489 8967
1637 8854
1773 8824
1794 8759
2045 8667
2054 8635
2122 8625
2166 8585
2298 8563
2310 8501
2426 8447
2525 8402
2733 8349
2839 8263
3073 8164
3095 8155
3158 8135
3211 8117
3258 8091
3292 8076
3320 8065
3389 8038
3524 7996
3858 7884
4072 7783
4099 7782
4238 7771
4320 7756
4379 7673
4523 7649
4656 7612
4719 7609
4805 7571
4914 7526
4927 7483
5315 7394
5397 7393
5593 7263
5705 7232
5817 7228
5893 7224
6000 7124
6045 7117
6051 7110
6225 7082
6360 7006
6449 6977
6666 6921
6794 6865
6939 6862
7026 6790
7178 6755
7244 6727
7337 6718
7401 6697
7533 6627
7644 6618
7655 6608
7721 6567
7743 6566
8210 6461
8264 6429
8329 6416
8358 6410
8510 6337
8626 6332
8653 6291
8657 6287
8677 6264
8847 6253
9344 6098
9389 6076
9436 6067
9444 6062
9455 6058
9486 6056
9849 5940
9935 5916
10082 5866
10095 5862
10121 5852
10219 5819
10311 5754
10453 5753
10457 5748
10467 5740
10498 5734
10519 5731
10528 5728
11226 5511
11230 5509
11291 5490
11329 5476
11467 5441
11775 5342
11893 5266
11952 5261
11981 5239
12037 5237
12056 5216
12430 5160
12446 5133
12655 5076
12867 4998
12875 4993
12909 4992
12961 4940
13071 4915
13139 4914
13215 4905
13322 4836
13590 4785
13650 4768
13702 4766
13718 4734
13768 4729
13771 4725
14037 4649
14064 4640
14093 4600
14296 4591
14529 4505
14652 4475
14788 4437
14875 4376
14989 4366
15002 4365
15067 4331
15116 4330
15269 4246
15471 4233
15475 4192
15497 4178
15685 4122
15853 4072
16112 3995
16304 3938
16467 3890
16565 3886
16570 3861
16655 3839
16739 3816
17101 3757
17116 3698
17210 3679
17451 3634
17555 3582
17745 3513
17919 3462
18091 3436
18157 3427
18253 3378
18389 3359
18635 3253
18721 3228
18945 3163
19059 3130
19142 3106
19367 3041
19703 2964
19725 2948
19781 2935
19811 2913
19877 2894
19950 2873
20008 2867
20124 2823
20494 2770
21069 2553
21129 2536
21235 2506
21313 2484
21537 2421
21719 2370
21780 2353
22101 2264
22275 2216
22373 2189
22464 2164
22526 2147
22845 2060
22893 2047
23004 2017
23108 1989
23190 1967
23609 1871
23618 1853
23989 1766
24027 1759
24070 1735
24101 1727
24214 1698
24257 1687
24304 1675
24621 1602
24888 1529
24933 1518
24970 1509
25000 1506
25028 1495
25298 1431
25525 1387
25731 1333
25828 1325
25837 1310
25918 1299
26308 1215
26401 1198
26491 1182
26671 1152
26696 1148
26892 1119
27035 1101
27185 1095
27360 1069
27443 1066
27496 1059
