========= Estatisticas ========= 
Semente utilizada : 2462588
Quantidade de arestas removidas: 382425
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 144.67
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  276
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 94
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 81.52
Quantidade de solucoes não dominadas que o PR encontrou = 2
Quantiade de avalicoes da funcao objetivo = 991543
Tempo FINAL(s) =  320.19
Resultado : 
1 50307
6 50173
10 50092
15 50014
17 49965
55 49434
96 48979
120 48732
156 48375
159 48310
210 47979
236 47737
267 47550
342 47330
368 47035
432 46863
452 46719
522 46461
608 46380
615 46160
641 46120
862 45741
866 45593
982 45411
1480 44737
1877 44396
2021 44363
2092 44325
2117 44083
2126 44075
2150 44054
2206 44006
2300 43928
2384 43897
2483 43782
2755 43686
2795 43548
2985 43412
3065 43356
3726 42915
3782 42879
3925 42788
4317 42544
4335 42533
4765 42275
4787 42262
4838 42232
5126 42064
5183 42031
5799 41679
5829 41662
5875 41636
6083 41519
6133 41491
6167 41472
6914 41057
7194 40903
7225 40886
8027 40450
8094 40412
8129 40393
8273 40315
8310 40295
8973 39938
9169 39833
9754 39521
9946 39419
10592 39077
10844 38944
10899 38915
11488 38605
11528 38584
12284 38188
12592 38027
12928 37859
13052 37787
13100 37762
13350 37632
13728 37436
13840 37378
14449 37063
14629 36970
15187 36682
15251 36649
15388 36582
15713 36411
16203 36159
16275 36122
16412 36056
17015 35742
17639 35422
18254 35107
19157 34645
19787 34323
20633 33891
21025 33691
21620 33399
21994 33197
22789 32792
23229 32568
23753 32319
24141 32104
24413 31975
24495 31924
25159 31814
25415 31794
25644 31619
26221 31047
26313 31004
27066 30618
27165 30574
27401 30448
27925 30388
28243 30021
28462 29910
29406 29533
29528 29370
29844 29210
30530 29010
30563 29009
30868 28839
31409 28418
32051 28248
32206 28015
32570 27831
32756 27737
32851 27689
33330 27681
33414 27676
33447 27555
33596 27546
34175 27216
34389 27196
34424 27177
34475 27169
34528 27066
34944 26796
35236 26771
35600 26539
36045 26406
36062 26300
36188 26298
36351 26252
36527 26097
36702 26025
36869 25859
37222 25766
37257 25738
37393 25642
37474 25612
37618 25538
37985 25390
38437 25172
38665 25039
38898 24934
39086 24889
39264 24819
39423 24753
39598 24534
39995 24373
40265 24225
40361 24186
40427 24145
40583 24076
40689 23995
40727 23976
41523 23556
41545 23554
41675 23480
41843 23409
42001 23317
42160 23238
42652 23004
42693 22986
42709 22959
42717 22935
42785 22934
42873 22891
43027 22812
43028 22801
43063 22799
43315 22661
43500 22556
43516 22549
43600 22532
43611 22513
43858 22384
43934 22350
44177 22210
45699 21374
45927 21354
46139 21278
46145 21274
46388 21197
46411 21175
46429 21099
46876 21000
47112 20821
47436 20657
48506 20301
48608 19922
49160 19855
49183 19846
49212 19775
49394 19685
50298 19353
50750 19035
51539 18715
51675 18650
51765 18460
51810 18435
51858 18410
52283 18301
52411 18231
52487 18152
52980 18106
54060 17485
54284 17357
54353 17324
54458 17053
54819 16706
55009 16612
55288 16474
55561 16339
55739 16251
56425 15912
56830 15712
57477 15679
57620 15322
58005 15132
58791 15047
58991 15039
59021 15001
59130 14577
59568 14361
59948 14327
60249 14281
60278 14011
60692 13807
61362 13477
61882 13221
63079 12632
63872 12242
64934 11720
65789 11300
66669 10868
67358 10530
67664 10380
68791 9828
69214 9621
70204 9137
70629 8931
70720 8885
70804 8844
71296 8604
71456 8526
72080 8222
72561 7988
72633 7953
73263 7647
74181 7202
74677 6962
74737 6933
75085 6765
75141 6738
75546 6543
75598 6518
76323 6170
76371 6147
76900 5894
77032 5831
77746 5491
78339 5210
78447 5159
79246 4783
79534 4648
80104 4382
80300 4291
80896 4016
81088 3928
81158 3896
81204 3875
81853 3580
82053 3490
82082 3477
82631 3233
82656 3222
82912 3110
83544 2839
83620 2807
83836 2717
83938 2675
84206 2579
85788 1989
85846 1975
86146 1880
86333 1827
86878 1720
86883 1718
86923 1713
