========= Estatisticas ========= 
Semente utilizada : 3041709
Quantidade de arestas removidas: 78419
Quantidade de arestas obrigatorias = 24
Tempo PreProcessamento (s) = 1.93
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  268
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 40.56
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 5.51
Quantidade de solucoes não dominadas que o PR encontrou = 12
Quantiade de avalicoes da funcao objetivo = 397718
Tempo FINAL(s) =  48
Resultado : 
11 10361
12 10277
13 10203
14 10130
15 10062
16 10000
17 9939
18 9880
20 9764
21 9707
22 9651
23 9611
24 9551
26 9453
28 9359
30 9267
32 9177
34 9088
36 9000
40 8832
41 8791
43 8711
47 8555
48 8524
50 8441
51 8404
55 8260
57 8190
60 8094
62 8020
68 7828
71 7735
72 7705
75 7622
76 7589
81 7449
88 7260
90 7207
97 7025
98 7007
99 6974
102 6899
111 6683
113 6636
121 6452
127 6413
128 6298
136 6297
137 6119
138 6088
139 6068
147 5916
149 5879
158 5717
162 5647
166 5579
168 5546
174 5459
175 5434
179 5372
189 5222
192 5178
195 5136
196 5135
199 5082
209 4952
213 4902
218 4858
230 4698
235 4666
236 4629
243 4619
244 4550
248 4497
256 4413
259 4382
272 4252
275 4223
278 4195
289 4153
292 4069
300 4007
301 3993
312 3990
315 3898
316 3873
321 3836
327 3790
337 3732
338 3713
344 3671
350 3631
355 3601
364 3576
366 3527
368 3526
369 3508
373 3483
377 3482
379 3470
388 3424
389 3387
395 3377
397 3346
409 3310
410 3275
415 3232
429 3154
433 3148
437 3112
442 3100
449 3084
454 3056
458 3007
468 2960
474 2932
479 2909
488 2870
493 2858
500 2847
501 2825
519 2744
527 2734
535 2677
541 2664
542 2647
547 2638
567 2560
571 2547
585 2500
593 2474
603 2470
609 2427
627 2401
638 2347
642 2334
649 2316
684 2231
685 2225
687 2223
696 2201
705 2179
710 2169
737 2115
742 2109
747 2093
756 2074
772 2049
782 2023
804 2002
812 1958
828 1937
855 1917
863 1910
873 1855
876 1850
909 1802
916 1799
925 1775
934 1762
937 1757
946 1753
960 1725
977 1712
994 1683
1017 1669
1019 1649
1029 1646
1051 1611
1054 1607
1063 1606
1064 1594
1071 1593
1074 1583
1083 1572
1096 1560
1120 1538
1140 1514
1156 1504
1162 1496
1190 1463
1206 1455
1223 1445
1224 1439
1237 1438
1241 1426
1247 1411
1265 1394
1271 1383
1279 1376
1319 1340
1336 1336
1340 1322
1345 1318
1352 1312
1363 1303
1380 1290
1382 1289
1408 1267
1421 1265
1432 1255
1444 1240
1466 1224
1473 1219
1492 1206
1506 1200
1533 1196
1543 1175
1555 1164
1577 1160
1579 1149
1584 1147
1599 1138
1606 1136
1612 1129
1630 1127
1678 1092
1708 1079
1713 1076
1719 1074
1722 1072
1747 1064
1757 1056
1768 1054
1774 1047
1783 1040
1804 1030
1814 1029
1832 1018
1844 1013
1862 1007
1869 1003
1874 1001
1891 996
1900 991
1948 973
1952 972
1976 963
1981 961
1984 960
1990 958
2067 945
2068 932
2106 922
2107 920
2127 914
2149 910
2183 898
2205 892
2227 887
2262 879
2297 869
2306 867
2323 863
2363 861
2370 854
2384 850
2395 847
2423 841
2442 837
2453 835
2461 834
2479 830
2517 822
2527 820
2543 817
2549 816
2565 813
2625 803
2652 800
2661 797
2674 795
2694 792
2778 781
2813 775
2847 772
2858 769
2946 758
2976 755
3014 750
3041 747
3062 745
3141 737
3207 731
3277 727
3303 723
3329 721
3377 719
3385 717
3415 715
3446 713
3482 711
3526 708
3560 706
3578 705
3678 700
3700 699
3724 698
3755 697
3787 696
