========= Estatisticas ========= 
Semente utilizada : 2525498
Quantidade de arestas removidas: 312263
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 46
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 73.54
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 32.75
Quantidade de solucoes não dominadas que o PR encontrou = 6
Quantiade de avalicoes da funcao objetivo = 729415
Tempo FINAL(s) =  152.29
Resultado : 
0 18702
1 18626
2 18551
5 18362
6 18312
9 18173
11 18085
14 17959
16 17883
18 17811
21 17706
25 17578
27 17505
30 17409
32 17347
38 17167
43 17022
44 16994
47 16913
56 16686
61 16566
67 16428
75 16252
82 16105
91 15941
92 15905
104 15677
118 15425
131 15204
133 15171
149 14915
165 14675
181 14476
183 14423
202 14176
206 14126
216 14029
227 13874
248 13643
250 13632
282 13299
285 13270
291 13213
316 12990
338 12814
341 12806
352 12708
370 12582
381 12506
421 12310
429 12209
459 12056
466 11996
489 11989
490 11892
515 11749
525 11700
541 11645
596 11415
624 11286
643 11210
672 11151
718 10950
739 10905
746 10866
809 10680
852 10584
853 10576
892 10475
972 10346
977 10314
978 10287
1033 10256
1054 10177
1077 10102
1288 9814
1343 9684
1441 9579
1464 9534
1557 9433
1658 9317
1689 9286
1794 9187
1891 9100
1999 9013
2018 9002
2074 8950
2214 8847
2258 8838
2278 8804
2405 8720
2469 8680
2493 8667
2751 8594
2876 8545
3017 8404
3211 8385
3250 8315
3516 8201
3936 8047
4005 8005
4083 7981
4357 7908
4387 7893
4757 7825
4848 7776
5116 7708
5264 7675
5443 7643
5555 7608
6086 7517
6373 7440
6399 7435
6483 7419
6907 7400
7210 7357
7495 7315
7625 7251
7962 7235
8536 7119
8970 7009
8977 7008
9134 6978
9602 6913
10224 6821
10501 6783
10560 6775
11160 6695
11725 6687
12232 6607
12850 6572
12961 6497
13240 6459
13381 6428
13451 6423
13472 6406
14573 6314
15200 6237
15323 6222
15501 6205
15556 6200
15620 6193
17029 6021
17455 5975
17570 5962
17670 5944
17750 5933
17890 5923
17943 5918
18016 5905
18067 5904
18187 5893
18521 5851
18599 5848
18617 5840
18653 5835
18706 5829
18915 5805
19044 5785
19406 5754
20206 5655
20323 5644
20392 5633
20574 5609
21062 5554
21752 5484
22416 5392
22651 5378
22768 5365
22807 5363
23017 5331
23408 5311
23411 5277
23628 5248
23968 5240
23986 5238
24287 5185
24386 5169
25115 5128
25232 5097
25348 5087
26050 5059
26126 5008
26395 4967
26867 4894
27350 4893
27421 4844
27770 4837
27899 4805
28347 4755
28509 4718
28838 4713
29000 4664
29524 4630
29627 4622
30183 4577
30479 4522
30606 4510
31340 4506
31604 4471
31715 4464
31894 4446
32146 4439
32290 4362
32751 4304
33632 4218
33728 4169
34228 4166
34300 4155
34486 4152
34683 4139
35109 4108
35190 4046
35616 3975
36637 3871
36913 3843
37415 3803
37966 3798
38040 3785
38081 3779
38148 3770
38235 3769
38517 3697
39815 3672
40010 3632
40422 3612
40488 3528
41025 3521
41074 3507
41525 3408
41822 3352
42146 3320
42572 3278
43121 3224
43784 3159
44060 3132
45209 3129
45388 3071
45413 3000
45773 2965
46779 2872
46827 2863
46994 2858
47159 2831
47575 2791
47721 2777
48003 2750
48878 2712
49557 2602
49652 2593
50170 2544
50859 2479
51369 2431
52004 2417
52745 2302
53195 2260
53926 2192
54142 2172
54467 2142
54847 2107
55777 2072
57814 1837
57903 1829
58483 1777
59134 1719
59213 1712
59394 1698
59655 1673
60390 1631
60872 1567
61000 1556
61350 1526
61726 1494
61962 1474
63260 1385
63282 1373
63309 1372
63404 1361
63535 1343
64016 1304
64453 1280
64640 1254
64868 1236
65855 1160
65921 1155
66041 1146
66500 1112
66760 1093
67558 1036
67804 1019
68485 974
68532 971
69109 935
69175 931
70436 861
71375 820
71408 817
71490 814
71548 812
71610 810
