========= Estatisticas ========= 
Semente utilizada : 6264411
Tempo(s) Final = 630.04
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 700
Quantidade de vezes em que a BL foi executada: 700
Quantidade de vezes em que o PR foi executado: 3890
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 399
Quantidade de solucoes que a BL adicionou ao arquivo global: 3775
Quantidade de solucoes que o PR adicionou ao arquivo global: 116492
Quantidade de avaliacoes da funcao objetivo: 11086399
Pareto aproximativo: 
143.0000000000 11813.0000000000
116.0000000000 11985.0000000000
109.0000000000 12066.0000000000
104.0000000000 12135.0000000000
92.0000000000 12303.0000000000
85.0000000000 12423.0000000000
83.0000000000 12460.0000000000
60.0000000000 12963.0000000000
61.0000000000 12936.0000000000
54.0000000000 13159.0000000000
53.0000000000 13181.0000000000
51.0000000000 13277.0000000000
50.0000000000 13312.0000000000
36.0000000000 13818.0000000000
37.0000000000 13772.0000000000
39.0000000000 13686.0000000000
42.0000000000 13561.0000000000
43.0000000000 13522.0000000000
48.0000000000 13374.0000000000
47.0000000000 13376.0000000000
52.0000000000 13203.0000000000
56.0000000000 13077.0000000000
58.0000000000 13018.0000000000
62.0000000000 12908.0000000000
63.0000000000 12882.0000000000
71.0000000000 12696.0000000000
75.0000000000 12608.0000000000
77.0000000000 12565.0000000000
78.0000000000 12545.0000000000
79.0000000000 12526.0000000000
90.0000000000 12335.0000000000
101.0000000000 12169.0000000000
108.0000000000 12078.0000000000
113.0000000000 12018.0000000000
124.0000000000 11897.0000000000
128.0000000000 11854.0000000000
189.0000000000 11350.0000000000
175.0000000000 11457.0000000000
159.0000000000 11581.0000000000
144.0000000000 11703.0000000000
168.0000000000 11503.0000000000
176.0000000000 11443.0000000000
179.0000000000 11421.0000000000
183.0000000000 11392.0000000000
203.0000000000 11258.0000000000
260.0000000000 10968.0000000000
248.0000000000 11015.0000000000
235.0000000000 11078.0000000000
229.0000000000 11107.0000000000
257.0000000000 10975.0000000000
368.0000000000 10629.0000000000
333.0000000000 10721.0000000000
311.0000000000 10778.0000000000
297.0000000000 10824.0000000000
320.0000000000 10749.0000000000
341.0000000000 10686.0000000000
378.0000000000 10585.0000000000
425.0000000000 10473.0000000000
433.0000000000 10456.0000000000
475.0000000000 10371.0000000000
486.0000000000 10351.0000000000
598.0000000000 10205.0000000000
567.0000000000 10222.0000000000
549.0000000000 10247.0000000000
706.0000000000 10102.0000000000
624.0000000000 10137.0000000000
926.0000000000 9840.0000000000
874.0000000000 9865.0000000000
761.0000000000 9997.0000000000
718.0000000000 10014.0000000000
811.0000000000 9912.0000000000
1016.0000000000 9729.0000000000
998.0000000000 9738.0000000000
1054.0000000000 9696.0000000000
1099.0000000000 9658.0000000000
1346.0000000000 9511.0000000000
1203.0000000000 9579.0000000000
1228.0000000000 9575.0000000000
1370.0000000000 9463.0000000000
1555.0000000000 9337.0000000000
1597.0000000000 9315.0000000000
1581.0000000000 9320.0000000000
1791.0000000000 9205.0000000000
1736.0000000000 9230.0000000000
1667.0000000000 9264.0000000000
1701.0000000000 9242.0000000000
1927.0000000000 9098.0000000000
2337.0000000000 8894.0000000000
2260.0000000000 8929.0000000000
2429.0000000000 8877.0000000000
2230.0000000000 8934.0000000000
2192.0000000000 8951.0000000000
2295.0000000000 8917.0000000000
2188.0000000000 8954.0000000000
2148.0000000000 8962.0000000000
2762.0000000000 8647.0000000000
2694.0000000000 8661.0000000000
2599.0000000000 8702.0000000000
2559.0000000000 8718.0000000000
2980.0000000000 8491.0000000000
2905.0000000000 8527.0000000000
2964.0000000000 8499.0000000000
2874.0000000000 8537.0000000000
3702.0000000000 8241.0000000000
3630.0000000000 8253.0000000000
3582.0000000000 8271.0000000000
3501.0000000000 8294.0000000000
3466.0000000000 8302.0000000000
3437.0000000000 8304.0000000000
3353.0000000000 8310.0000000000
3311.0000000000 8321.0000000000
3258.0000000000 8323.0000000000
3952.0000000000 8004.0000000000
3882.0000000000 8010.0000000000
3812.0000000000 8022.0000000000
14542.0000000000 2754.0000000000
14541.0000000000 2755.0000000000
13398.0000000000 3368.0000000000
13402.0000000000 3365.0000000000
12751.0000000000 3592.0000000000
12749.0000000000 3600.0000000000
12732.0000000000 3646.0000000000
12640.0000000000 3719.0000000000
10879.0000000000 4654.0000000000
10883.0000000000 4607.0000000000
10880.0000000000 4609.0000000000
10902.0000000000 4519.0000000000
10941.0000000000 4498.0000000000
10904.0000000000 4516.0000000000
8748.0000000000 5704.0000000000
8795.0000000000 5674.0000000000
8805.0000000000 5661.0000000000
8820.0000000000 5653.0000000000
8791.0000000000 5682.0000000000
7470.0000000000 6272.0000000000
7475.0000000000 6270.0000000000
6888.0000000000 6548.0000000000
6857.0000000000 6562.0000000000
6851.0000000000 6566.0000000000
6860.0000000000 6560.0000000000
6864.0000000000 6558.0000000000
6381.0000000000 6733.0000000000
5560.0000000000 7160.0000000000
4563.0000000000 7661.0000000000
4573.0000000000 7656.0000000000
3955.0000000000 7979.0000000000
3970.0000000000 7937.0000000000
4345.0000000000 7768.0000000000
4330.0000000000 7769.0000000000
4371.0000000000 7752.0000000000
4321.0000000000 7773.0000000000
4260.0000000000 7782.0000000000
4218.0000000000 7931.0000000000
4373.0000000000 7722.0000000000
5048.0000000000 7400.0000000000
5051.0000000000 7393.0000000000
4997.0000000000 7414.0000000000
4951.0000000000 7425.0000000000
4902.0000000000 7443.0000000000
5365.0000000000 7241.0000000000
5363.0000000000 7247.0000000000
5369.0000000000 7200.0000000000
5375.0000000000 7195.0000000000
5862.0000000000 6962.0000000000
5812.0000000000 6974.0000000000
5778.0000000000 6985.0000000000
6202.0000000000 6810.0000000000
6211.0000000000 6801.0000000000
6184.0000000000 6811.0000000000
6156.0000000000 6815.0000000000
6064.0000000000 6854.0000000000
5971.0000000000 6885.0000000000
6525.0000000000 6664.0000000000
6555.0000000000 6613.0000000000
6589.0000000000 6567.0000000000
7619.0000000000 6179.0000000000
7660.0000000000 6147.0000000000
7677.0000000000 6128.0000000000
7679.0000000000 6085.0000000000
7732.0000000000 6042.0000000000
