========= Estatisticas ========= 
Semente utilizada : 1135655
Quantidade de arestas removidas: 474049
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 216.77
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  270
Quantidade de solucoes na primeira fase = 299
Tempo PrimeiraFase(s) = 103.81
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 93
Quantidade de solucoes não dominadas que o PR encontrou = 7
Quantiade de avalicoes da funcao objetivo = 1017967
Tempo FINAL(s) =  413.58
Resultado : 
2 55116
10 54915
16 54790
17 54772
22 54683
24 54641
30 54542
54 54220
153 53364
290 52454
338 52373
344 52156
348 52137
351 52123
393 51947
434 51890
532 51551
570 51340
653 51128
673 51085
790 50935
833 50761
853 50742
904 50694
1259 50029
1333 49935
1522 49795
1569 49711
1760 49518
1809 49484
2053 49273
2419 48867
2982 48435
3026 48403
3353 48171
3818 47901
3911 47875
4127 47655
4144 47644
4546 47390
4719 47293
5482 46827
5722 46687
5779 46654
6367 46318
6413 46292
6765 46094
6790 46080
7447 45715
7476 45699
7776 45534
7869 45483
8704 45045
8925 44907
9141 44790
9178 44770
9750 44462
10086 44282
10731 43938
10891 43853
11520 43520
11700 43425
12460 43025
12620 42941
13229 42622
13273 42599
13779 42335
13923 42260
14473 41974
14525 41947
14957 41723
15013 41694
15709 41334
15829 41272
16228 41240
16511 40920
17147 40712
17270 40529
17474 40424
18279 40010
19204 39535
19750 39255
20570 38835
21194 38517
21258 38483
22068 38069
23055 37565
23839 37165
24655 36749
25185 36479
25735 36199
26326 35927
26476 35822
27184 35462
27777 35182
27855 35121
28359 34865
29009 34535
29746 34161
30298 33881
30724 33665
31162 33443
32016 33396
32025 33281
32062 32987
32256 32890
32524 32753
33077 32473
33198 32414
33226 32401
33806 32104
34221 31894
34901 31550
35075 31462
35520 31237
35702 31145
35795 31098
36554 30968
36746 30922
36899 30913
36941 30882
36972 30682
37400 30600
37620 30484
38063 30234
38442 30067
38507 29958
38969 29937
39122 29768
39380 29744
40038 29232
40319 29159
40408 29129
40529 29075
40684 28968
40902 28937
41117 28697
41205 28506
41630 28494
41805 28471
41847 28434
41974 28298
41977 28215
42268 28101
42931 27757
43687 27525
44038 27305
44138 27198
44317 27169
44390 26998
44630 26911
44729 26892
44850 26758
45070 26672
45154 26648
45182 26643
45220 26625
45231 26612
45266 26606
45279 26590
46513 25940
46518 25936
46825 25764
47191 25586
47197 25585
47243 25561
47451 25456
47780 25315
47914 25211
48016 25178
48024 25158
48043 25153
48066 25129
48088 25116
48164 25101
48185 25069
48229 25067
48321 25041
48322 25015
48333 25004
48375 25002
48397 24980
48401 24979
48569 24878
48924 24721
51361 23652
51370 23650
51381 23643
51390 23614
51464 23516
51851 23290
51983 23282
52161 23243
52596 23126
53146 22886
53473 22528
53684 22380
53774 22362
54535 22073
54556 22048
54724 21962
54779 21906
54801 21889
54902 21829
55418 21415
55813 21339
56096 21269
56369 21184
57013 20715
57063 20687
57120 20612
57372 20553
57846 20270
58001 20192
58023 20178
58717 20045
59056 19761
59702 19543
59823 19462
60266 19280
60523 19129
61178 18589
61276 18537
61709 18141
61808 18092
61905 18044
62649 17676
62922 17541
63545 17233
63632 17190
64312 16854
64810 16608
65539 16248
66092 15975
67170 15443
67691 15187
67770 15147
68281 14895
68494 14790
68977 14552
69714 14189
70819 13645
71827 13149
72620 12759
73328 12411
73841 12159
74886 11646
75076 11556
75893 11152
76658 10777
77540 10345
78249 10001
78433 9908
79243 9512
80017 9134
80591 8854
81293 8512
81811 8260
82826 7767
83387 7495
83515 7433
84290 7058
84350 7029
85162 6637
85567 6442
86092 6190
86236 6121
86696 5901
87284 5621
87324 5602
87780 5386
87888 5335
88398 5095
88462 5065
88942 4841
88985 4821
89041 4795
89626 4525
89663 4508
90533 4112
90873 3959
90931 3933
91615 3629
91649 3614
91749 3570
92037 3444
92129 3404
92976 3041
93014 3025
93278 2915
93363 2880
93385 2871
94247 2539
95053 2253
95377 2205
95624 2069
96041 1989
96082 1978
96331 1912
96370 1883
