========= Estatisticas ========= 
Semente utilizada : 8812104
Quantidade de arestas removidas: 4401
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0.05
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  281
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 30.96
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 2
Quantidade de solucoes não dominadas que o PR encontrou = 6
Quantiade de avalicoes da funcao objetivo = 441903
Tempo FINAL(s) =  33.01
Resultado : 
74 4838
75 4756
76 4681
77 4612
79 4486
80 4428
81 4374
82 4321
83 4271
84 4231
85 4198
86 4163
87 4130
89 4071
91 4013
93 3956
94 3929
95 3903
96 3876
99 3801
101 3756
103 3712
106 3648
108 3608
110 3573
112 3532
113 3514
117 3444
118 3427
122 3363
124 3352
125 3315
127 3285
134 3194
137 3158
141 3111
143 3093
144 3076
151 3002
154 2961
160 2893
165 2838
166 2828
168 2814
171 2780
173 2761
177 2724
182 2678
186 2651
188 2623
192 2588
197 2550
198 2544
199 2535
205 2491
208 2471
212 2446
217 2415
223 2390
224 2373
230 2338
234 2319
238 2293
240 2282
245 2255
250 2230
254 2211
257 2197
259 2188
261 2184
267 2154
270 2151
272 2133
274 2125
279 2104
281 2096
292 2059
296 2036
302 2016
304 2006
307 1995
313 1974
314 1972
318 1957
321 1947
325 1938
328 1926
338 1903
342 1887
351 1864
357 1846
368 1816
369 1815
370 1812
376 1796
385 1785
387 1776
390 1768
401 1754
409 1736
415 1723
436 1687
439 1685
441 1680
450 1666
452 1665
454 1662
465 1646
484 1623
485 1617
490 1616
504 1594
515 1579
522 1570
530 1560
536 1554
541 1549
546 1544
559 1539
572 1518
577 1514
586 1505
596 1496
609 1489
611 1488
623 1485
665 1441
669 1434
691 1420
696 1417
709 1408
720 1402
776 1376
787 1355
794 1347
821 1331
855 1311
880 1297
909 1283
935 1277
956 1260
967 1253
968 1250
993 1245
1008 1231
1039 1222
1045 1219
1064 1211
1065 1208
1073 1207
1078 1203
1086 1201
1110 1194
1126 1185
1144 1180
1238 1151
1245 1146
1271 1138
1281 1135
1310 1128
1315 1125
1329 1121
1354 1114
1368 1110
1390 1105
1406 1100
1449 1089
1524 1082
1528 1079
1554 1077
1581 1056
1618 1047
1649 1044
1690 1031
1703 1027
1733 1022
1737 1020
1744 1019
1780 1009
1793 1006
1824 999
1855 993
1908 992
1922 989
1932 975
1946 972
1979 965
2046 960
2089 943
2138 939
2140 933
2181 925
2207 920
2218 919
2224 917
2228 916
2245 913
2308 901
2359 895
2386 888
2430 883
2442 879
2449 878
2505 869
2524 866
2544 863
2576 858
2636 849
2663 845
2697 840
2738 834
2787 833
2790 832
2800 825
2912 809
2970 801
2990 798
3026 793
3113 781
3144 779
3193 770
3260 767
3311 754
3386 744
3437 743
3447 736
3493 730
3556 722
3643 711
3819 689
3842 688
3894 680
3954 673
4040 663
4109 655
4161 649
4251 639
4325 631
4353 628
4391 624
4459 617
4537 609
4626 600
4776 585
4851 584
4857 577
4923 572
4928 570
4979 565
5020 561
5068 558
5092 554
5176 546
5250 539
5303 534
5399 525
5461 523
5474 518
5541 512
5603 511
5610 506
5669 501
5705 498
5794 491
5858 486
5910 482
5989 476
6029 473
6097 468
6152 464
6222 459
6307 453
6451 443
6466 442
6527 438
6589 434
6652 430
6686 428
6721 426
6774 423
6810 421
6919 417
6922 415
6960 413
6999 411
7079 407
7144 404
7188 402
7255 401
7256 399
7325 396
7445 391
7499 389
7528 388
7558 387
7590 386
7661 384
7702 383
7745 382
7789 381
