========= Estatisticas ========= 
Semente utilizada : 7177653
Quantidade de arestas removidas: 497541
Quantidade de arestas obrigatorias = 328
Tempo PreProcessamento (s) = 37.71
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  123
Quantidade de solucoes na primeira fase = 235
Tempo PrimeiraFase(s) = 61.79
Quantidade de solucoes na segunda fase = 242
Tempo SegundaFase(s) = 6.5
Quantidade de solucoes não dominadas que o PR encontrou = 7
Quantiade de avalicoes da funcao objetivo = 180792
Tempo FINAL(s) =  106
Resultado : 
0 5619
2 5575
3 5554
7 5470
8 5450
9 5431
11 5395
13 5374
14 5344
18 5280
20 5250
24 5195
25 5180
32 5089
35 5054
36 5041
47 4920
49 4914
52 4871
56 4830
58 4829
64 4758
77 4641
79 4624
93 4515
100 4456
111 4374
113 4352
115 4337
135 4197
156 4050
158 4037
182 3893
201 3779
204 3761
208 3739
221 3674
240 3579
243 3572
246 3550
267 3490
271 3424
277 3397
281 3379
282 3378
283 3373
284 3366
287 3364
289 3359
304 3294
311 3261
316 3258
320 3222
322 3214
323 3210
324 3209
327 3205
341 3201
342 3197
343 3145
350 3102
353 3096
355 3085
364 3053
370 3033
385 2988
396 2964
401 2959
404 2936
409 2916
415 2911
416 2901
418 2898
421 2880
426 2872
429 2857
430 2856
432 2851
438 2835
439 2832
441 2826
443 2823
447 2805
449 2802
451 2796
455 2786
457 2783
461 2760
467 2744
470 2736
474 2731
476 2728
477 2719
479 2714
485 2704
487 2701
488 2691
489 2689
490 2688
492 2681
494 2676
496 2671
499 2664
502 2657
512 2639
516 2636
519 2623
526 2620
533 2610
536 2594
543 2587
545 2579
546 2576
550 2567
552 2563
555 2551
563 2548
564 2545
567 2527
570 2521
574 2518
576 2517
583 2510
584 2498
591 2489
597 2469
598 2467
604 2462
615 2461
617 2434
624 2413
629 2404
632 2399
633 2397
641 2384
654 2362
662 2350
678 2344
682 2342
683 2325
688 2324
689 2313
692 2305
704 2293
712 2289
715 2274
717 2271
719 2267
726 2256
730 2248
733 2244
742 2238
745 2233
751 2220
762 2206
766 2200
770 2195
775 2190
785 2181
788 2180
789 2179
790 2176
797 2170
803 2167
804 2161
811 2160
813 2158
820 2145
831 2142
836 2135
846 2132
847 2119
853 2112
863 2102
867 2098
874 2091
876 2089
898 2067
910 2066
920 2045
944 2024
947 2018
953 2012
955 2011
958 2008
967 2004
972 1998
978 1993
1001 1987
1002 1979
1005 1975
1015 1974
1018 1969
1026 1965
1046 1958
1047 1947
1056 1941
1076 1929
1078 1928
1093 1926
1101 1922
1125 1906
1131 1902
1144 1899
1147 1895
1154 1890
1160 1887
1165 1885
1175 1881
1178 1880
1189 1875
1193 1872
1194 1871
1208 1868
1217 1866
1228 1861
1238 1852
1241 1850
1242 1848
1244 1845
1251 1842
1256 1840
1271 1834
1280 1833
1312 1821
1316 1819
1325 1816
1352 1808
1370 1801
1401 1800
1409 1794
1414 1790
1446 1782
1454 1781
1462 1778
1477 1775
1492 1772
1497 1771
1506 1770
1518 1768
1521 1767
1528 1766
