========= Estatisticas ========= 
Semente utilizada : 7974
Quantidade de arestas removidas: 312263
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 43.83
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 72
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 32.36
Quantidade de solucoes não dominadas que o PR encontrou = 7
Quantiade de avalicoes da funcao objetivo = 713598
Tempo FINAL(s) =  148.19
Resultado : 
0 18702
1 18626
5 18362
6 18312
9 18173
11 18085
14 17959
16 17883
21 17706
22 17675
27 17505
30 17409
32 17347
38 17167
43 17022
44 16994
47 16913
56 16686
61 16566
67 16428
75 16252
82 16105
88 15991
92 15905
104 15677
118 15425
131 15204
133 15171
134 15155
149 14915
165 14675
174 14558
183 14423
202 14176
206 14126
215 14028
227 13874
247 13664
248 13643
282 13299
290 13255
291 13213
309 13074
337 12844
338 12814
352 12708
363 12631
391 12457
396 12408
432 12205
455 12073
466 11996
501 11835
512 11776
525 11700
528 11686
570 11501
611 11370
634 11246
643 11210
671 11118
718 10950
736 10915
766 10805
786 10786
818 10655
846 10597
891 10488
935 10376
1007 10229
1018 10228
1081 10102
1084 10075
1146 9977
1224 9881
1318 9738
1347 9716
1471 9554
1472 9523
1602 9398
1712 9265
1837 9155
1893 9099
1896 9088
1949 9075
2046 9006
2052 8972
2255 8883
2272 8808
2405 8720
2447 8712
2516 8671
3027 8517
3147 8400
3225 8395
3342 8360
3456 8318
3691 8176
3927 8052
4005 8005
4042 7999
4163 7957
4313 7918
4604 7843
4668 7826
4898 7765
5479 7702
5684 7649
5898 7546
6086 7513
6266 7493
6373 7440
6399 7435
6483 7419
6881 7353
7167 7301
7216 7291
7262 7288
7521 7236
7695 7204
8996 7005
9134 6978
9486 6970
9625 6963
9657 6926
10224 6821
10500 6792
10501 6783
10560 6775
11132 6773
11257 6733
11777 6708
11952 6656
12155 6587
12558 6523
12955 6478
13446 6410
13474 6408
14596 6403
14608 6385
14689 6313
15240 6208
15590 6178
15648 6174
15667 6169
16165 6154
16347 6133
16634 6066
17013 6018
17409 5979
17842 5946
17913 5945
17968 5934
17977 5914
18230 5882
18388 5876
18480 5845
19829 5709
19834 5708
19984 5693
20004 5690
20040 5688
20070 5680
20990 5581
21259 5545
21445 5528
21723 5499
21772 5498
21813 5488
22391 5426
22486 5413
22493 5411
22740 5388
23271 5333
23619 5304
23774 5280
23825 5273
24150 5256
24159 5238
24415 5229
24499 5211
24771 5172
24929 5165
25200 5129
25440 5119
25878 5055
26134 5045
27156 4926
27229 4912
27668 4859
28292 4831
28456 4815
28526 4768
28854 4699
29000 4664
29396 4622
30136 4559
30581 4550
30778 4549
30917 4514
31257 4509
31374 4506
31616 4438
31638 4386
32353 4348
32675 4331
32742 4271
33728 4169
33978 4156
34429 4124
35034 4116
35331 4072
35354 4051
35525 4033
36405 4004
36501 3972
36913 3843
37578 3835
37773 3799
37790 3767
38632 3755
38655 3699
39158 3648
39397 3613
40171 3533
41358 3460
41640 3370
41822 3352
42146 3320
42488 3291
42544 3287
42572 3278
43121 3224
43784 3159
44060 3132
45090 3127
45399 3058
45413 3000
45773 2965
46656 2907
46827 2863
46987 2861
47159 2831
47499 2824
47721 2777
48003 2750
49134 2681
49557 2602
49652 2593
50170 2544
50288 2542
50859 2479
51369 2431
51600 2413
52051 2408
52745 2302
53010 2296
53195 2260
53922 2250
53926 2192
54142 2172
54467 2142
54847 2107
57814 1837
57903 1829
58118 1821
58215 1801
58483 1777
59134 1719
59213 1712
59655 1673
60872 1567
61350 1526
61726 1494
62214 1462
62561 1428
63213 1377
63282 1371
63340 1362
63535 1343
64016 1304
64640 1254
64868 1236
65286 1204
65855 1160
66041 1146
66760 1093
66880 1087
67558 1036
68485 974
68532 971
69109 935
69142 933
69175 931
71065 831
71197 828
71408 817
71490 814
71548 812
71610 810
