========= Estatisticas ========= 
Semente utilizada : 6034934
Quantidade de arestas removidas: 17856
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0.54
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 44.28
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 6.18
Quantidade de solucoes não dominadas que o PR encontrou = 9
Quantiade de avalicoes da funcao objetivo = 1021528
Tempo FINAL(s) =  51
Resultado : 
35 11713
36 11646
37 11582
39 11462
41 11352
43 11247
45 11145
46 11095
47 11046
49 10950
50 10903
52 10811
53 10766
55 10680
56 10639
58 10559
61 10442
62 10404
64 10332
66 10262
68 10194
69 10161
73 10029
77 9903
78 9872
80 9812
83 9729
85 9675
87 9622
91 9523
93 9480
96 9418
100 9342
103 9288
106 9235
112 9133
114 9100
115 9099
129 8871
138 8753
139 8734
142 8694
144 8668
147 8631
168 8391
170 8373
172 8349
175 8318
189 8183
201 8075
204 8049
206 8047
210 8000
216 7956
222 7927
236 7831
247 7741
249 7728
266 7627
275 7577
285 7556
331 7326
335 7311
374 7171
395 7102
398 7096
418 7032
427 7006
450 6963
457 6950
461 6918
477 6880
481 6868
537 6756
587 6734
601 6719
604 6634
644 6580
738 6457
763 6450
776 6428
777 6414
931 6281
943 6244
973 6197
1038 6142
1081 6112
1124 6073
1171 6048
1198 6019
1215 6007
1268 5985
1396 5945
1413 5905
1414 5884
1470 5854
1492 5831
1640 5802
1663 5780
1760 5765
1770 5717
1809 5664
1937 5646
2009 5594
2025 5581
2114 5517
2134 5508
2193 5482
2232 5474
2239 5462
2343 5430
2469 5366
2617 5318
2695 5295
2732 5290
2757 5250
2811 5229
2842 5217
2998 5192
3002 5156
3092 5137
3104 5118
3207 5080
3348 5036
3436 4997
3528 4972
3548 4957
3638 4925
3762 4881
3810 4864
3914 4843
3929 4822
4059 4804
4084 4768
4156 4743
4342 4712
4421 4670
4496 4649
4555 4641
4567 4629
4664 4611
4703 4596
4741 4576
4848 4520
4892 4519
4955 4502
4956 4500
4967 4493
5062 4459
5152 4452
5275 4406
5328 4389
5446 4334
5573 4304
5674 4286
5686 4280
5705 4270
5707 4245
5791 4244
5819 4235
5894 4208
5986 4188
6037 4173
6102 4141
6123 4124
6205 4119
6654 4048
6665 3969
6690 3963
6692 3951
6773 3931
6781 3915
6810 3907
6816 3906
6826 3895
6842 3894
7037 3848
7100 3818
7130 3816
7156 3808
7161 3805
7345 3746
7385 3727
7415 3723
7485 3698
7528 3689
7632 3661
7642 3656
7970 3560
7988 3554
8038 3538
8097 3536
8155 3526
8211 3483
8430 3425
8469 3415
8510 3398
8582 3374
8645 3354
8675 3341
8756 3325
8806 3310
9063 3200
9121 3186
9152 3171
9191 3160
9249 3133
9371 3101
9479 3070
9705 3035
9755 3022
9807 3003
9819 2986
9904 2973
9984 2947
10129 2869
10155 2863
10187 2861
10274 2826
10314 2814
10390 2800
10442 2776
10550 2744
10665 2710
10845 2704
10858 2688
10920 2678
10965 2668
11076 2607
11094 2603
11314 2519
11396 2495
11461 2476
11598 2475
11732 2397
11818 2372
11880 2354
12070 2299
12231 2271
12250 2247
12347 2229
12410 2201
12595 2196
12660 2145
12879 2067
12942 2053
12971 2041
13049 2019
13104 2010
13172 1998
13291 1951
13373 1928
13498 1893
13620 1859
13710 1834
13840 1798
13981 1759
14067 1739
14146 1736
14153 1730
14291 1710
14375 1651
14523 1611
14657 1575
14698 1564
14754 1549
14887 1516
14919 1505
14998 1484
15096 1458
15255 1416
15464 1361
15529 1344
15606 1324
15668 1308
15703 1299
16031 1270
16130 1192
16204 1174
16270 1158
16295 1152
16379 1132
16586 1084
16706 1064
16826 1040
16857 1024
16890 1017
16957 1003
17212 952
17327 931
17354 926
17389 920
17478 906
17519 899
17600 890
17708 874
17767 866
17836 860
17997 843
18044 838
