========= Estatisticas ========= 
Semente utilizada : 9209806
Quantidade de arestas removidas: 17856
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 0.54
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 42.98
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 6
Quantidade de solucoes não dominadas que o PR encontrou = 10
Quantiade de avalicoes da funcao objetivo = 1007255
Tempo FINAL(s) =  49.52
Resultado : 
35 11713
36 11646
37 11582
39 11462
41 11352
43 11247
45 11145
46 11095
47 11046
48 11027
49 10950
50 10903
52 10811
53 10766
55 10680
56 10639
58 10559
61 10442
62 10404
64 10332
66 10262
68 10194
73 10029
77 9903
78 9872
80 9812
83 9729
85 9675
87 9622
91 9523
94 9458
96 9418
100 9342
103 9288
106 9235
112 9133
114 9100
118 9036
123 8974
135 8804
136 8782
139 8734
142 8694
147 8631
149 8618
168 8391
172 8349
175 8318
189 8183
201 8075
204 8049
205 8041
210 8000
226 7889
246 7750
247 7741
249 7728
253 7718
271 7599
279 7556
292 7491
307 7445
314 7395
322 7361
347 7268
368 7239
373 7185
397 7100
418 7032
427 7006
456 6930
469 6922
474 6900
538 6777
563 6763
589 6673
600 6662
604 6634
638 6585
669 6553
682 6546
690 6522
719 6517
823 6352
931 6236
973 6197
980 6194
1009 6192
1072 6149
1136 6064
1198 6019
1204 6015
1215 6007
1266 5993
1297 5952
1343 5925
1442 5880
1485 5835
1518 5816
1602 5770
1642 5754
1752 5698
1762 5689
1822 5661
1936 5654
1963 5596
1994 5586
2114 5517
2128 5514
2134 5508
2193 5482
2239 5462
2305 5434
2469 5366
2570 5337
2579 5321
2707 5290
2757 5250
2811 5229
2842 5217
3073 5154
3092 5133
3104 5118
3207 5080
3259 5061
3390 5032
3436 4997
3526 4993
3537 4978
3548 4957
3638 4925
3735 4904
3762 4881
3810 4864
3834 4856
3926 4851
4156 4743
4252 4742
4358 4696
4433 4663
4470 4647
4540 4636
4551 4633
4593 4619
4597 4613
4608 4608
4717 4586
4766 4576
4793 4564
4851 4558
4920 4544
4958 4529
5057 4479
5058 4465
5391 4364
5448 4337
5560 4314
5614 4294
5623 4289
5626 4281
5695 4244
5748 4235
5812 4234
5910 4194
6095 4136
6110 4130
6159 4116
6173 4104
6221 4097
6247 4095
6270 4082
6390 4047
6400 4041
6655 3958
6804 3926
6811 3915
6820 3914
6824 3901
6833 3897
6843 3895
6885 3894
6886 3886
6916 3881
6999 3853
7016 3850
7026 3843
7135 3819
7377 3749
7386 3742
7456 3708
7478 3704
7531 3691
7739 3626
7945 3561
7997 3554
8077 3536
8114 3512
8132 3505
8259 3465
8303 3448
8465 3402
8562 3372
8644 3344
8734 3326
8786 3319
8980 3318
9042 3224
9069 3219
9090 3215
9098 3206
9196 3149
9249 3133
9351 3107
9462 3096
9490 3091
9638 3080
9688 3040
9719 3011
9849 2994
9899 2949
10005 2928
10129 2869
10359 2867
10360 2822
10380 2805
10410 2786
10436 2784
10567 2739
10787 2674
10865 2651
11113 2636
11256 2536
11295 2529
11314 2519
11396 2495
11490 2470
11732 2397
11818 2372
11880 2354
12070 2299
12096 2293
12250 2247
12410 2201
12879 2067
12971 2041
13007 2033
13049 2019
13083 2018
13175 1987
13291 1951
13373 1928
13498 1893
13620 1859
13646 1857
13654 1854
13710 1834
13840 1798
13981 1759
14375 1651
14471 1625
14523 1611
14657 1575
14698 1564
14754 1549
14904 1522
14919 1505
14998 1484
15096 1458
15182 1437
15255 1416
15464 1361
15529 1344
15606 1324
15668 1308
15703 1299
15750 1287
15943 1244
16130 1192
16204 1174
16270 1158
16295 1152
16379 1132
16413 1124
16486 1107
16586 1084
16857 1024
16890 1017
16957 1003
17033 1002
17178 989
17181 965
17354 926
17410 918
17515 904
17674 877
17833 862
17946 846
18026 839
18079 835
18106 834
