========= Estatisticas ========= 
Semente utilizada : 2899891
Quantidade de arestas removidas: 177865
Quantidade de arestas obrigatorias = 63
Tempo PreProcessamento (s) = 7.71
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  237
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 47.31
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 8
Quantidade de solucoes não dominadas que o PR encontrou = 10
Quantiade de avalicoes da funcao objetivo = 353782
Tempo FINAL(s) =  63.02
Resultado : 
0 10092
1 10026
2 9970
4 9860
5 9806
6 9753
8 9649
9 9602
10 9547
12 9447
13 9398
16 9254
17 9208
18 9164
20 9078
21 9036
23 8956
24 8921
25 8909
26 8839
28 8763
35 8518
36 8487
37 8450
38 8417
44 8353
45 8193
50 8043
51 8014
55 7902
62 7713
64 7661
67 7586
70 7511
77 7343
86 7136
92 7042
99 6850
106 6703
109 6646
111 6603
113 6564
121 6557
124 6355
128 6283
134 6181
136 6148
138 6118
148 5956
158 5806
160 5777
162 5761
169 5651
176 5625
185 5443
187 5432
189 5393
192 5367
194 5343
199 5273
202 5239
212 5151
215 5096
216 5085
218 5064
237 4883
244 4876
245 4860
247 4774
249 4755
267 4593
270 4567
275 4528
278 4499
293 4452
294 4376
297 4347
309 4257
312 4236
336 4068
344 4019
345 4008
350 3976
351 3975
354 3951
358 3944
363 3904
373 3886
383 3777
384 3776
387 3754
389 3743
396 3703
402 3693
403 3673
408 3663
413 3610
417 3589
422 3564
431 3519
437 3507
443 3471
448 3439
465 3381
466 3349
475 3309
484 3286
488 3260
496 3227
499 3214
520 3129
532 3084
537 3077
543 3074
549 3028
567 3016
600 2858
605 2841
612 2830
615 2810
622 2800
633 2780
635 2774
645 2769
647 2768
651 2735
654 2728
655 2690
660 2676
688 2624
690 2618
697 2616
698 2587
703 2564
723 2518
729 2505
733 2490
744 2483
756 2430
759 2423
767 2409
768 2402
773 2393
777 2388
788 2357
801 2330
822 2308
833 2264
844 2254
850 2246
856 2226
861 2219
866 2202
876 2179
886 2176
890 2158
892 2152
912 2140
915 2132
924 2083
930 2072
935 2070
954 2041
961 2028
965 2015
991 2003
992 1972
1018 1923
1027 1915
1044 1890
1048 1885
1062 1861
1069 1849
1073 1845
1081 1837
1102 1813
1119 1778
1136 1763
1162 1742
1199 1677
1213 1661
1219 1658
1226 1648
1229 1645
1257 1625
1294 1614
1301 1573
1312 1562
1333 1556
1336 1552
1346 1544
1359 1519
1373 1501
1410 1470
1452 1436
1463 1427
1466 1422
1467 1421
1479 1411
1486 1406
1492 1402
1515 1384
1548 1362
1571 1352
1595 1337
1602 1325
1617 1315
1625 1310
1639 1304
1663 1301
1673 1282
1675 1280
1698 1267
1701 1266
1718 1257
1739 1253
1779 1227
1786 1224
1813 1209
1854 1204
1888 1173
1915 1164
1917 1158
1932 1153
1951 1149
1964 1139
1980 1131
1991 1128
2006 1125
2022 1115
2057 1100
2081 1095
2089 1088
2097 1085
2111 1082
2130 1073
2147 1067
2156 1066
2199 1059
2219 1054
2260 1049
2262 1042
2270 1029
2305 1023
2309 1013
2325 1008
2338 1004
2391 991
2398 986
2438 975
2454 970
2476 964
2491 960
2508 956
2538 955
2547 946
2591 944
2619 928
2632 925
2680 916
2735 915
2740 901
2759 898
2865 876
2885 872
2919 866
2951 860
3006 851
3077 839
3090 837
3155 829
3202 821
3232 817
3259 814
3400 796
3419 794
3425 793
3485 787
3503 785
3515 783
3565 779
3635 771
3712 764
3735 762
3771 759
3831 754
3922 747
3936 746
3950 745
4010 741
4042 739
4059 738
4077 737
4132 735
4134 734
4154 733
4196 731
4218 730
4241 729
4267 728
