========= Estatisticas ========= 
Semente utilizada : 7680700
Quantidade de arestas removidas: 177865
Quantidade de arestas obrigatorias = 63
Tempo PreProcessamento (s) = 7.45
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  231
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 44.97
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 7.58
Quantidade de solucoes não dominadas que o PR encontrou = 13
Quantiade de avalicoes da funcao objetivo = 341879
Tempo FINAL(s) =  60
Resultado : 
0 10092
1 10026
2 9970
4 9860
5 9806
6 9753
8 9649
10 9547
12 9447
13 9398
16 9254
17 9208
18 9164
20 9078
21 9036
23 8956
24 8921
25 8909
26 8839
28 8763
35 8518
36 8489
37 8450
38 8417
45 8193
47 8143
50 8043
51 8014
55 7902
62 7713
64 7661
70 7511
77 7343
86 7136
99 6850
106 6703
108 6663
111 6603
113 6564
124 6355
128 6283
133 6239
134 6181
136 6148
143 6093
148 5956
158 5806
160 5777
169 5651
171 5634
179 5576
185 5443
189 5393
193 5351
199 5273
202 5239
215 5105
216 5085
218 5064
247 4774
249 4755
267 4593
270 4567
273 4545
278 4499
294 4375
297 4347
309 4257
315 4227
328 4215
331 4203
332 4152
335 4075
336 4068
345 4008
350 3976
354 3951
356 3945
361 3915
365 3892
375 3839
377 3829
383 3777
387 3754
396 3703
399 3689
402 3683
410 3626
413 3610
417 3589
421 3570
435 3522
446 3444
450 3441
451 3419
464 3375
468 3340
486 3267
492 3263
498 3217
512 3176
517 3142
522 3123
528 3122
531 3111
534 3109
536 3106
544 3046
555 3006
577 2926
594 2882
595 2873
603 2847
612 2827
616 2812
624 2805
633 2757
643 2733
645 2726
650 2722
654 2711
655 2690
660 2676
666 2670
669 2652
677 2649
678 2646
687 2612
708 2557
714 2536
721 2521
726 2514
728 2505
735 2497
739 2472
761 2441
763 2426
765 2409
768 2402
778 2399
781 2379
782 2377
788 2357
801 2349
815 2314
833 2284
834 2281
845 2245
852 2238
856 2233
864 2215
869 2193
870 2191
878 2188
881 2171
893 2150
913 2125
917 2096
924 2083
930 2072
934 2066
956 2026
968 2005
975 1994
994 1962
1003 1952
1012 1932
1031 1905
1036 1903
1041 1896
1048 1878
1066 1865
1082 1829
1090 1820
1109 1798
1129 1770
1150 1739
1158 1730
1169 1717
1182 1699
1185 1696
1199 1677
1211 1664
1213 1661
1219 1655
1236 1650
1254 1640
1263 1615
1270 1610
1277 1601
1287 1597
1298 1582
1302 1572
1310 1564
1331 1560
1347 1537
1357 1529
1372 1526
1385 1490
1389 1485
1394 1480
1402 1473
1444 1441
1449 1439
1471 1417
1481 1411
1506 1393
1523 1378
1530 1373
1565 1360
1573 1345
1587 1344
1588 1336
1607 1334
1617 1315
1625 1310
1652 1297
1666 1287
1675 1285
1680 1277
1698 1267
1720 1255
1734 1251
1771 1234
1791 1229
1800 1215
1812 1209
1824 1203
1886 1173
1890 1170
1917 1158
1980 1131
1992 1126
2057 1100
2097 1085
2125 1075
2130 1073
2147 1067
2193 1052
2268 1027
2301 1026
2309 1013
2324 1009
2325 1008
2338 1004
2366 1001
2398 986
2454 970
2467 968
2476 964
2491 960
2533 950
2547 946
2571 943
2581 940
2585 939
2619 928
2632 925
2671 918
2678 916
2731 908
2740 901
2770 895
2832 884
2885 872
2919 870
2951 860
3027 849
3059 846
3066 841
3077 839
3090 837
3174 825
3202 821
3232 817
3249 815
3398 798
3400 796
3425 793
3488 786
3515 783
3635 771
3704 766
3712 764
3735 762
3831 754
3863 752
3922 747
3950 745
4010 741
4042 739
4059 738
4077 737
4131 736
4134 734
4154 733
4196 731
4218 730
4241 729
4267 728
