========= Estatisticas ========= 
Semente utilizada : 1848327
Quantidade de arestas removidas: 72501
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 6.8
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 52.27
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 27.2
Quantidade de solucoes não dominadas que o PR encontrou = 13
Quantiade de avalicoes da funcao objetivo = 1052383
Tempo FINAL(s) =  86.27
Resultado : 
7 25303
8 25262
12 25109
14 25039
21 24805
22 24802
28 24595
37 24346
39 24296
42 24224
52 24001
57 23896
62 23796
68 23681
76 23537
89 23342
100 23142
102 23111
109 23006
119 22873
121 22848
143 22601
145 22580
162 22454
180 22259
209 22027
214 22018
256 21741
268 21633
270 21622
296 21504
329 21329
352 21282
358 21216
380 21125
482 20853
493 20781
558 20621
595 20591
610 20558
738 20336
843 20197
916 20055
973 19987
994 19963
1003 19953
1088 19881
1203 19799
1220 19779
1326 19631
1347 19612
1474 19501
1675 19341
1754 19278
1862 19197
2025 19081
2051 19063
2067 19052
2086 19039
2441 18804
2640 18679
2718 18631
2754 18609
2777 18595
2970 18555
3022 18480
3109 18396
3211 18336
3391 18231
3448 18198
3735 18034
3781 18008
3820 17986
3964 17905
4014 17877
4293 17722
4331 17701
4360 17685
4480 17619
4511 17602
4553 17579
4839 17423
4944 17366
5040 17314
5252 17257
5350 17147
5391 17125
5587 17020
5673 16974
5907 16957
5945 16830
6003 16798
6131 16730
6229 16678
6637 16462
6690 16434
6798 16377
7064 16237
7104 16216
7505 16030
7629 15941
7974 15761
8070 15711
8287 15600
8370 15555
8447 15515
8817 15323
8985 15236
9334 15111
9626 14981
9661 14936
9666 14884
9785 14848
9837 14819
9858 14785
10254 14581
10394 14509
10538 14435
10797 14302
10948 14275
10949 14224
11183 14104
11204 14098
11511 13936
11595 13893
11779 13847
11838 13800
11853 13761
12033 13669
12268 13549
12364 13500
12666 13346
12871 13343
12878 13238
13352 13139
13446 13037
14013 12850
14075 12793
14137 12759
14232 12652
14247 12542
14683 12451
14695 12432
14773 12419
15183 12178
15322 12151
15432 12072
15532 12017
15591 11987
15744 11917
15810 11859
15818 11851
15862 11848
16342 11580
16432 11525
16566 11474
16592 11454
16604 11432
16633 11431
16675 11416
16780 11351
17043 11222
17058 11216
17258 11107
17323 11083
17336 11071
17385 11052
17392 11048
17416 11035
17613 10933
17688 10891
17881 10798
17884 10797
17899 10790
17915 10780
17976 10748
18009 10740
18921 10297
18927 10232
18972 10231
19142 10187
19165 10184
19389 10082
19525 9990
19680 9920
20204 9672
20253 9658
20273 9655
20327 9625
20350 9584
20436 9579
20726 9445
20734 9429
20875 9340
21090 9278
21182 9232
21223 9189
21433 9078
21470 9035
21546 9024
21563 9010
21728 8875
21859 8823
21892 8803
21978 8794
22029 8736
22131 8702
22195 8693
22269 8656
22648 8514
22659 8451
22907 8343
23041 8288
23227 8267
23249 8204
23407 8011
23512 7993
23561 7985
23738 7971
23819 7927
24285 7737
24305 7713
24311 7687
24333 7598
24506 7502
24782 7271
24936 7195
24957 7187
25009 7159
25151 7089
25358 6987
25559 6888
25895 6880
26014 6664
26284 6634
26329 6509
26628 6362
26742 6306
26907 6225
27156 6103
27252 6056
27581 5895
27770 5823
27851 5763
28324 5532
28488 5452
28644 5376
29162 5124
29477 4971
29545 4938
30040 4698
30168 4636
30416 4516
30476 4487
30766 4347
31283 4098
31438 4043
31483 4002
31556 3967
31765 3867
31853 3825
32105 3705
32166 3676
32246 3638
32460 3559
32550 3494
32694 3426
33036 3280
33051 3258
33179 3198
33226 3176
33601 3001
33682 2983
33687 2961
33743 2935
33825 2897
34150 2747
34187 2730
34283 2686
34353 2654
34725 2485
35181 2288
35228 2261
35269 2243
35395 2188
35561 2130
35678 2067
35709 2054
36170 1873
36403 1772
36550 1715
36592 1699
36739 1644
36827 1612
37029 1551
37197 1533
37583 1378
37759 1352
37893 1318
38015 1303
