========= Estatisticas ========= 
Semente utilizada : 6642104
Tempo(s) Final = 2550.98
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 700
Quantidade de vezes em que a BL foi executada: 700
Quantidade de vezes em que o PR foi executado: 3264
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 360
Quantidade de solucoes que a BL adicionou ao arquivo global: 3712
Quantidade de solucoes que o PR adicionou ao arquivo global: 487355
Quantidade de avaliacoes da funcao objetivo: 19174788
Pareto aproximativo: 
6.0000000000 25352.0000000000
142.0000000000 22747.0000000000
128.0000000000 22774.0000000000
133.0000000000 22770.0000000000
125.0000000000 22808.0000000000
115.0000000000 22929.0000000000
79.0000000000 23508.0000000000
72.0000000000 23658.0000000000
64.0000000000 23760.0000000000
43.0000000000 24205.0000000000
48.0000000000 24121.0000000000
30.0000000000 24540.0000000000
31.0000000000 24513.0000000000
25.0000000000 24701.0000000000
9.0000000000 25236.0000000000
10.0000000000 25200.0000000000
7.0000000000 25303.0000000000
8.0000000000 25262.0000000000
11.0000000000 25145.0000000000
12.0000000000 25109.0000000000
17.0000000000 24937.0000000000
21.0000000000 24805.0000000000
28.0000000000 24595.0000000000
37.0000000000 24346.0000000000
39.0000000000 24296.0000000000
42.0000000000 24224.0000000000
45.0000000000 24155.0000000000
52.0000000000 24001.0000000000
57.0000000000 23896.0000000000
62.0000000000 23796.0000000000
68.0000000000 23681.0000000000
76.0000000000 23537.0000000000
87.0000000000 23350.0000000000
103.0000000000 23138.0000000000
100.0000000000 23142.0000000000
112.0000000000 22964.0000000000
126.0000000000 22788.0000000000
212.0000000000 22011.0000000000
208.0000000000 22040.0000000000
201.0000000000 22090.0000000000
186.0000000000 22213.0000000000
168.0000000000 22404.0000000000
158.0000000000 22453.0000000000
156.0000000000 22470.0000000000
181.0000000000 22249.0000000000
203.0000000000 22073.0000000000
209.0000000000 22027.0000000000
246.0000000000 21763.0000000000
389.0000000000 21259.0000000000
378.0000000000 21265.0000000000
377.0000000000 21266.0000000000
325.0000000000 21347.0000000000
287.0000000000 21553.0000000000
282.0000000000 21558.0000000000
374.0000000000 21268.0000000000
338.0000000000 21289.0000000000
425.0000000000 20968.0000000000
415.0000000000 20998.0000000000
474.0000000000 20827.0000000000
537.0000000000 20670.0000000000
579.0000000000 20592.0000000000
564.0000000000 20607.0000000000
599.0000000000 20537.0000000000
709.0000000000 20337.0000000000
791.0000000000 20217.0000000000
1129.0000000000 19891.0000000000
1178.0000000000 19869.0000000000
916.0000000000 20055.0000000000
1122.0000000000 19894.0000000000
1099.0000000000 19902.0000000000
1054.0000000000 19925.0000000000
1091.0000000000 19903.0000000000
1020.0000000000 19935.0000000000
2064.0000000000 19104.0000000000
1776.0000000000 19306.0000000000
1747.0000000000 19321.0000000000
1302.0000000000 19653.0000000000
1461.0000000000 19512.0000000000
1705.0000000000 19339.0000000000
1803.0000000000 19292.0000000000
1628.0000000000 19376.0000000000
1862.0000000000 19197.0000000000
2384.0000000000 18949.0000000000
2086.0000000000 19039.0000000000
2496.0000000000 18769.0000000000
3150.0000000000 18478.0000000000
3067.0000000000 18488.0000000000
3044.0000000000 18492.0000000000
2990.0000000000 18513.0000000000
2940.0000000000 18538.0000000000
2865.0000000000 18571.0000000000
2768.0000000000 18616.0000000000
2825.0000000000 18583.0000000000
2777.0000000000 18595.0000000000
3391.0000000000 18231.0000000000
4218.0000000000 17876.0000000000
4125.0000000000 17883.0000000000
4073.0000000000 17890.0000000000
3987.0000000000 17928.0000000000
3955.0000000000 17935.0000000000
3883.0000000000 17971.0000000000
3820.0000000000 17986.0000000000
4363.0000000000 17712.0000000000
4291.0000000000 17724.0000000000
4293.0000000000 17722.0000000000
5277.0000000000 17290.0000000000
5184.0000000000 17331.0000000000
5091.0000000000 17354.0000000000
5105.0000000000 17349.0000000000
5045.0000000000 17369.0000000000
4983.0000000000 17375.0000000000
4902.0000000000 17405.0000000000
