========= Estatisticas ========= 
Semente utilizada : 1481712
Quantidade de arestas removidas: 300776
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 89.62
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  286
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 80
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 66.46
Quantidade de solucoes não dominadas que o PR encontrou = 9
Quantiade de avalicoes da funcao objetivo = 991501
Tempo FINAL(s) =  236.08
Resultado : 
4 45587
7 45508
8 45489
10 45433
21 45195
29 45047
38 44897
57 44625
89 44205
130 43830
139 43721
140 43672
142 43653
175 43357
200 43206
207 43101
256 42845
308 42583
333 42335
378 42055
414 41892
458 41798
464 41682
480 41618
578 41341
589 41322
655 41094
789 40816
864 40694
871 40659
886 40648
1135 40279
1156 40179
1418 39781
1451 39743
1507 39695
1723 39468
2005 39187
2023 39171
2108 39105
2736 38605
2769 38581
2982 38430
3618 38005
3674 37969
4051 37732
4155 37668
4703 37339
4725 37326
4793 37286
4985 37174
5080 37119
5673 36780
5742 36741
5950 36624
6596 36265
6634 36244
6721 36196
6981 36053
7012 36036
7507 35766
7577 35728
7817 35598
8480 35241
8676 35136
9216 34848
9248 34831
9758 34561
9902 34485
10491 34175
10611 34112
11075 33869
11535 33629
11775 33504
12136 33319
12150 33309
12202 33282
12823 32960
12935 32902
13899 32404
14262 32217
14330 32182
14798 31942
14820 31930
15036 31819
15480 31591
16065 31291
16145 31250
16596 31019
17284 30667
17599 30506
18116 30242
18704 29942
19214 29682
19474 29600
19859 29549
20009 29277
20454 29255
20614 28969
21160 28963
21356 28932
21370 28896
21640 28447
22053 28237
22772 28105
22846 27834
23287 27610
23646 27547
23677 27412
24235 27385
24298 27328
24511 27234
24615 26936
25102 26932
25167 26656
25735 26368
26227 26288
26246 26109
26696 25881
26927 25764
27322 25564
27808 25318
27974 25234
28399 25019
28660 24887
28838 24797
29748 24610
29820 24556
30126 24441
30510 24370
30705 24102
30913 24000
31119 23914
31243 23845
31340 23686
32905 22962
33052 22888
33297 22763
33539 22648
33644 22597
33703 22569
33710 22556
33712 22553
33809 22502
33866 22487
33912 22452
34041 22389
34177 22334
34179 22319
34223 22300
34251 22291
34309 22268
34390 22223
34406 22211
34428 22210
34597 22106
35209 21807
35409 21706
35490 21673
36251 21338
36256 21313
36278 21279
36464 21183
36552 21165
36576 21161
36596 21114
36970 20917
37142 20905
37238 20822
37677 20636
37863 20548
37956 20520
37968 20505
38095 20467
38494 20288
38584 20242
38592 20163
38675 20078
39220 19869
39404 19823
39545 19711
39575 19688
39754 19583
40113 19411
40263 19323
40279 19317
40510 19270
40525 19248
40598 19204
40617 19191
40692 19170
41074 18972
41360 18832
41429 18828
41550 18788
41815 18545
41984 18492
42390 18282
42524 18215
42690 18126
42831 18107
42860 18088
43059 18034
43155 17981
43162 17847
43167 17833
43269 17797
43587 17763
43612 17615
43819 17502
44166 17387
44580 17130
45162 17054
45533 16976
45578 16889
45684 16680
45740 16647
45750 16629
45974 16293
46714 15948
47376 15524
47661 15383
47847 15291
48393 15021
48749 14845
49184 14630
49779 14336
50615 14163
50692 13885
51583 13445
51978 13250
52748 12870
53207 12655
53273 12611
53857 12323
54425 12043
55253 11635
55789 11371
56504 11019
56945 10802
57677 10442
58267 10152
58780 9900
59440 9576
59917 9342
60478 9067
60968 8827
61485 8574
61980 8332
62453 8101
62945 7861
63569 7557
63645 7520
64200 7250
64760 6978
64828 6945
65422 6657
66011 6372
66071 6343
66738 6021
66794 5994
67145 5825
67197 5800
67597 5608
67645 5585
68220 5310
68352 5247
68835 5017
69432 4734
69576 4666
70120 4410
70249 4369
70344 4305
70391 4283
70796 4094
71048 3977
71089 3958
71648 3700
71912 3579
71947 3563
72695 3223
72795 3178
72824 3165
73266 2992
73364 2925
73439 2892
73567 2836
74063 2671
74222 2555
74260 2539
74488 2444
74607 2395
75834 1967
75966 1936
76102 1904
76644 1707
76928 1633
77058 1615
77079 1610
77098 1608
