========= Estatisticas ========= 
Semente utilizada : 783513
Tempo(s) Final = 2196.19
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 700
Quantidade de vezes em que a BL foi executada: 700
Quantidade de vezes em que o PR foi executado: 2239
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 126
Quantidade de solucoes que a BL adicionou ao arquivo global: 4492
Quantidade de solucoes que o PR adicionou ao arquivo global: 6318
Quantidade de avaliacoes da funcao objetivo: 3267716
Pareto aproximativo: 
0.0000000000 10029.0000000000
215.0000000000 6595.0000000000
188.0000000000 6647.0000000000
187.0000000000 6649.0000000000
152.0000000000 7069.0000000000
153.0000000000 7056.0000000000
126.0000000000 7578.0000000000
124.0000000000 7604.0000000000
114.0000000000 7742.0000000000
94.0000000000 7961.0000000000
93.0000000000 7970.0000000000
74.0000000000 8212.0000000000
62.0000000000 8438.0000000000
61.0000000000 8440.0000000000
60.0000000000 8455.0000000000
59.0000000000 8470.0000000000
48.0000000000 8710.0000000000
52.0000000000 8677.0000000000
40.0000000000 8869.0000000000
36.0000000000 8929.0000000000
33.0000000000 9094.0000000000
32.0000000000 9095.0000000000
31.0000000000 9111.0000000000
28.0000000000 9149.0000000000
27.0000000000 9165.0000000000
26.0000000000 9174.0000000000
17.0000000000 9462.0000000000
15.0000000000 9471.0000000000
14.0000000000 9492.0000000000
5.0000000000 9814.0000000000
4.0000000000 9837.0000000000
6.0000000000 9793.0000000000
2.0000000000 9967.0000000000
1.0000000000 9968.0000000000
3.0000000000 9875.0000000000
7.0000000000 9720.0000000000
10.0000000000 9611.0000000000
11.0000000000 9577.0000000000
12.0000000000 9544.0000000000
13.0000000000 9514.0000000000
20.0000000000 9344.0000000000
19.0000000000 9345.0000000000
24.0000000000 9215.0000000000
25.0000000000 9190.0000000000
35.0000000000 8950.0000000000
37.0000000000 8904.0000000000
46.0000000000 8727.0000000000
43.0000000000 8785.0000000000
44.0000000000 8761.0000000000
45.0000000000 8731.0000000000
53.0000000000 8571.0000000000
57.0000000000 8496.0000000000
58.0000000000 8476.0000000000
69.0000000000 8278.0000000000
72.0000000000 8227.0000000000
71.0000000000 8243.0000000000
91.0000000000 7982.0000000000
88.0000000000 7984.0000000000
86.0000000000 7988.0000000000
97.0000000000 7827.0000000000
102.0000000000 7824.0000000000
96.0000000000 7828.0000000000
141.0000000000 7365.0000000000
140.0000000000 7370.0000000000
138.0000000000 7371.0000000000
128.0000000000 7376.0000000000
127.0000000000 7380.0000000000
149.0000000000 7120.0000000000
150.0000000000 7081.0000000000
181.0000000000 7010.0000000000
179.0000000000 7012.0000000000
162.0000000000 7020.0000000000
154.0000000000 7031.0000000000
185.0000000000 6659.0000000000
214.0000000000 6604.0000000000
182.0000000000 6986.0000000000
183.0000000000 6957.0000000000
184.0000000000 6870.0000000000
189.0000000000 6613.0000000000
236.0000000000 6286.0000000000
391.0000000000 4897.0000000000
387.0000000000 4904.0000000000
291.0000000000 5633.0000000000
287.0000000000 5654.0000000000
248.0000000000 6165.0000000000
243.0000000000 6282.0000000000
235.0000000000 6289.0000000000
225.0000000000 6291.0000000000
223.0000000000 6295.0000000000
218.0000000000 6296.0000000000
249.0000000000 6017.0000000000
267.0000000000 5967.0000000000
265.0000000000 5968.0000000000
261.0000000000 5969.0000000000
258.0000000000 5971.0000000000
253.0000000000 5972.0000000000
250.0000000000 5979.0000000000
282.0000000000 5778.0000000000
283.0000000000 5745.0000000000
284.0000000000 5685.0000000000
285.0000000000 5664.0000000000
288.0000000000 5638.0000000000
294.0000000000 5587.0000000000
332.0000000000 5296.0000000000
333.0000000000 5275.0000000000
343.0000000000 5200.0000000000
374.0000000000 5170.0000000000
350.0000000000 5176.0000000000
346.0000000000 5178.0000000000
378.0000000000 5128.0000000000
379.0000000000 5043.0000000000
381.0000000000 4964.0000000000
382.0000000000 4942.0000000000
393.0000000000 4853.0000000000
435.0000000000 4729.0000000000
436.0000000000 4690.0000000000
437.0000000000 4678.0000000000
451.0000000000 4561.0000000000
449.0000000000 4563.0000000000
447.0000000000 4564.0000000000
440.0000000000 4571.0000000000
477.0000000000 4426.0000000000
491.0000000000 4415.0000000000
487.0000000000 4423.0000000000
466.0000000000 4429.0000000000
507.0000000000 4327.0000000000
508.0000000000 4282.0000000000
599.0000000000 4007.0000000000
584.0000000000 4008.0000000000
573.0000000000 4013.0000000000
571.0000000000 4015.0000000000
553.0000000000 4019.0000000000
605.0000000000 4002.0000000000
551.0000000000 4023.0000000000
626.0000000000 3898.0000000000
638.0000000000 3675.0000000000
644.0000000000 3653.0000000000
689.0000000000 3567.0000000000
709.0000000000 3462.0000000000
711.0000000000 3447.0000000000
713.0000000000 3435.0000000000
715.0000000000 3416.0000000000
716.0000000000 3405.0000000000
719.0000000000 3397.0000000000
720.0000000000 3392.0000000000
817.0000000000 3324.0000000000
818.0000000000 3293.0000000000
821.0000000000 3202.0000000000
822.0000000000 3151.0000000000
828.0000000000 3068.0000000000
839.0000000000 3044.0000000000
836.0000000000 3046.0000000000
851.0000000000 3036.0000000000
853.0000000000 3005.0000000000
854.0000000000 2998.0000000000
899.0000000000 2953.0000000000
947.0000000000 2779.0000000000
935.0000000000 2856.0000000000
939.0000000000 2803.0000000000
938.0000000000 2817.0000000000
940.0000000000 2789.0000000000
952.0000000000 2762.0000000000
1042.0000000000 2603.0000000000
1031.0000000000 2604.0000000000
1114.0000000000 2565.0000000000
1129.0000000000 2408.0000000000
1165.0000000000 2346.0000000000
1163.0000000000 2347.0000000000
1216.0000000000 2316.0000000000
1217.0000000000 2295.0000000000
1219.0000000000 2286.0000000000
1221.0000000000 2282.0000000000
1231.0000000000 2234.0000000000
1297.0000000000 2135.0000000000
1528.0000000000 1969.0000000000
1353.0000000000 2060.0000000000
1381.0000000000 2033.0000000000
1377.0000000000 2034.0000000000
1373.0000000000 2035.0000000000
1402.0000000000 2015.0000000000
1516.0000000000 1972.0000000000
1508.0000000000 1973.0000000000
1403.0000000000 2014.0000000000
1404.0000000000 2005.0000000000
1408.0000000000 1993.0000000000
1672.0000000000 1900.0000000000
1667.0000000000 1952.0000000000
1671.0000000000 1941.0000000000
1670.0000000000 1947.0000000000
1674.0000000000 1892.0000000000
1676.0000000000 1847.0000000000
1698.0000000000 1703.0000000000
1694.0000000000 1708.0000000000
1695.0000000000 1707.0000000000
1681.0000000000 1807.0000000000
1699.0000000000 1702.0000000000
1707.0000000000 1695.0000000000
1769.0000000000 1648.0000000000
1761.0000000000 1651.0000000000
1866.0000000000 1573.0000000000
1867.0000000000 1572.0000000000
1860.0000000000 1577.0000000000
1857.0000000000 1579.0000000000
1863.0000000000 1575.0000000000
1864.0000000000 1574.0000000000
1957.0000000000 1512.0000000000
2056.0000000000 1455.0000000000
2052.0000000000 1457.0000000000
2049.0000000000 1459.0000000000
2047.0000000000 1460.0000000000
2046.0000000000 1462.0000000000
2054.0000000000 1456.0000000000
2050.0000000000 1458.0000000000
2144.0000000000 1411.0000000000
2288.0000000000 1406.0000000000
2289.0000000000 1384.0000000000
2336.0000000000 1322.0000000000
2320.0000000000 1324.0000000000
2358.0000000000 1309.0000000000
2384.0000000000 1301.0000000000
2378.0000000000 1303.0000000000
2371.0000000000 1305.0000000000
2362.0000000000 1306.0000000000
2629.0000000000 1238.0000000000
2490.0000000000 1257.0000000000
2489.0000000000 1258.0000000000
2495.0000000000 1254.0000000000
2502.0000000000 1251.0000000000
2501.0000000000 1252.0000000000
2472.0000000000 1262.0000000000
2496.0000000000 1253.0000000000
2700.0000000000 1232.0000000000
2703.0000000000 1191.0000000000
2708.0000000000 1190.0000000000
2715.0000000000 1180.0000000000
2773.0000000000 1167.0000000000
2764.0000000000 1169.0000000000
2745.0000000000 1171.0000000000
2829.0000000000 1147.0000000000
2878.0000000000 1135.0000000000
2870.0000000000 1136.0000000000
2978.0000000000 1128.0000000000
2986.0000000000 1127.0000000000
2861.0000000000 1139.0000000000
2862.0000000000 1138.0000000000
3108.0000000000 1097.0000000000
3109.0000000000 1091.0000000000
3111.0000000000 1076.0000000000
3114.0000000000 1075.0000000000
3118.0000000000 1074.0000000000
3164.0000000000 1064.0000000000
3157.0000000000 1065.0000000000
3247.0000000000 1045.0000000000
3310.0000000000 1038.0000000000
3261.0000000000 1042.0000000000
3370.0000000000 1028.0000000000
3375.0000000000 1024.0000000000
3371.0000000000 1025.0000000000
3382.0000000000 1018.0000000000
3376.0000000000 1019.0000000000
3408.0000000000 1016.0000000000
3409.0000000000 1013.0000000000
3600.0000000000 1001.0000000000
3603.0000000000 997.0000000000
3604.0000000000 985.0000000000
3607.0000000000 980.0000000000
3620.0000000000 978.0000000000
3846.0000000000 977.0000000000
3847.0000000000 949.0000000000
3874.0000000000 943.0000000000
3863.0000000000 944.0000000000
3851.0000000000 945.0000000000
3881.0000000000 941.0000000000
4052.0000000000 934.0000000000
4057.0000000000 927.0000000000
4063.0000000000 920.0000000000
4060.0000000000 923.0000000000
4054.0000000000 930.0000000000
4065.0000000000 918.0000000000
4172.0000000000 915.0000000000
4173.0000000000 906.0000000000
4274.0000000000 896.0000000000
4294.0000000000 894.0000000000
4272.0000000000 905.0000000000
4283.0000000000 895.0000000000
4421.0000000000 888.0000000000
4425.0000000000 886.0000000000
4426.0000000000 882.0000000000
4574.0000000000 870.0000000000
4558.0000000000 871.0000000000
4623.0000000000 866.0000000000
4650.0000000000 864.0000000000
4706.0000000000 860.0000000000
4750.0000000000 859.0000000000
4751.0000000000 857.0000000000
4783.0000000000 855.0000000000
4819.0000000000 853.0000000000
4838.0000000000 852.0000000000
4861.0000000000 851.0000000000
4885.0000000000 850.0000000000
