========= Estatisticas ========= 
Semente utilizada : 9604779
Tempo(s) Final = 2565.37
Quantidade de soluçoes encontradas = 300
Quantidade de vezes em que o contrutivo foi executada: 700
Quantidade de vezes em que a BL foi executada: 700
Quantidade de vezes em que o PR foi executado: 2299
Quantidade de solucoes que o constutivo adicionou ao arquivo global: 126
Quantidade de solucoes que a BL adicionou ao arquivo global: 4208
Quantidade de solucoes que o PR adicionou ao arquivo global: 7503
Quantidade de avaliacoes da funcao objetivo: 3785352
Pareto aproximativo: 
0.0000000000 10029.0000000000
185.0000000000 6888.0000000000
182.0000000000 6932.0000000000
181.0000000000 6946.0000000000
179.0000000000 7017.0000000000
180.0000000000 7004.0000000000
138.0000000000 7340.0000000000
142.0000000000 7339.0000000000
118.0000000000 7547.0000000000
117.0000000000 7563.0000000000
115.0000000000 7573.0000000000
112.0000000000 7604.0000000000
113.0000000000 7598.0000000000
103.0000000000 7817.0000000000
93.0000000000 7956.0000000000
92.0000000000 7971.0000000000
66.0000000000 8430.0000000000
64.0000000000 8452.0000000000
50.0000000000 8683.0000000000
49.0000000000 8696.0000000000
48.0000000000 8716.0000000000
40.0000000000 8877.0000000000
39.0000000000 8883.0000000000
38.0000000000 8892.0000000000
36.0000000000 8928.0000000000
35.0000000000 8950.0000000000
27.0000000000 9155.0000000000
28.0000000000 9144.0000000000
10.0000000000 9611.0000000000
9.0000000000 9670.0000000000
5.0000000000 9804.0000000000
4.0000000000 9836.0000000000
2.0000000000 9931.0000000000
1.0000000000 9968.0000000000
3.0000000000 9875.0000000000
7.0000000000 9720.0000000000
12.0000000000 9544.0000000000
13.0000000000 9514.0000000000
17.0000000000 9426.0000000000
16.0000000000 9427.0000000000
20.0000000000 9344.0000000000
19.0000000000 9345.0000000000
24.0000000000 9215.0000000000
25.0000000000 9190.0000000000
37.0000000000 8904.0000000000
42.0000000000 8794.0000000000
46.0000000000 8730.0000000000
45.0000000000 8731.0000000000
60.0000000000 8470.0000000000
58.0000000000 8476.0000000000
68.0000000000 8317.0000000000
69.0000000000 8278.0000000000
84.0000000000 8232.0000000000
82.0000000000 8234.0000000000
71.0000000000 8243.0000000000
89.0000000000 7982.0000000000
88.0000000000 7984.0000000000
86.0000000000 7988.0000000000
94.0000000000 7932.0000000000
95.0000000000 7875.0000000000
96.0000000000 7828.0000000000
110.0000000000 7618.0000000000
146.0000000000 7211.0000000000
147.0000000000 7198.0000000000
148.0000000000 7165.0000000000
149.0000000000 7138.0000000000
150.0000000000 7081.0000000000
154.0000000000 7031.0000000000
188.0000000000 6648.0000000000
217.0000000000 6597.0000000000
214.0000000000 6598.0000000000
199.0000000000 6599.0000000000
197.0000000000 6600.0000000000
189.0000000000 6613.0000000000
336.0000000000 5253.0000000000
267.0000000000 5967.0000000000
249.0000000000 6012.0000000000
247.0000000000 6025.0000000000
241.0000000000 6254.0000000000
240.0000000000 6268.0000000000
238.0000000000 6270.0000000000
237.0000000000 6280.0000000000
230.0000000000 6294.0000000000
225.0000000000 6295.0000000000
218.0000000000 6296.0000000000
244.0000000000 6036.0000000000
260.0000000000 5978.0000000000
250.0000000000 5979.0000000000
282.0000000000 5759.0000000000
283.0000000000 5727.0000000000
284.0000000000 5688.0000000000
277.0000000000 5923.0000000000
278.0000000000 5895.0000000000
288.0000000000 5638.0000000000
293.0000000000 5610.0000000000
321.0000000000 5564.0000000000
299.0000000000 5569.0000000000
294.0000000000 5587.0000000000
335.0000000000 5273.0000000000
333.0000000000 5275.0000000000
353.0000000000 5174.0000000000
348.0000000000 5177.0000000000
346.0000000000 5178.0000000000
379.0000000000 5094.0000000000
380.0000000000 5009.0000000000
381.0000000000 4989.0000000000
382.0000000000 4968.0000000000
392.0000000000 4873.0000000000
393.0000000000 4853.0000000000
431.0000000000 4782.0000000000
432.0000000000 4749.0000000000
433.0000000000 4712.0000000000
436.0000000000 4658.0000000000
442.0000000000 4569.0000000000
440.0000000000 4571.0000000000
481.0000000000 4422.0000000000
479.0000000000 4426.0000000000
471.0000000000 4427.0000000000
466.0000000000 4429.0000000000
522.0000000000 4181.0000000000
513.0000000000 4214.0000000000
511.0000000000 4383.0000000000
512.0000000000 4320.0000000000
515.0000000000 4184.0000000000
545.0000000000 4049.0000000000
553.0000000000 4020.0000000000
551.0000000000 4023.0000000000
625.0000000000 3939.0000000000
626.0000000000 3868.0000000000
627.0000000000 3864.0000000000
628.0000000000 3847.0000000000
630.0000000000 3789.0000000000
629.0000000000 3846.0000000000
638.0000000000 3675.0000000000
644.0000000000 3653.0000000000
688.0000000000 3617.0000000000
689.0000000000 3595.0000000000
728.0000000000 3377.0000000000
726.0000000000 3386.0000000000
717.0000000000 3410.0000000000
692.0000000000 3485.0000000000
713.0000000000 3445.0000000000
720.0000000000 3392.0000000000
816.0000000000 3333.0000000000
820.0000000000 3192.0000000000
821.0000000000 3178.0000000000
822.0000000000 3168.0000000000
824.0000000000 3132.0000000000
823.0000000000 3155.0000000000
853.0000000000 3010.0000000000
876.0000000000 2995.0000000000
854.0000000000 2998.0000000000
901.0000000000 2906.0000000000
904.0000000000 2873.0000000000
940.0000000000 2805.0000000000
936.0000000000 2845.0000000000
938.0000000000 2806.0000000000
952.0000000000 2762.0000000000
1028.0000000000 2715.0000000000
1029.0000000000 2663.0000000000
1030.0000000000 2613.0000000000
1031.0000000000 2604.0000000000
1118.0000000000 2595.0000000000
1119.0000000000 2589.0000000000
1120.0000000000 2575.0000000000
1121.0000000000 2493.0000000000
1122.0000000000 2446.0000000000
1125.0000000000 2422.0000000000
1163.0000000000 2347.0000000000
1218.0000000000 2296.0000000000
1220.0000000000 2281.0000000000
1221.0000000000 2262.0000000000
1231.0000000000 2234.0000000000
1290.0000000000 2195.0000000000
1297.0000000000 2135.0000000000
1302.0000000000 2128.0000000000
1372.0000000000 2045.0000000000
1377.0000000000 2033.0000000000
1373.0000000000 2035.0000000000
1418.0000000000 1984.0000000000
1415.0000000000 1986.0000000000
1412.0000000000 1990.0000000000
1478.0000000000 1968.0000000000
1473.0000000000 1969.0000000000
1408.0000000000 1993.0000000000
1680.0000000000 1838.0000000000
1679.0000000000 1892.0000000000
1678.0000000000 1900.0000000000
1673.0000000000 1914.0000000000
1674.0000000000 1913.0000000000
1675.0000000000 1910.0000000000
1687.0000000000 1768.0000000000
1699.0000000000 1702.0000000000
1702.0000000000 1700.0000000000
1705.0000000000 1697.0000000000
1707.0000000000 1695.0000000000
1731.0000000000 1675.0000000000
1760.0000000000 1652.0000000000
1761.0000000000 1651.0000000000
1866.0000000000 1573.0000000000
1867.0000000000 1572.0000000000
1918.0000000000 1552.0000000000
1922.0000000000 1551.0000000000
1857.0000000000 1579.0000000000
1864.0000000000 1574.0000000000
1957.0000000000 1512.0000000000
2104.0000000000 1442.0000000000
2101.0000000000 1443.0000000000
2058.0000000000 1454.0000000000
2056.0000000000 1455.0000000000
2052.0000000000 1457.0000000000
2047.0000000000 1460.0000000000
2050.0000000000 1458.0000000000
2144.0000000000 1411.0000000000
2289.0000000000 1365.0000000000
2316.0000000000 1327.0000000000
2311.0000000000 1328.0000000000
2323.0000000000 1323.0000000000
2320.0000000000 1324.0000000000
2355.0000000000 1319.0000000000
2356.0000000000 1314.0000000000
2362.0000000000 1306.0000000000
2642.0000000000 1236.0000000000
2636.0000000000 1238.0000000000
2632.0000000000 1239.0000000000
2479.0000000000 1260.0000000000
2468.0000000000 1269.0000000000
2464.0000000000 1282.0000000000
2469.0000000000 1265.0000000000
2472.0000000000 1262.0000000000
2499.0000000000 1252.0000000000
2496.0000000000 1253.0000000000
2708.0000000000 1205.0000000000
2715.0000000000 1180.0000000000
2778.0000000000 1167.0000000000
2769.0000000000 1169.0000000000
2759.0000000000 1170.0000000000
2745.0000000000 1171.0000000000
3123.0000000000 1073.0000000000
3109.0000000000 1078.0000000000
3114.0000000000 1075.0000000000
3113.0000000000 1076.0000000000
2859.0000000000 1141.0000000000
2869.0000000000 1137.0000000000
2934.0000000000 1127.0000000000
2921.0000000000 1128.0000000000
2915.0000000000 1129.0000000000
2886.0000000000 1133.0000000000
2872.0000000000 1136.0000000000
2862.0000000000 1138.0000000000
3118.0000000000 1074.0000000000
3170.0000000000 1064.0000000000
3157.0000000000 1065.0000000000
3247.0000000000 1045.0000000000
3284.0000000000 1039.0000000000
3277.0000000000 1040.0000000000
3269.0000000000 1041.0000000000
3261.0000000000 1042.0000000000
3384.0000000000 1018.0000000000
3371.0000000000 1027.0000000000
3375.0000000000 1024.0000000000
3376.0000000000 1019.0000000000
3415.0000000000 1012.0000000000
3429.0000000000 1011.0000000000
3409.0000000000 1013.0000000000
3598.0000000000 986.0000000000
3688.0000000000 973.0000000000
3661.0000000000 975.0000000000
3607.0000000000 980.0000000000
3653.0000000000 976.0000000000
3639.0000000000 977.0000000000
3681.0000000000 974.0000000000
3620.0000000000 978.0000000000
3848.0000000000 966.0000000000
3850.0000000000 965.0000000000
3851.0000000000 945.0000000000
3881.0000000000 941.0000000000
4060.0000000000 922.0000000000
4065.0000000000 918.0000000000
4172.0000000000 907.0000000000
4169.0000000000 917.0000000000
4170.0000000000 908.0000000000
4173.0000000000 906.0000000000
4278.0000000000 904.0000000000
4283.0000000000 895.0000000000
4421.0000000000 894.0000000000
4425.0000000000 889.0000000000
4426.0000000000 882.0000000000
4555.0000000000 876.0000000000
4552.0000000000 879.0000000000
4558.0000000000 871.0000000000
4623.0000000000 866.0000000000
4650.0000000000 864.0000000000
4706.0000000000 860.0000000000
4751.0000000000 857.0000000000
4783.0000000000 855.0000000000
4819.0000000000 853.0000000000
4838.0000000000 852.0000000000
4861.0000000000 851.0000000000
4885.0000000000 850.0000000000
