========= Estatisticas ========= 
Semente utilizada : 9120766
Quantidade de arestas removidas: 317956
Quantidade de arestas obrigatorias = 232
Tempo PreProcessamento (s) = 14.38
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  124
Quantidade de solucoes na primeira fase = 273
Tempo PrimeiraFase(s) = 47.51
Quantidade de solucoes na segunda fase = 280
Tempo SegundaFase(s) = 6.11
Quantidade de solucoes não dominadas que o PR encontrou = 7
Quantiade de avalicoes da funcao objetivo = 208037
Tempo FINAL(s) =  68
Resultado : 
1 5913
2 5879
3 5850
4 5822
5 5795
6 5777
7 5745
8 5721
12 5633
15 5573
19 5497
24 5407
27 5356
28 5340
34 5244
42 5124
44 5111
45 5110
47 5054
52 4984
55 4981
57 4961
67 4797
68 4776
72 4728
73 4717
79 4714
82 4608
92 4601
96 4476
98 4432
102 4390
103 4385
115 4260
122 4199
126 4182
134 4089
137 4082
138 4076
152 3952
162 3865
164 3850
178 3805
182 3793
184 3710
185 3704
198 3647
204 3570
218 3486
230 3456
233 3431
235 3384
239 3362
244 3349
249 3322
250 3318
254 3288
257 3272
264 3244
266 3232
270 3222
272 3205
275 3188
276 3180
279 3162
281 3154
286 3139
287 3138
288 3123
289 3117
292 3104
294 3096
301 3078
309 3042
314 3016
318 3009
320 2998
323 2981
325 2979
328 2977
329 2964
331 2961
334 2949
335 2945
340 2930
344 2921
349 2876
354 2858
355 2854
360 2852
362 2843
363 2831
366 2829
370 2820
371 2798
374 2788
377 2787
379 2779
385 2755
386 2752
390 2748
391 2746
393 2742
395 2733
397 2732
398 2730
399 2725
400 2713
407 2707
409 2685
411 2681
413 2674
416 2673
417 2665
418 2661
421 2654
423 2649
425 2637
428 2631
429 2630
432 2620
434 2617
436 2614
439 2598
441 2587
445 2582
449 2581
450 2562
452 2561
455 2545
459 2538
460 2535
461 2529
468 2516
469 2515
471 2512
473 2499
475 2494
481 2493
483 2484
485 2474
486 2473
487 2464
490 2462
493 2461
494 2456
495 2451
496 2444
499 2436
503 2427
504 2425
509 2420
513 2418
515 2415
518 2412
520 2410
521 2401
524 2393
526 2388
527 2381
535 2373
537 2371
540 2365
541 2359
544 2345
549 2338
551 2332
558 2328
560 2315
567 2310
569 2308
570 2295
577 2286
581 2280
589 2264
590 2263
593 2251
596 2241
601 2232
613 2212
624 2196
627 2193
630 2189
638 2176
647 2161
653 2153
656 2150
658 2146
660 2145
665 2143
666 2135
671 2125
674 2121
681 2117
686 2105
690 2102
695 2093
711 2073
712 2072
716 2069
724 2060
731 2057
739 2055
753 2034
764 2033
767 2026
768 2022
778 2017
779 2005
780 2004
790 1994
802 1990
803 1984
805 1983
806 1981
810 1974
812 1972
816 1971
825 1966
833 1954
843 1946
848 1943
858 1940
861 1931
862 1929
863 1921
866 1919
871 1913
879 1907
896 1904
899 1892
916 1882
927 1875
932 1870
938 1866
950 1865
953 1863
964 1854
971 1845
982 1841
994 1840
995 1837
997 1833
998 1826
1013 1817
1023 1816
1024 1812
1045 1806
1053 1800
1059 1797
1061 1793
1068 1791
1073 1787
1089 1784
1100 1774
1147 1753
1156 1750
1157 1745
1177 1737
1187 1733
1229 1719
1275 1704
1293 1700
1313 1691
1319 1689
1327 1687
1339 1684
1356 1681
1359 1679
1368 1677
1376 1676
1387 1674
1388 1673
1399 1671
1403 1670
1415 1668
1421 1667
1435 1665
1443 1664
1449 1663
