========= Estatisticas ========= 
Semente utilizada : 7739813
Quantidade de arestas removidas: 174478
Quantidade de arestas obrigatorias = 0
Tempo PreProcessamento (s) = 16.43
Quantidade de solucoes suportadas = 30
Quantidade de individuos OBTIDOS APOS rmcKruskal = 134
Quantidade de individuos na populacao inicial =  150
Quantidade de solucoes no arquivo inicial =  300
Quantidade de solucoes na primeira fase = 300
Tempo PrimeiraFase(s) = 57.63
Quantidade de solucoes na segunda fase = 300
Tempo SegundaFase(s) = 21.94
Quantidade de solucoes não dominadas que o PR encontrou = 4
Quantiade de avalicoes da funcao objetivo = 590180
Tempo FINAL(s) =  96
Resultado : 
1 17055
2 16979
3 16904
4 16830
7 16636
8 16574
10 16458
12 16352
14 16250
15 16202
18 16099
19 16019
24 15810
26 15730
29 15614
35 15392
38 15284
40 15216
42 15151
47 14985
51 14857
54 14764
58 14644
67 14383
74 14187
79 14052
81 14000
82 13976
89 13800
92 13728
100 13544
110 13324
119 13135
121 13100
128 12955
134 12841
139 12751
143 12681
151 12545
153 12512
156 12482
166 12304
172 12211
184 12031
188 11975
191 11934
206 11739
214 11642
224 11522
229 11495
236 11384
257 11153
261 11111
264 11080
275 10991
276 10968
283 10892
286 10864
302 10719
334 10454
335 10446
354 10305
397 10004
400 9984
404 9968
431 9802
441 9745
454 9663
464 9611
528 9299
535 9280
562 9145
578 9106
595 9033
632 8871
666 8750
694 8740
718 8608
739 8560
772 8423
811 8321
856 8204
862 8190
894 8104
960 7987
1059 7774
1121 7644
1182 7551
1224 7503
1229 7473
1254 7455
1320 7362
1371 7299
1517 7193
1562 7094
1612 7055
1657 7046
1702 6946
1725 6928
2332 6548
2384 6497
2538 6435
2545 6431
2551 6399
2559 6389
2569 6362
2627 6327
2774 6268
2910 6233
3257 6118
3360 6086
3419 6055
3499 6021
3592 5990
4045 5882
4191 5865
4231 5836
4313 5792
4537 5740
4884 5683
5369 5572
5455 5558
5783 5490
6221 5469
6367 5396
6537 5360
6568 5355
7037 5341
7055 5320
7569 5262
7896 5256
8029 5247
8231 5170
8437 5159
8655 5097
8974 5068
9554 4987
9613 4983
9859 4946
9918 4900
10159 4893
10196 4886
10426 4872
10739 4869
10821 4821
11045 4787
11141 4760
11318 4718
11319 4714
11459 4696
11869 4648
11952 4647
12355 4593
12656 4578
13072 4523
13146 4497
13619 4494
13792 4459
14224 4408
14479 4365
14639 4353
14640 4346
14703 4327
14732 4309
14926 4308
15140 4292
15238 4268
15836 4258
15994 4183
16284 4155
16948 4086
17492 4026
17839 3987
17985 3978
18069 3971
18135 3964
18504 3909
18883 3877
18961 3868
18997 3863
19120 3848
19298 3837
19311 3827
19364 3814
19442 3810
19535 3796
19564 3792
19666 3780
19890 3751
20153 3734
20694 3683
20809 3674
20856 3660
21364 3612
21656 3579
21873 3544
22186 3508
22588 3499
22625 3493
23011 3439
23121 3414
23253 3402
23400 3393
23537 3381
23777 3362
23893 3335
24047 3300
24236 3283
24527 3250
25149 3245
25228 3234
25416 3170
25696 3141
25993 3125
26153 3099
26447 3089
26601 3041
27122 3007
27126 3000
27406 2987
27491 2974
28099 2927
28230 2901
28323 2862
28707 2823
28777 2814
29044 2787
29290 2765
29975 2760
30308 2749
30542 2723
30620 2687
30843 2641
31090 2613
31890 2586
31916 2579
32084 2561
32520 2515
32680 2493
32810 2424
33277 2367
33866 2310
33989 2299
34032 2294
34240 2274
34532 2246
35043 2205
35111 2195
35856 2120
36230 2091
36263 2086
36300 2078
36529 2063
36671 2043
37375 1977
37675 1949
38320 1889
38592 1875
38752 1849
39027 1846
39142 1813
39555 1775
41423 1719
41717 1702
41789 1572
41867 1565
42180 1537
43109 1455
43189 1448
43994 1378
44284 1353
44486 1351
44536 1345
44575 1335
44661 1328
44791 1314
45057 1287
45341 1263
45424 1256
45994 1210
46421 1173
46494 1167
46555 1162
47512 1085
47740 1067
48454 1012
48736 1005
49337 969
49345 960
49453 940
49511 936
50036 901
50529 870
50628 864
51054 839
51293 836
51577 821
52315 777
52747 761
52873 760
